timestamp,price_eur_kwh,ci_g_per_kwh,cheapest_flag,greenest_flag,overlap_flag,hour
2024-09-01 00:00:00,0.09887,762.41,False,False,False,0
2024-09-01 01:00:00,0.08607,756.58,False,False,False,1
2024-09-01 02:00:00,0.09118,750.62,False,False,False,2
2024-09-01 03:00:00,0.09008,769.41,False,False,False,3
2024-09-01 04:00:00,0.09147,763.57,False,False,False,4
2024-09-01 05:00:00,0.09221,717.98,False,False,False,5
2024-09-01 06:00:00,0.09282,620.86,False,False,False,6
2024-09-01 07:00:00,0.09405,570.17,False,False,False,7
2024-09-01 08:00:00,0.0668,542.63,False,False,False,8
2024-09-01 09:00:00,0.04127,522.68,True,True,True,9
2024-09-01 10:00:00,0.01273,517.14,True,True,True,10
2024-09-01 11:00:00,-0.0096,498.62,True,True,True,11
2024-09-01 12:00:00,-0.02579,499.36,True,True,True,12
2024-09-01 13:00:00,-0.05416,514.13,True,True,True,13
2024-09-01 14:00:00,-0.05211,543.26,True,False,False,14
2024-09-01 15:00:00,0.00818,664.16,True,False,False,15
2024-09-01 16:00:00,0.04607,807.25,True,False,False,16
2024-09-01 17:00:00,0.1113799999999999,804.1,False,False,False,17
2024-09-01 18:00:00,0.17342,784.09,False,False,False,18
2024-09-01 19:00:00,0.17465,787.33,False,False,False,19
2024-09-01 20:00:00,0.18006,788.69,False,False,False,20
2024-09-01 21:00:00,0.14061,790.94,False,False,False,21
2024-09-01 22:00:00,0.1243799999999999,806.59,False,False,False,22
2024-09-01 23:00:00,0.11004,823.33,False,False,False,23
2024-09-02 00:00:00,0.1243799999999999,840.65,False,False,False,0
2024-09-02 01:00:00,0.10266,845.64,False,False,False,1
2024-09-02 02:00:00,0.09602,855.76,False,False,False,2
2024-09-02 03:00:00,0.09541,855.61,False,False,False,3
2024-09-02 04:00:00,0.10394,842.95,False,False,False,4
2024-09-02 05:00:00,0.12146,781.53,False,False,False,5
2024-09-02 06:00:00,0.19853,710.52,False,False,False,6
2024-09-02 07:00:00,0.18725,631.48,False,False,False,7
2024-09-02 08:00:00,0.15183,569.85,False,False,False,8
2024-09-02 09:00:00,0.12264,488.17,False,True,False,9
2024-09-02 10:00:00,0.10283,473.95,False,True,False,10
2024-09-02 11:00:00,0.08889,497.61,False,True,False,11
2024-09-02 12:00:00,0.0772399999999999,522.28,False,True,False,12
2024-09-02 13:00:00,0.0798,589.37,False,False,False,13
2024-09-02 14:00:00,0.08191,668.62,False,False,False,14
2024-09-02 15:00:00,0.0947,781.76,False,False,False,15
2024-09-02 16:00:00,0.13203,844.65,False,False,False,16
2024-09-02 17:00:00,0.1987,843.31,False,False,False,17
2024-09-02 18:00:00,0.3270099999999999,805.89,False,False,False,18
