setup_id,cpu_type,matrix_size,mode,gpu_name,pcie_gen_current,threads,de_eur_job_median,de_co2_job_kg_median,de_price_eur_kwh,de_eur_job_sync_median,de_price_sync,fr_eur_job_median,fr_co2_job_kg_median,fr_price_eur_kwh,fr_eur_job_sync_median,fr_price_sync,pl_eur_job_median,pl_co2_job_kg_median,pl_price_eur_kwh,pl_eur_job_sync_median,pl_price_sync,kWh_e2e_median,seconds_wall_median,gflops_median,joule_per_gflop_median,n_measurements,workload,source_file
AMD_CPU-only_4t,AMD,1280,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,4,2.3e-09,1.05609e-05,4e-05,4.5556e-06,0.0783099722,3.729e-07,1.2141e-06,0.00641,3.0167e-06,0.0518570417,4.6499e-06,3.82949e-05,0.07993,5.5273e-06,0.0950131389,5.817416666666665e-05,1.3251,405.155,0.3901,50,GEMM,gemm_amd_cpu_4.csv
AMD_CPU-only_4t,AMD,1408,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,4,3.1e-09,1.3843e-05,4e-05,5.9714e-06,0.0783099722,4.888e-07,1.5914e-06,0.00641,3.9543e-06,0.0518570417,6.0949e-06,5.0196e-05,0.07993,7.2451e-06,0.0950131389,7.62533333333333e-05,1.7363,411.5505,0.3842,49,GEMM,gemm_amd_cpu_4.csv
AMD_CPU-only_4t,AMD,1536,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,4,2e-09,8.9163e-06,4e-05,3.8462e-06,0.0783099722,3.148e-07,1.025e-06,0.00641,2.547e-06,0.0518570417,3.9258e-06,3.23313e-05,0.07993,4.6666e-06,0.0950131389,4.91148611111111e-05,1.1118,417.2309,0.3812,50,GEMM,gemm_amd_cpu_4.csv
AMD_CPU-only_8t,AMD,64,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,2.2e-09,9.9348e-06,4e-05,4.3212e-06,0.0783099722,3.508e-07,1.1486e-06,0.00641,2.8615e-06,0.0518570417,4.438e-06,3.65504e-05,0.07993,5.2429e-06,0.0950131389,5.518083333333335e-05,1.8252,71.8124,1.5156,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,96,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,1.8e-09,8.2906e-06,4e-05,3.5911e-06,0.0783099722,2.927e-07,9.556e-07,0.00641,2.378e-06,0.0518570417,3.7335e-06,3.07479e-05,0.07993,4.357e-06,0.0950131389,4.585694444444445e-05,1.2725,182.2547,0.7118,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,128,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,2.1e-09,9.6907e-06,4e-05,4.186e-06,0.0783099722,3.33e-07,1.1156e-06,0.00641,2.772e-06,0.0518570417,4.4612e-06,3.58746e-05,0.07993,5.0788e-06,0.0950131389,5.34538888888889e-05,1.2821,221.4436,0.6839,49,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,160,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,2.4e-09,1.11731e-05,4e-05,4.9006e-06,0.0783099722,3.881e-07,1.3043e-06,0.00641,3.2452e-06,0.0518570417,5.1146e-06,4.12423e-05,0.07993,5.9459e-06,0.0950131389,6.257930555555555e-05,1.513,181.91,0.8125,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,192,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,2.9e-09,1.3254e-05,4e-05,5.7785e-06,0.0783099722,4.601e-07,1.54e-06,0.00641,3.8265e-06,0.0518570417,5.9985e-06,4.92878e-05,0.07993,7.011e-06,0.0950131389,7.379027777777776e-05,1.6716,277.9581,0.5698,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,224,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,2.4e-09,1.07556e-05,4e-05,4.668e-06,0.0783099722,3.793e-07,1.2408e-06,0.00641,3.0912e-06,0.0518570417,4.7819e-06,3.93821e-05,0.07993,5.6637e-06,0.0950131389,5.9609444444444455e-05,1.3325,276.6835,0.5811,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,256,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,2.9e-09,1.32876e-05,4e-05,5.7801e-06,0.0783099722,4.692e-07,1.5343e-06,0.00641,3.8276e-06,0.0518570417,6.1053e-06,4.98964e-05,0.07993,7.013e-06,0.0950131389,7.381041666666665e-05,1.5963,344.3943,0.4833,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,320,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,2.6e-09,1.15867e-05,4e-05,5.0473e-06,0.0783099722,4.091e-07,1.3392e-06,0.00641,3.3424e-06,0.0518570417,5.2986e-06,4.3496e-05,0.07993,6.1239e-06,0.0950131389,6.445319444444445e-05,1.3582,395.2667,0.4322,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,384,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,2e-09,9.149e-06,4e-05,4.0018e-06,0.0783099722,3.23e-07,1.0627e-06,0.00641,2.65e-06,0.0518570417,4.1294e-06,3.39856e-05,0.07993,4.8554e-06,0.0950131389,5.11025e-05,1.0328,449.147,0.3966,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,448,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,-1.1e-09,1.37475e-05,-1.5e-05,6.0726e-06,0.0783099722,3.978e-07,1.6073e-06,0.00508,4.0213e-06,0.0518570417,6.4578e-06,5.19725e-05,0.083295,7.3679e-06,0.0950131389,7.754597222222226e-05,1.5611,471.8384,0.379,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,512,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,-8e-10,9.7883e-06,-1.5e-05,4.2986e-06,0.0783099722,2.831e-07,1.1423e-06,0.00508,2.8466e-06,0.0518570417,4.591e-06,3.68912e-05,0.083295,5.2155e-06,0.0950131389,5.48925e-05,1.0876,505.4761,0.3595,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,640,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,-1.4e-09,1.7352e-05,-1.5e-05,7.5709e-06,0.0783099722,5.017e-07,2.0131e-06,0.00508,5.0135e-06,0.0518570417,8.2828e-06,6.50675e-05,0.083295,9.1858e-06,0.0950131389,9.66788888888889e-05,1.8162,591.2024,0.3241,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,768,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,-1.2e-09,1.42492e-05,-1.5e-05,6.2956e-06,0.0783099722,4.129e-07,1.6747e-06,0.00508,4.169e-06,0.0518570417,6.6895e-06,5.37483e-05,0.083295,7.6384e-06,0.0950131389,8.039319444444445e-05,1.4924,621.6249,0.312,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,896,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,-9e-10,1.12806e-05,-1.5e-05,4.9516e-06,0.0783099722,3.258e-07,1.3152e-06,0.00508,3.279e-06,0.0518570417,5.202e-06,4.19426e-05,0.083295,6.0078e-06,0.0950131389,6.323125e-05,1.1717,628.6481,0.309,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,1024,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,-1.3e-09,1.64013e-05,-1.5e-05,7.2101e-06,0.0783099722,4.739e-07,1.9143e-06,0.00508,4.7745e-06,0.0518570417,7.6275e-06,6.12919e-05,0.083295,8.748e-06,0.0950131389,9.20709722222222e-05,1.673,657.2292,0.3015,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,1152,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,-9e-10,1.11744e-05,-1.5e-05,4.8798e-06,0.0783099722,3.231e-07,1.2968e-06,0.00508,3.2314e-06,0.0518570417,5.2056e-06,4.18327e-05,0.083295,5.9206e-06,0.0950131389,6.231361111111111e-05,1.1086,706.0777,0.2866,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,1280,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,-1.3e-09,1.50791e-05,-1.5e-05,6.8005e-06,0.0783099722,4.387e-07,1.8056e-06,0.00508,4.5033e-06,0.0518570417,7.279e-06,5.8492e-05,0.083295,8.251e-06,0.0950131389,8.68404166666667e-05,1.5426,696.0372,0.2912,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,1408,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,2.3e-09,1.03241e-05,4e-05,4.4678e-06,0.0783099722,3.645e-07,1.1882e-06,0.00641,2.9586e-06,0.0518570417,4.926e-06,3.86461e-05,0.07993,5.4207e-06,0.0950131389,5.70522222222222e-05,1.015,708.5525,0.2864,49,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_8t,AMD,1536,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,8,-1.1e-09,1.2635e-05,-1.5e-05,5.644e-06,0.0783099722,3.67e-07,1.5006e-06,0.00508,3.7374e-06,0.0518570417,6.0193e-06,4.83654e-05,0.083295,6.8478e-06,0.0950131389,7.207208333333335e-05,1.264,733.9516,0.2797,50,GEMM,gemm_amd_cpu_8.csv
AMD_CPU-only_10t,AMD,64,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-3.9e-09,9.2046e-06,-7e-05,4.318e-06,0.0783099722,2.068e-07,1.1425e-06,0.00375,2.8594e-06,0.0518570417,4.7785e-06,3.74889e-05,0.08666,5.2391e-06,0.0950131389,5.514041666666665e-05,1.8203,72.0057,1.5145,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,96,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-3.2e-09,7.707e-06,-7e-05,3.6155e-06,0.0783099722,1.731e-07,9.566e-07,0.00375,2.3942e-06,0.0518570417,4.001e-06,3.13895e-05,0.08666,4.3867e-06,0.0950131389,4.6169166666666645e-05,1.2778,181.5059,0.7166,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,128,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-3.9e-09,9.1918e-06,-7e-05,4.3121e-06,0.0783099722,2.065e-07,1.1409e-06,0.00375,2.8555e-06,0.0518570417,4.7718e-06,3.74369e-05,0.08666,5.2318e-06,0.0950131389,5.50640277777778e-05,1.279,217.4753,0.7063,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,160,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-6.2e-09,1.48246e-05,-7e-05,6.9545e-06,0.0783099722,3.33e-07,1.8401e-06,0.00375,4.6053e-06,0.0518570417,7.696e-06,6.03782e-05,0.08666,8.4378e-06,0.0950131389,8.880708333333331e-05,1.8088,293.2364,0.6003,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,192,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-3.8e-09,8.9812e-06,-7e-05,4.2133e-06,0.0783099722,2.018e-07,1.1148e-06,0.00375,2.79e-06,0.0518570417,4.6625e-06,3.65791e-05,0.08666,5.1119e-06,0.0950131389,5.38022222222222e-05,1.1404,203.3834,0.8351,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,224,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-5.9e-09,1.3983e-05,-7e-05,6.5597e-06,0.0783099722,3.141e-07,1.7356e-06,0.00375,4.3438e-06,0.0518570417,7.2591e-06,5.69505e-05,0.08666,7.9588e-06,0.0950131389,8.376555555555555e-05,1.7632,208.8746,0.8188,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,256,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-6.4e-09,1.53594e-05,-7e-05,7.2054e-06,0.0783099722,3.45e-07,1.9065e-06,0.00375,4.7714e-06,0.0518570417,7.9737e-06,6.25564e-05,0.08666,8.7423e-06,0.0950131389,9.201097222222225e-05,1.8319,300.1014,0.6025,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,320,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-4.5e-09,1.07437e-05,-7e-05,5.0401e-06,0.0783099722,2.414e-07,1.3335e-06,0.00375,3.3375e-06,0.0518570417,5.5775e-06,4.37573e-05,0.08666,6.1151e-06,0.0950131389,6.436027777777779e-05,1.1749,456.9698,0.4316,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,384,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-5e-09,1.19529e-05,-7e-05,5.6073e-06,0.0783099722,2.685e-07,1.4836e-06,0.00375,3.7132e-06,0.0518570417,6.2052e-06,4.86821e-05,0.08666,6.8033e-06,0.0950131389,7.160402777777776e-05,1.3798,336.1644,0.5557,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,448,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-6.7e-09,1.60757e-05,-7e-05,7.5414e-06,0.0783099722,3.611e-07,1.9954e-06,0.00375,4.9939e-06,0.0518570417,8.3455e-06,6.54739e-05,0.08666,9.15e-06,0.0950131389,9.630208333333336e-05,1.7852,412.6075,0.4707,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,512,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-4.3e-09,1.03437e-05,-7e-05,4.8524e-06,0.0783099722,2.324e-07,1.2839e-06,0.00375,3.2133e-06,0.0518570417,5.3698e-06,4.21283e-05,0.08666,5.8874e-06,0.0950131389,6.19643055555556e-05,1.0848,506.7815,0.4058,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,640,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-6.9e-09,1.6518e-05,-7e-05,7.7489e-06,0.0783099722,3.711e-07,2.0503e-06,0.00375,5.1313e-06,0.0518570417,8.5751e-06,6.72751e-05,0.08666,9.4017e-06,0.0950131389,9.89513888888889e-05,1.6224,661.8232,0.3318,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,768,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-6.4e-09,1.51969e-05,-7e-05,7.1292e-06,0.0783099722,3.414e-07,1.8863e-06,0.00375,4.7209e-06,0.0518570417,7.8893e-06,6.18948e-05,0.08666,8.6498e-06,0.0950131389,9.10377777777778e-05,1.5135,612.9587,0.3533,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,896,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-4.9e-09,1.1567e-05,-7e-05,5.4263e-06,0.0783099722,2.598e-07,1.4357e-06,0.00375,3.5933e-06,0.0518570417,6.0049e-06,4.71104e-05,0.08666,6.5837e-06,0.0950131389,6.92922222222222e-05,1.141,645.5909,0.3387,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,1024,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-7.2e-09,1.72177e-05,-7e-05,8.0772e-06,0.0783099722,3.868e-07,2.1371e-06,0.00375,5.3487e-06,0.0518570417,8.9384e-06,7.01252e-05,0.08666,9.8e-06,0.0950131389,0.0001031434722222,1.6764,655.8571,0.3377,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,1152,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-4.8e-09,1.15433e-05,-7e-05,5.4152e-06,0.0783099722,2.593e-07,1.4328e-06,0.00375,3.5859e-06,0.0518570417,5.9926e-06,4.70141e-05,0.08666,6.5702e-06,0.0950131389,6.915055555555561e-05,1.0951,714.7821,0.318,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,1280,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-5.9e-09,1.39578e-05,-7e-05,6.5479e-06,0.0783099722,3.136e-07,1.7325e-06,0.00375,4.336e-06,0.0518570417,7.246e-06,5.68479e-05,0.08666,7.9445e-06,0.0950131389,8.361458333333335e-05,1.2177,881.7787,0.2803,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,1408,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-8.6e-09,2.04927e-05,-7e-05,9.6135e-06,0.0783099722,4.604e-07,2.5436e-06,0.00375,6.3661e-06,0.0518570417,1.06386e-05,8.34638e-05,0.08666,1.16641e-05,0.0950131389,0.0001227625,1.9113,747.7373,0.3092,49,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_10t,AMD,1536,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,10,-5.4e-09,1.28982e-05,-7e-05,6.0508e-06,0.0783099722,2.898e-07,1.601e-06,0.00375,4.0068e-06,0.0518570417,6.696e-06,5.25324e-05,0.08666,7.3414e-06,0.0950131389,7.726722222222221e-05,1.1758,788.9722,0.2998,50,GEMM,gemm_amd_cpu_10.csv
AMD_CPU-only_16t,AMD,64,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-8.9e-09,8.813e-06,-0.00016,4.3473e-06,0.0783099722,3.499e-07,1.1635e-06,0.00631,2.8788e-06,0.0518570417,4.8557e-06,3.8147e-05,0.08756,5.2746e-06,0.0950131389,5.55141666666667e-05,1.8233,71.8872,1.5247,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,96,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-7.4e-09,7.3743e-06,-0.00016,3.6239e-06,0.0783099722,2.913e-07,9.688e-07,0.00631,2.3998e-06,0.0518570417,4.0434e-06,3.17657e-05,0.08756,4.3969e-06,0.0950131389,4.627666666666665e-05,1.2748,181.9331,0.7183,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,128,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-8.7e-09,8.8399e-06,-0.00016,4.3529e-06,0.0783099722,3.42e-07,1.1546e-06,0.00631,2.8825e-06,0.0518570417,4.8272e-06,3.78762e-05,0.08756,5.2813e-06,0.0950131389,5.558527777777775e-05,1.2806,218.5386,0.7042,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,160,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-9.2e-09,9.1859e-06,-0.00016,4.5198e-06,0.0783099722,3.638e-07,1.2109e-06,0.00631,2.993e-06,0.0518570417,5.0536e-06,3.97019e-05,0.08756,5.4838e-06,0.0950131389,5.7716250000000005e-05,1.1411,117.6214,1.5481,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,192,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.42e-08,1.40891e-05,-0.00016,6.9632e-06,0.0783099722,5.597e-07,1.8648e-06,0.00631,4.611e-06,0.0518570417,7.7857e-06,6.1165e-05,0.08756,8.4484e-06,0.0950131389,8.891805555555555e-05,1.5045,308.3127,0.6901,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,224,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.19e-08,1.18099e-05,-0.00016,5.8215e-06,0.0783099722,4.682e-07,1.5567e-06,0.00631,3.855e-06,0.0518570417,6.497e-06,5.10407e-05,0.08756,7.0632e-06,0.0950131389,7.43388888888889e-05,1.2618,291.8911,0.7266,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,256,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.16e-08,1.15813e-05,-0.00016,5.671e-06,0.0783099722,4.57e-07,1.5193e-06,0.00631,3.7554e-06,0.0518570417,6.3409e-06,4.98146e-05,0.08756,6.8806e-06,0.0950131389,7.241763888888889e-05,1.1546,476.1328,0.4742,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,320,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.14e-08,1.12988e-05,-0.00016,5.5794e-06,0.0783099722,4.496e-07,1.4948e-06,0.00631,3.6947e-06,0.0518570417,6.2385e-06,4.901e-05,0.08756,6.7695e-06,0.0950131389,7.124791666666665e-05,1.1065,485.1976,0.4778,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,384,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.47e-08,1.46791e-05,-0.00016,7.1895e-06,0.0783099722,5.793e-07,1.9261e-06,0.00631,4.7609e-06,0.0518570417,8.0387e-06,6.31527e-05,0.08756,8.7229e-06,0.0950131389,9.180777777777774e-05,1.3042,711.3806,0.3563,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,448,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.24e-08,1.23246e-05,-0.00016,6.0888e-06,0.0783099722,4.882e-07,1.6233e-06,0.00631,4.032e-06,0.0518570417,6.7779e-06,5.32243e-05,0.08756,7.3875e-06,0.0950131389,7.77522222222222e-05,1.1029,667.8434,0.38,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,512,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.54e-08,1.52965e-05,-0.00016,7.5599e-06,0.0783099722,6.071e-07,2.0254e-06,0.00631,5.0062e-06,0.0518570417,8.4529e-06,6.64066e-05,0.08756,9.1724e-06,0.0950131389,9.65380555555556e-05,1.2752,862.2268,0.3161,49,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,640,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.37e-08,1.35691e-05,-0.00016,6.7062e-06,0.0783099722,5.387e-07,1.7946e-06,0.00631,4.4409e-06,0.0518570417,7.4983e-06,5.88786e-05,0.08756,8.1366e-06,0.0950131389,8.56365277777778e-05,1.0863,988.4882,0.2871,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,768,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-2.17e-08,2.15356e-05,-0.00016,1.06434e-05,0.0783099722,8.542e-07,2.8514e-06,0.00631,7.0481e-06,0.0518570417,1.19005e-05,9.34915e-05,0.08756,1.29136e-05,0.0950131389,0.0001359138888888,1.6098,1152.5816,0.2637,49,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,896,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.69e-08,1.67752e-05,-0.00016,8.2907e-06,0.0783099722,6.673e-07,2.2185e-06,0.00631,5.4901e-06,0.0518570417,9.2607e-06,7.27453e-05,0.08756,1.00591e-05,0.0950131389,0.00010587055555555,1.2273,1200.3861,0.2587,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,1024,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-2.55e-08,2.53044e-05,-0.00016,1.25061e-05,0.0783099722,1.004e-06,3.3382e-06,0.00631,8.2815e-06,0.0518570417,1.3942e-05,0.0001094565,0.08756,1.51736e-05,0.0950131389,0.00015969958333329998,1.8766,1171.8466,0.2614,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,1152,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.67e-08,1.6536e-05,-0.00016,8.1725e-06,0.0783099722,6.571e-07,2.1863e-06,0.00631,5.4118e-06,0.0518570417,9.1343e-06,7.17111e-05,0.08756,9.9157e-06,0.0950131389,0.0001043608333333,1.1538,1356.8933,0.24,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,1280,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-2.33e-08,2.31809e-05,-0.00016,1.14566e-05,0.0783099722,9.203e-07,3.06e-06,0.00631,7.5866e-06,0.0518570417,1.27708e-05,0.000100329,0.08756,1.39002e-05,0.0950131389,0.00014629763888885,1.5903,1350.4064,0.2453,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,1408,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.55e-08,1.53124e-05,-0.00016,7.5678e-06,0.0783099722,6.095e-07,2.0264e-06,0.00631,5.0114e-06,0.0518570417,8.4583e-06,6.64414e-05,0.08756,9.1819e-06,0.0950131389,9.66386111111111e-05,1.0936,1306.831,0.2434,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_16t,AMD,1536,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,16,-1.93e-08,1.91562e-05,-0.00016,9.4672e-06,0.0783099722,7.617e-07,2.5324e-06,0.00631,6.2692e-06,0.0518570417,1.05691e-05,8.30321e-05,0.08756,1.14865e-05,0.0950131389,0.0001208933333333,1.3023,1424.73,0.2346,50,GEMM,gemm_amd_cpu_16.csv
AMD_CPU-only_20t,AMD,64,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,20,-8.9e-09,8.8928e-06,-0.00016,4.3872e-06,0.0783099722,3.529e-07,1.1754e-06,0.00631,2.9052e-06,0.0518570417,4.9142e-06,3.85373e-05,0.08756,5.323e-06,0.0950131389,5.602333333333335e-05,1.8322,71.538,1.5387,50,GEMM,gemm_amd_cpu_20.csv
AMD_CPU-only_20t,AMD,96,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,20,-7.4e-09,7.3743e-06,-0.00016,3.6446e-06,0.0783099722,2.921e-07,9.764e-07,0.00631,2.4134e-06,0.0518570417,4.0751e-06,3.20142e-05,0.08756,4.422e-06,0.0950131389,4.654041666666665e-05,1.2784,181.4278,0.7224,50,GEMM,gemm_amd_cpu_20.csv
AMD_CPU-only_20t,AMD,128,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,20,-8.6e-09,8.6824e-06,-0.00016,4.2576e-06,0.0783099722,3.398e-07,1.1417e-06,0.00631,2.8194e-06,0.0518570417,4.7979e-06,3.7648e-05,0.08756,5.1657e-06,0.0950131389,5.436791666666665e-05,1.269,216.6099,0.712,50,GEMM,gemm_amd_cpu_20.csv
AMD_CPU-only_20t,AMD,160,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,20,-9.2e-09,9.2616e-06,-0.00016,4.5316e-06,0.0783099722,3.643e-07,1.214e-06,0.00631,3.0008e-06,0.0518570417,5.118e-06,3.98055e-05,0.08756,5.4981e-06,0.0950131389,5.786694444444445e-05,1.1403,117.7067,1.5521,50,GEMM,gemm_amd_cpu_20.csv
AMD_CPU-only_20t,AMD,192,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,20,-1.88e-08,1.85985e-05,-0.00016,9.1842e-06,0.0783099722,7.4e-07,2.4605e-06,0.00631,6.0818e-06,0.0518570417,1.02776e-05,8.06742e-05,0.08756,1.11431e-05,0.0950131389,0.0001172794444444,1.9136,239.7811,0.9118,50,GEMM,gemm_amd_cpu_20.csv
AMD_CPU-only_20t,AMD,224,e2e,AMD Ryzen Threadripper 3970X 32-Core Processor,,20,-1.27e-08,1.26918e-05,-0.00016,6.2541e-06,0.0783099722,5.021e-07,1.6755e-06,0.00631,4.1414e-06,0.0518570417,7.0135e-06,5.4936e-05,0.08756,7.588e-06,0.0950131389,7.98627777777778e-05,1.2418,296.5803,0.7806,49,GEMM,gemm_amd_cpu_20.csv
