timestamp,run_id_global,run_id_per_size,device_name,num_threads,problem_size,batches,gpu_e2e_time_s,gpu_kernel_time_s,wall_time_s,total_energy_j,energy_per_batch_j,energy_per_second_j,energy_per_flop_j,time_per_gemm_ms_kernel,time_per_gemm_ms_e2e,flops_total,gflops_per_s,avg_power_w,below_target,pcie_gen,pcie_width,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons
2025-11-03T18:51:32,1,1,RTX 5050,,64,131072,1.274108,1.274074,1.276603,64.566000,4.925995e-04,50.576418,9.395590e-10,0.009720,0.009721,6.871948e+10,53.94,50.58,f,3,8,2925,9801,45,0x0
2025-11-03T18:51:33,2,2,RTX 5050,,64,131072,1.279898,1.279879,1.281056,69.661000,5.314713e-04,54.377788,1.013701e-09,0.009765,0.009765,6.871948e+10,53.69,54.38,f,3,8,2925,9801,46,0x0
2025-11-03T18:51:34,3,3,RTX 5050,,64,131072,1.272837,1.272819,1.273938,70.159000,5.352707e-04,55.072531,1.020948e-09,0.009711,0.009711,6.871948e+10,53.99,55.07,f,3,8,2925,9801,46,0x0
2025-11-03T18:51:35,4,4,RTX 5050,,64,131072,1.279754,1.279737,1.280861,70.252000,5.359802e-04,54.847470,1.022301e-09,0.009764,0.009764,6.871948e+10,53.70,54.85,f,3,8,2925,9801,46,0x0
2025-11-03T18:51:37,5,5,RTX 5050,,64,131072,1.269049,1.269033,1.270185,64.988000,4.958191e-04,51.164191,9.456999e-10,0.009682,0.009682,6.871948e+10,54.15,51.16,f,3,8,2925,9801,46,0x0
2025-11-03T18:51:38,6,6,RTX 5050,,64,131072,1.268311,1.268293,1.269411,70.149000,5.351944e-04,55.261063,1.020802e-09,0.009676,0.009676,6.871948e+10,54.18,55.26,f,3,8,2925,9801,46,0x0
2025-11-03T18:51:39,7,7,RTX 5050,,64,131072,1.275315,1.275298,1.276430,70.371000,5.368881e-04,55.131123,1.024033e-09,0.009730,0.009730,6.871948e+10,53.89,55.13,f,3,8,2925,9801,46,0x0
2025-11-03T18:51:41,8,8,RTX 5050,,64,131072,1.272630,1.272612,1.274723,70.018000,5.341949e-04,54.928015,1.018896e-09,0.009709,0.009709,6.871948e+10,54.00,54.93,f,3,8,2925,9801,46,0x0
2025-11-03T18:51:42,9,9,RTX 5050,,64,131072,1.269744,1.269727,1.270851,64.834000,4.946442e-04,51.016223,9.434589e-10,0.009687,0.009687,6.871948e+10,54.12,51.02,f,3,8,2925,9801,47,0x0
2025-11-03T18:51:43,10,10,RTX 5050,,64,131072,1.273671,1.273653,1.275838,70.379000,5.369492e-04,55.162948,1.024149e-09,0.009717,0.009717,6.871948e+10,53.95,55.16,f,3,8,2925,9801,47,0x0
2025-11-03T18:51:44,11,11,RTX 5050,,64,131072,1.276551,1.276534,1.277649,70.611000,5.387192e-04,55.266351,1.027525e-09,0.009739,0.009739,6.871948e+10,53.83,55.27,f,3,8,2925,9801,47,0x0
2025-11-03T18:51:46,12,12,RTX 5050,,64,131072,1.364180,1.364156,1.365315,75.487000,5.759201e-04,55.289079,1.098480e-09,0.010408,0.010408,6.871948e+10,50.38,55.29,f,3,8,2925,9801,47,0x0
2025-11-03T18:51:47,13,13,RTX 5050,,64,131072,1.341238,1.341221,1.342355,70.447000,5.374680e-04,52.480165,1.025139e-09,0.010233,0.010233,6.871948e+10,51.24,52.48,f,3,8,2925,9801,47,0x0
2025-11-03T18:51:48,14,14,RTX 5050,,64,131072,1.299825,1.299803,1.300965,70.447000,5.374680e-04,54.149816,1.025139e-09,0.009917,0.009917,6.871948e+10,52.87,54.15,f,3,8,2925,9801,47,0x0
2025-11-03T18:51:50,15,15,RTX 5050,,64,131072,1.317753,1.317735,1.318874,70.479000,5.377121e-04,53.438757,1.025604e-09,0.010054,0.010054,6.871948e+10,52.15,53.44,f,3,8,2925,9801,47,0x0
2025-11-03T18:51:51,16,16,RTX 5050,,64,131072,1.299494,1.299477,1.300587,70.706000,5.394440e-04,54.364681,1.028908e-09,0.009914,0.009914,6.871948e+10,52.88,54.36,f,3,8,2925,9801,48,0x0
2025-11-03T18:51:52,17,17,RTX 5050,,64,131072,1.308310,1.308293,1.309423,70.657000,5.390701e-04,53.960424,1.028195e-09,0.009981,0.009982,6.871948e+10,52.53,53.96,f,3,8,2925,9801,48,0x0
2025-11-03T18:51:54,18,18,RTX 5050,,64,131072,1.302566,1.302547,1.303991,70.518000,5.380096e-04,54.078576,1.026172e-09,0.009938,0.009938,6.871948e+10,52.76,54.08,f,3,8,2925,9801,48,0x0
