platform,campaign,session_number,file,rows,sha256,source_path,source_sha256,runner_path,runner_sha256
AMD,20260721_095517,1,stream_amd_20260721_095517_session1.csv,810,0f26ef859142d724ab215f303f98501eecf47d9d1125166410ef540376f5f192,/home/rock/projects/energy/new/AMD/scripts/STREAM/main_stream_amd.cpp,444bcf0588e04b1935c7779f0425fe344dcb13ad1c787cbbe26d457604f64311,/home/rock/projects/energy/new/AMD/scripts/02_run_CPU_AMD_STREAM_only.sh,31e75656a1eee0ebab29f77b7d646c6d3a5591b83c67ee264d5a4b32d1d24518
AMD,20260721_095517,2,stream_amd_20260721_095517_session2.csv,810,1202edab07a3d1af4fa32f883b9e3b224de3e3bf2ad6940024c30377da831996,/home/rock/projects/energy/new/AMD/scripts/STREAM/main_stream_amd.cpp,444bcf0588e04b1935c7779f0425fe344dcb13ad1c787cbbe26d457604f64311,/home/rock/projects/energy/new/AMD/scripts/02_run_CPU_AMD_STREAM_only.sh,31e75656a1eee0ebab29f77b7d646c6d3a5591b83c67ee264d5a4b32d1d24518
AMD,20260721_095517,3,stream_amd_20260721_095517_session3.csv,810,d66caaa20640b336aebf6102623b6813e6e1516c392ad65a3d1bdcaca2c0ba7e,/home/rock/projects/energy/new/AMD/scripts/STREAM/main_stream_amd.cpp,444bcf0588e04b1935c7779f0425fe344dcb13ad1c787cbbe26d457604f64311,/home/rock/projects/energy/new/AMD/scripts/02_run_CPU_AMD_STREAM_only.sh,31e75656a1eee0ebab29f77b7d646c6d3a5591b83c67ee264d5a4b32d1d24518
AMD,20260721_095517,4,stream_amd_20260721_095517_session4.csv,810,26901faada6134067b7e556b791df17a6ec4d38718351835621abc3c8b5b9254,/home/rock/projects/energy/new/AMD/scripts/STREAM/main_stream_amd.cpp,444bcf0588e04b1935c7779f0425fe344dcb13ad1c787cbbe26d457604f64311,/home/rock/projects/energy/new/AMD/scripts/02_run_CPU_AMD_STREAM_only.sh,31e75656a1eee0ebab29f77b7d646c6d3a5591b83c67ee264d5a4b32d1d24518
AMD,20260721_095517,5,stream_amd_20260721_095517_session5.csv,810,d7c0929e04d5f07186e38b5abe275d6c206e17ac07d17c635de85719289e7591,/home/rock/projects/energy/new/AMD/scripts/STREAM/main_stream_amd.cpp,444bcf0588e04b1935c7779f0425fe344dcb13ad1c787cbbe26d457604f64311,/home/rock/projects/energy/new/AMD/scripts/02_run_CPU_AMD_STREAM_only.sh,31e75656a1eee0ebab29f77b7d646c6d3a5591b83c67ee264d5a4b32d1d24518
