platform,platform_label,device_kind,energy_domain,session_number,problem_size,configuration,num_threads,runtime_per_op_s,kernel_runtime_per_op_s,primary_energy_per_op_j,total_energy_per_op_j,dram_energy_per_op_j,primary_power_w,total_power_w,edp_primary_j_s,edp_total_j_s,throughput_gflops_exact,primary_efficiency_gflop_per_j,logical_bandwidth_gb_s,logical_gb_per_j,temp_c,clock_before_mhz,clock_after_mhz,clock_change_pct,batches,working_set_bytes,operational_intensity_flop_per_byte
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,1,1000000,1T,1,0.00017559318777292575,0.00017559318777292575,0.013119150917030566,0.013119150917030566,,74.70076085683581,74.70076085683581,2.3014705373924677e-06,2.3014705373924677e-06,11.38996728082562,0.15244894339925652,68.33980368495372,0.9146936603955391,59.0,1833.5,1828.5,-1.1305369824085416,5725.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,2,1000000,1T,1,0.00019193407335907337,0.00019193407335907337,0.013944711776061776,0.013944711776061776,,72.59544669379693,72.59544669379693,2.676465328269387e-06,2.676465328269387e-06,10.420244660859488,0.14342354550403144,62.52146796515694,0.8605412730241886,59.0,1813.5,1794.0,-1.0638297872340425,5180.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,3,1000000,1T,1,0.00016927980328980839,0.00016927980328980839,0.012524088265219602,0.012524088265219602,,73.98323400814641,73.98323400814641,2.1200760218859113e-06,2.1200760218859113e-06,11.81476131965739,0.15969236541811482,70.88856791794433,0.9581541925086889,62.0,1827.0,1813.0,0.0,5897.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,4,1000000,1T,1,0.0001817408497333088,0.0001817408497333088,0.013177951811660843,0.013177951811660843,,72.44472468938645,72.44472468938645,2.3949821241445435e-06,2.3949821241445435e-06,11.004726525837675,0.1517692825594838,66.02835915502604,0.9106156953569029,60.0,1807.0,1794.0,-0.16393442622950818,5437.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,5,1000000,1T,1,0.00018213781804163453,0.00018213781804163453,0.013446832979953739,0.013446832979953739,,74.14887635401332,74.14887635401332,2.4491554651735637e-06,2.4491554651735637e-06,10.980792085812002,0.1487351978767781,65.88475251487202,0.8924111872606686,61.0,1832.0,1794.0,-1.4971437849646478,5188.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,1,1000000,2T,2,6.612715531589109e-05,6.612715531589109e-05,0.006298745855801877,0.006298745855801877,,95.10832887171019,95.10832887171019,4.1605449964404175e-07,4.1605449964404175e-07,30.24477055892943,0.3175244110278965,181.4686233535766,1.9051464661673791,68.0,1833.0,1833.0,0.027292576419213975,15021.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,2,1000000,2T,2,6.583224308235756e-05,6.583224308235756e-05,0.006260377739255576,0.006260377739255576,,94.89349792791157,94.89349792791157,4.1117285269452034e-07,4.1117285269452034e-07,30.380395998472885,0.3194695888313352,182.2823759908373,1.916817532988011,67.0,1867.0,1833.0,-1.463664052499154,15287.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,3,1000000,2T,2,6.800193862127883e-05,6.800193862127883e-05,0.006369565748833541,0.006369565748833541,,93.97923234660034,93.97923234660034,4.3283301669656075e-07,4.3283301669656075e-07,29.41092758555159,0.3139954763966126,176.46556551330957,1.8839728583796753,68.0,1946.0,1911.0,-1.7984574238852131,15217.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,4,1000000,2T,2,6.597086070959265e-05,6.597086070959265e-05,0.006198343462549277,0.006198343462549277,,93.91700178145842,93.91700178145842,4.08470058014124e-07,4.08470058014124e-07,30.31643411528549,0.3226669750699578,181.89860469171293,1.9360018504197467,67.0,1870.0,1833.0,-0.684931506849315,15220.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,5,1000000,2T,2,6.58902133825079e-05,6.58902133825079e-05,0.006246070929926238,0.006246070929926238,,94.83553466144883,94.83553466144883,4.115043543162362e-07,4.115043543162362e-07,30.35354176057089,0.32020138961353967,182.12125056342535,1.921208337681238,68.0,1864.0,1832.5,-0.7533251407900876,15184.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,1,1000000,4T,4,3.757998674862885e-05,3.757998674862885e-05,0.004569267493650385,0.004569267493650385,,121.9996291872061,121.9996291872061,1.718863367865084e-07,1.718863367865084e-07,53.2198165310277,0.43770693173195063,319.3188991861662,2.6262415903917034,61.0,1984.5,1990.5,-0.025601638504864313,27167.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,2,1000000,4T,4,3.770685336125028e-05,3.770685336125028e-05,0.004646383870485306,0.004646383870485306,,123.20173903930846,123.20173903930846,1.752457444207496e-07,1.752457444207496e-07,53.040764816803815,0.4304424145892881,318.2445889008229,2.5826544875357285,66.0,1981.5,1949.5,-0.6582278481012658,26746.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,3,1000000,4T,4,3.770069263737946e-05,3.770069263737946e-05,0.0045918014311954695,0.0045918014311954695,,122.51278220404136,122.51278220404136,1.7305022275262534e-07,1.7305022275262534e-07,53.049427117498624,0.4355589877063575,318.29656270499174,2.613353926238145,67.0,1995.5,1964.5,-1.922411575498581,26132.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,4,1000000,4T,4,3.743255617112958e-05,3.743255617112958e-05,0.004612696483533395,0.004612696483533395,,123.25652277602313,123.25652277602313,1.7294589330306791e-07,1.7294589330306791e-07,53.43022805940663,0.43358610427799305,320.5813683564397,2.601516625667958,67.0,1983.0,1962.5,-1.1258622242979235,25992.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,5,1000000,4T,4,3.731910911472955e-05,3.731910911472955e-05,0.004589195451993262,0.004589195451993262,,122.75535166240917,122.75535166240917,1.7149939942800404e-07,1.7149939942800404e-07,53.5918605367806,0.4358062842832138,321.55116322068363,2.6148377056992826,67.5,1949.0,1949.0,-0.07696254489481785,26715.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,1,1000000,8T,8,2.4463061229434713e-05,2.4463061229434713e-05,0.003881867594679073,0.003881867594679073,,158.53756432466275,158.53756432466275,9.506053852125177e-08,9.506053852125177e-08,81.75591755309979,0.5152160205852713,490.5355053185987,3.091296123511628,64.0,2170.0,2161.5,1.2212149920432944,41271.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,2,1000000,8T,8,2.4740931889220037e-05,2.4740931889220037e-05,0.003898328596350948,0.003898328596350948,,157.34683487686624,157.34683487686624,9.648481310865846e-08,9.648481310865846e-08,80.83783023233602,0.5130404034787105,485.02698139401605,3.0782424208722627,66.5,2197.0,2170.5,-0.8756986701506938,41271.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,3,1000000,8T,8,2.4239636928453545e-05,2.4239636928453545e-05,0.0038530782569653433,0.0038530782569653433,,159.32290489172254,159.32290489172254,9.339728077565471e-08,9.339728077565471e-08,82.50951877186486,0.5190661046555602,495.0571126311891,3.1143966279333615,67.0,2204.5,2162.5,0.6653992395437263,41204.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,4,1000000,8T,8,2.4241636484940904e-05,2.4241636484940904e-05,0.003847321363896302,0.003847321363896302,,158.66173956410123,158.66173956410123,9.331672875931081e-08,9.331672875931081e-08,82.50269355053675,0.5198422039332564,495.01616130322054,3.119053223599539,64.5,2204.0,2174.0,-0.009558872637413951,41968.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,5,1000000,8T,8,2.4319669148858758e-05,2.4319669148858758e-05,0.003858504936085575,0.003858504936085575,,158.57122506213784,158.57122506213784,9.383761550240923e-08,9.383761550240923e-08,82.23804186840515,0.5183356398099324,493.428251210431,3.110013838859594,66.0,2206.0,2193.0,-1.1424714434060228,41227.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,1,1000000,10T,10,2.2384571912969763e-05,2.2384571912969763e-05,0.003805506444671463,0.003805506444671463,,169.824636344706,169.824636344706,8.518466477754615e-08,8.518466477754615e-08,89.34741672819871,0.5255542681772065,536.0845003691921,3.153325609063239,63.0,2312.5,2312.5,0.1238856853485849,46007.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,2,1000000,10T,10,2.264302467186866e-05,2.264302467186866e-05,0.0038193342316539623,0.0038193342316539623,,168.73814916893295,168.73814916893295,8.644432814835109e-08,8.644432814835109e-08,88.32743262539293,0.5236514744026035,529.9645957523576,3.141908846415621,64.0,2284.0,2281.0,1.0250028144603662,44342.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,3,1000000,10T,10,2.2895552764403508e-05,2.2895552764403508e-05,0.0038460212360151656,0.0038460212360151656,,167.97832372401336,167.97832372401336,8.804977867771084e-08,8.804977867771084e-08,87.3552484464258,0.520020650099293,524.1314906785549,3.1201239005957575,65.5,2444.5,2349.5,-1.3687470452857045,42993.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,4,1000000,10T,10,2.267500395221211e-05,2.267500395221211e-05,0.0038283625872309675,0.0038283625872309675,,168.782750899182,168.782750899182,8.686912610206109e-08,8.686912610206109e-08,88.20285370379611,0.5224165646511049,529.2171222227767,3.1344993879066294,63.5,2299.0,2261.5,-1.319822806461222,44279.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,5,1000000,10T,10,2.263186245903847e-05,2.263186245903847e-05,0.0038193172217982673,0.0038193172217982673,,168.78879679199417,168.78879679199417,8.641020308337286e-08,8.641020308337286e-08,88.37107376355935,0.5236538290903634,530.226442581356,3.141922974542181,65.0,2270.0,2276.5,-1.526176835764685,44554.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,1,1000000,16T,16,2.1959275034770516e-05,2.1959275034770516e-05,0.0039100311087447845,0.0039100311087447845,,178.10498912123174,178.10498912123174,8.586078387981485e-08,8.586078387981485e-08,91.07769410824255,0.5115051044501916,546.4661646494553,3.0690306267011493,64.0,2610.0,2588.5,-0.02005014546592726,46016.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,2,1000000,16T,16,2.130687980829865e-05,2.130687980829865e-05,0.0038340479673771386,0.0038340479673771386,,180.1252863532187,180.1252863532187,8.15177268337315e-08,8.15177268337315e-08,93.86639537103044,0.5216420730134326,563.1983722261825,3.1298524380805954,65.0,2458.0,2463.0,-0.89929182326081,47574.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,3,1000000,16T,16,2.1910510621626327e-05,2.1910510621626327e-05,0.0039019110329966914,0.0039019110329966914,,178.0957266678293,178.0957266678293,8.551711241080551e-08,8.551711241080551e-08,91.28043779846283,0.512569644675811,547.682626790777,3.0754178680548656,67.0,2500.5,2512.5,0.60038438452304,45944.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,4,1000000,16T,16,2.1991949890827288e-05,2.1991949890827288e-05,0.003920210482785999,0.003920210482785999,,178.24501032846356,178.24501032846356,8.615681283244312e-08,8.615681283244312e-08,90.94236916750387,0.5101766894621714,545.6542150050232,3.061060136773029,68.0,2562.5,2548.0,-0.6442515514540862,45341.0,12000000.0,0.16666666666666666
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL,5,1000000,16T,16,2.1877163492820892e-05,2.1877163492820892e-05,0.0039046152236151474,0.0039046152236151474,,178.41479800631018,178.41479800631018,8.541828963464985e-08,8.541828963464985e-08,91.41953875006404,0.5122150865027104,548.5172325003842,3.073290519016263,65.0,2538.0,2502.0,-1.5473920076537195,46106.0,12000000.0,0.16666666666666666
