problem_size,configuration,num_threads,runtime_per_op_s_session_cv_pct,primary_energy_per_op_j_session_cv_pct,logical_bandwidth_gb_s_session_cv_pct,primary_power_w_session_cv_pct,runtime_stable_5pct,energy_stable_5pct,bandwidth_stable_5pct
1000000,1T,1,4.679865627905615,3.9062625291578508,4.667325268121464,1.3592278853537096,True,True,True
1000000,2T,2,1.3893788385003565,1.0214984125846533,1.3649443759201165,0.5883345195531896,True,True,True
1000000,4T,4,0.4521497768247544,0.6357404890466748,0.4530252290803358,0.42330400098916654,True,True,True
1000000,8T,8,0.8631900755274964,0.5563784254809536,0.8570978405219303,0.45047493700215524,True,True,True
1000000,10T,10,0.8011683839471395,0.38993969420136815,0.8011549204208811,0.3891824938771442,True,True,True
1000000,16T,16,1.3032231028316812,0.881498260737606,1.3250409439517945,0.48377992466297853,True,True,True
1000000,20T,20,19.864727443627473,13.244825422616799,26.92194394221785,9.21502863622645,False,False,False
1000000,32T,32,1.9460774334750308,1.7838892752588136,1.9440578143946365,0.27805364566997187,True,True,True
1000000,64T,64,69.36412172826041,64.63569363170753,96.30490037555172,12.178602247283772,False,False,False
2000000,1T,1,0.9944411966128438,2.332735510067876,0.9980413539560451,2.0820802802832605,True,True,True
2000000,2T,2,5.308410305733525,5.957414920489947,5.253187775972144,3.4760976071859595,False,False,False
2000000,4T,4,0.6450841701308411,0.681236981541892,0.645852391782162,0.6681730916152526,True,True,True
2000000,8T,8,0.729906214089644,0.496102951299971,0.7333491267806356,0.26957534649887044,True,True,True
2000000,10T,10,0.23238104540599763,0.25806171875906314,0.23212463968682193,0.17205264384480132,True,True,True
2000000,16T,16,4.355929250870888,2.4041668617045326,4.554260593816983,1.833120976170808,True,True,True
2000000,20T,20,2.278095665789816,1.221873453164786,2.3407039416370474,1.050144699942994,True,True,True
2000000,32T,32,2.982901582759178,1.705108599419109,3.016823028226373,1.419586709033184,True,True,True
2000000,64T,64,31.113179751851376,28.652319694681687,53.468033096620275,5.349860513132539,False,False,False
4000000,1T,1,0.5346105589792489,1.5179551146909194,0.5359412847823796,1.9376747846379068,True,True,True
4000000,2T,2,0.9124564982658518,1.6403241974124154,0.9117318799241871,2.233626748234663,True,True,True
