problem_size,num_threads,sessions,runs,runtime_per_op_s_median,runtime_per_op_s_ci95_low,runtime_per_op_s_ci95_high,runtime_per_op_s_between_session_robust_cv,runtime_per_op_s_run_robust_cv,time_per_op_ms_e2e_median,time_per_op_ms_e2e_ci95_low,time_per_op_ms_e2e_ci95_high,time_per_op_ms_e2e_between_session_robust_cv,time_per_op_ms_e2e_run_robust_cv,package_energy_per_op_j_median,package_energy_per_op_j_ci95_low,package_energy_per_op_j_ci95_high,package_energy_per_op_j_between_session_robust_cv,package_energy_per_op_j_run_robust_cv,package_avg_power_w_median,package_avg_power_w_ci95_low,package_avg_power_w_ci95_high,package_avg_power_w_between_session_robust_cv,package_avg_power_w_run_robust_cv,gflops_per_s_median,gflops_per_s_ci95_low,gflops_per_s_ci95_high,gflops_per_s_between_session_robust_cv,gflops_per_s_run_robust_cv,edp_package_j_s_median,edp_package_j_s_ci95_low,edp_package_j_s_ci95_high,edp_package_j_s_between_session_robust_cv,edp_package_j_s_run_robust_cv,temp_c_median,temp_c_ci95_low,temp_c_ci95_high,temp_c_between_session_robust_cv,temp_c_run_robust_cv,runtime_1thread_s,energy_1thread_j,speedup_vs_1thread,scaling_efficiency,energy_change_vs_1thread_pct,stable_runtime,stable_energy,pareto_optimal_strict,pareto_optimal_practical_2pct
64,1,5,50,6.141290389648509e-06,6.136828927019663e-06,6.175911330353776e-06,0.0010770642770250656,0.0032797943205544015,0.006141,0.006137,0.006176,0.0009657059110893179,0.0032563410070771074,0.00044891625763125763,0.0004423055151285375,0.00045411067324394657,0.013771483787823344,0.01248262771155899,73.10533894163612,72.04670089818529,73.46819705177424,0.005726116204451785,0.005869078660509879,85.375,84.89500000000001,85.435,0.0010419443631039926,0.003302585145670867,2.75446207694626e-09,2.7163263941047747e-09,2.803565231052836e-09,0.020526680637211404,0.0169200029635174,72.0,68.0,74.0,0.04118333333333333,0.04118333333333333,6.141290389648509e-06,0.00044891625763125763,1.0,1.0,0.0,True,True,False,True
64,2,5,50,6.159581298579428e-06,6.14866065369477e-06,6.164548240789945e-06,0.0011459548255468102,0.0018489220454534756,0.0061595,0.006149,0.0061645,0.0010831561003328586,0.001806286549707633,0.00045130682610708227,0.0004493803465328265,0.00045284380908832507,0.0033146181265746996,0.004188405450613889,73.31500632371731,73.02168540834401,73.4691598379428,0.0031173427058243074,0.0029128673683315024,85.11500000000001,85.05,85.27000000000001,0.0011322211126125557,0.001914941583984145,2.7809819007266395e-09,2.765516845880937e-09,2.791452930643071e-09,0.005582326497718194,0.006054631283839045,73.5,72.5,74.0,0.010085714285714285,0.010085714285714285,6.141290389648509e-06,0.00044891625763125763,0.9970304947618538,0.4985152473809269,0.5325199155046478,True,True,False,True
64,4,5,50,6.150596234245028e-06,6.141934057294482e-06,6.186674740699335e-06,0.002088016032555543,0.004389736573378975,0.006151,0.006142,0.006187,0.0021693058039343985,0.004452252252252321,0.00045170644958099956,0.000446565236352022,0.0004593464443202285,0.011560543223424103,0.012485204124366905,73.20037635337508,72.7075937837028,74.1440148559995,0.009980815320800253,0.007894359202878835,85.24,84.745,85.36,0.0020871891130925238,0.0044423124375772794,2.778044956810056e-09,2.7405870147657234e-09,2.8460165041222395e-09,0.014871217085268226,0.016032696236400662,73.0,71.0,76.0,0.02030958904109589,0.04061917808219178,6.141290389648509e-06,0.00044891625763125763,0.9984870012203523,0.24962175030508807,0.6215395193002404,True,True,False,True
64,8,5,50,6.127075280692067e-06,6.116296975252062e-06,6.1604774698891475e-06,0.0026080821457683647,0.002890242403416998,0.0061270000000000005,0.006116,0.0061605,0.0026617594254938594,0.0027809329636275214,0.0004459453095281919,0.0004423340011605534,0.00045221805237044186,0.01069757416655311,0.00981688170864497,72.75567523662829,72.24234083688401,73.37484949787037,0.00854160513601064,0.008253799420154664,85.57,85.105,85.72,0.0025989248568424497,0.0028608232955209764,2.7324931305866005e-09,2.7083410725175724e-09,2.7867532362489014e-09,0.01141359415163527,0.011669659731987993,70.0,68.5,73.0,0.03177,0.021179999999999997,6.141290389648509e-06,0.00044891625763125763,1.00232004803356,0.125290006004195,-0.661804524242926,True,True,True,True
64,10,5,50,6.172419863974154e-06,6.1237745999068695e-06,6.186053845487936e-06,0.0007059299127207986,0.003689478225464095,0.0061725,0.006124,0.0061860000000000005,0.0007205832320778599,0.0037239183276616163,0.00045415385494462047,0.00044515130014949876,0.0004566349630847998,0.0035781675326002184,0.006244043302428688,73.44997515925976,72.6720377587325,73.88870308817619,0.0009994317242700084,0.005698188647411387,84.94,84.75,85.615,0.0006981869554981077,0.0036646186440678114,2.804459982261312e-09,2.7255580813541732e-09,2.825336793693121e-09,0.004405599772099904,0.010220645962522756,74.0,71.0,75.0,0.0,0.020035135135135135,6.141290389648509e-06,0.00044891625763125763,0.9949566823042395,0.09949566823042395,1.1667203457944364,True,True,False,True
64,16,5,50,6.1467178740935855e-06,6.119059274171343e-06,6.153620165038298e-06,0.0016648456565349502,0.0028256919530965973,0.0061465,0.0061189999999999994,0.0061535,0.0016884731147807845,0.002775500569754141,0.00044764393632558885,0.00044451866582633225,0.00045122575807138494,0.0028939778718359804,0.004749242969147025,72.88295674166744,72.62696106009292,73.34049008196304,0.0021084910313911723,0.002558348882374551,85.295,85.2,85.685,0.0016512925728354336,0.0027796578392312505,2.7529329016632667e-09,2.718758464417539e-09,2.775858710043229e-09,0.00251912535011599,0.007613669850256433,71.5,70.5,73.0,0.010367832167832167,0.020591666666666664,6.141290389648509e-06,0.00044891625763125763,0.9991170109713428,0.06244481318570892,-0.28342063448142385,True,True,False,True
64,20,5,50,6.173973482929481e-06,6.125702909647779e-06,6.187697034134039e-06,0.0032955335930958426,0.005001471322563319,0.006174,0.0061259999999999995,0.0061875,0.0032418367346939954,0.0049247832779712435,0.0004533963301336461,0.0004464328177641654,0.000456893932275891,0.011437112723351262,0.009648488301733022,73.33371377934698,72.85723843904583,73.81567281010092,0.005548455323912569,0.007049903084839448,84.92,84.72999999999999,85.59,0.0033171691003299306,0.004973703725501676,2.799909293554025e-09,2.734714777807354e-09,2.8303501854710737e-09,0.016118974446821897,0.012098650136660076,74.0,70.0,75.0,0.020035135135135135,0.020035135135135135,6.141290389648509e-06,0.00044891625763125763,0.994706311361502,0.0497353155680751,0.9979751069894238,True,True,False,True
64,32,5,50,6.158818006621535e-06,6.1134247678547455e-06,6.165196590494674e-06,0.0015355037996170045,0.0037590524776392902,0.0061589999999999995,0.0061135,0.006165,0.0014443253774965386,0.0038556034132466365,0.00045167392338291243,0.00044223782533891375,0.00045348293709300894,0.004564527456235345,0.006338786106147235,73.22482541984287,72.33659353571653,73.65036937890909,0.0038284676645578756,0.004921164539869875,85.13,85.03999999999999,85.75999999999999,0.0015674145424645256,0.0036538669170286557,2.7826103914602046e-09,2.70591141429083e-09,2.795128213362909e-09,0.003832875962615244,0.007203130938637967,73.0,69.0,76.0,0.010154794520547945,0.02030958904109589,6.141290389648509e-06,0.00044891625763125763,0.997154061549768,0.03116106442343025,0.6142940258403229,True,True,False,True
64,64,5,50,6.150360338662764e-06,6.112631039093457e-06,6.176278920229012e-06,0.0062479085637564494,0.0064604220431135366,0.00615,0.0061125,0.006176,0.006267902439024385,0.0063884390243902555,0.00045121404795869845,0.00044130764620258585,0.0004555554464798385,0.014264975739477494,0.0166327786590414,73.27155422228482,72.08452332754808,73.87309376267646,0.012171742936952775,0.014357977555636099,85.25,84.88499999999999,85.77000000000001,0.006347788856305143,0.006434744868035146,2.7774314011750026e-09,2.700884521930856e-09,2.8121425560994542e-09,0.018528903457064826,0.022864517497718836,73.0,68.0,74.5,0.030464383561643837,0.04061917808219178,6.141290389648509e-06,0.00044891625763125763,0.9985252979476278,0.015601957780431684,0.511852776187105,True,True,False,True
128,1,5,50,3.946580300632912e-05,3.9197482451668565e-05,3.985329892369864e-05,0.005685193590354694,0.007264255520856426,0.0394655,0.039197499999999996,0.0398535,0.00569139881668795,0.007262127885783689,0.002942712618670886,0.002887346006038979,0.002986075421117913,0.015425936595787476,0.01704545475856583,74.51417589577596,73.56167927883817,75.03636430064819,0.010389922719489507,0.009697978744687127,106.275,105.24000000000001,107.005,0.005649992942836995,0.007261144337179029,1.1617693374288114e-07,1.1329088099543616e-07,1.189424038379704e-07,0.018404813827736392,0.022590868132700167,76.0,71.0,77.0,0.019507894736842103,0.059304,3.946580300632912e-05,0.002942712618670886,1.0,1.0,0.0,True,True,False,False
128,2,5,50,2.514937415171166e-05,2.4875172103036522e-05,2.5277929224090057e-05,0.004958062250715748,0.006741740625711755,0.025149499999999998,0.024875,0.025278000000000002,0.004951923497485084,0.006724879640313503,0.0022271713668124467,0.0021674530002252987,0.002250206821736717,0.005903790647240929,0.016131669235745588,88.44757697720928,87.14644242815007,89.33150562816178,0.008309239146320063,0.011330474008590745,166.78,165.93,168.615,0.004933703081904112,0.0067073913173742,5.599104980874005e-08,5.391426971927944e-08,5.6607062673490824e-08,0.012769909809502171,0.02004579188532756,74.0,69.0,78.5,0.04007027027027027,0.04007027027027027,3.946580300632912e-05,0.002942712618670886,1.5692558696790904,0.7846279348395452,-24.315702706356102,True,True,False,False
128,4,5,50,1.4477002407821068e-05,1.4397475029735036e-05,1.4749324334303142e-05,0.0025711694833522323,0.008776394447805109,0.014477,0.0143975,0.014749499999999999,0.002560268011328387,0.008799723938024012,0.0016263004085608772,0.001617363377911868,0.0016567900562685532,0.007457042447633244,0.01043821913232827,112.42009865792487,111.78998789396374,112.72043213358296,0.0012930460879183097,0.0042357544108620575,289.72,284.375,291.32000000000005,0.002584264117078535,0.008809147436783191,2.3492050405638932e-08,2.329685306454899e-08,2.4435869846787992e-08,0.010967683118199097,0.01881364154387084,81.5,77.0,83.0,0.027287116564417176,0.03660740740740741,3.946580300632912e-05,0.002942712618670886,2.726103228732495,0.6815258071831237,-44.734650667471,True,True,True,True
128,8,5,50,1.851245028841675e-05,1.8052558533552026e-05,1.942036651636027e-05,0.020372135180462245,0.03387866847140662,0.0185125,0.018053,0.0194205,0.02038199594868342,0.033923286633850795,0.002191258630499018,0.0021582215623366556,0.0022838174644467567,0.01396808814966909,0.021419088521428074,119.4795415659128,117.59377857675895,119.67829805414107,0.00246633327836021,0.0030135571368401157,226.57,215.975,232.34,0.020612570066646105,0.03463331643784304,4.0671802495355374e-08,3.896323006323019e-08,4.435133993845283e-08,0.026376430669250408,0.05955923851543745,67.0,64.0,68.0,0.022128358208955222,0.022128358208955222,3.946580300632912e-05,0.002942712618670886,2.131851937018996,0.2664814921273745,-25.53609834015228,True,True,False,False
128,10,5,50,1.824693754785081e-05,1.7958447037701974e-05,1.8409361670833947e-05,0.013197283330602513,0.012806130274880461,0.018247,0.0179585,0.018409500000000002,0.013203403299172703,0.01277402041488318,0.002179954145247731,0.002148489111310592,0.002208075130533902,0.012000821167325426,0.01370930723307404,119.8531121008543,119.50267984104474,120.32425136771523,0.0028493208072436415,0.0029837790861687564,229.86,227.83499999999998,233.555,0.013061276429130995,0.012817960247637632,3.978968904470808e-08,3.858352735048042e-08,4.065151116387068e-08,0.026443089225248823,0.02594308172566925,70.0,68.0,73.5,0.042359999999999995,0.02148695652173913,3.946580300632912e-05,0.002942712618670886,2.1628726959158984,0.21628726959158984,-25.920250199887494,True,True,False,False
128,16,5,50,1.8497282457989018e-05,1.7902522483786595e-05,1.9366507654108584e-05,0.014984771699631612,0.041799037440628135,0.018497,0.017902500000000002,0.019366500000000002,0.014948634913769732,0.04175999351246139,0.0022111887767363616,0.0021479091511698734,0.0023006022209622868,0.009912410466701306,0.038603027707513934,119.6003717588288,118.83645683184238,119.99306104007619,0.0038375322070157035,0.0035069841949481703,226.75,216.575,234.285,0.01513657772877617,0.043023188533627334,4.089649932011442e-08,3.845826436900521e-08,4.455477953489283e-08,0.024637146317725057,0.07931254263346005,69.0,67.0,71.0,0.02148695652173913,0.042359999999999995,3.946580300632912e-05,0.002942712618670886,2.133600062385583,0.13335000389909893,-24.85882710031422,True,True,False,False
128,20,5,50,1.8336113908982695e-05,1.8096155582440998e-05,1.8915879619218946e-05,0.01940226902475968,0.019692821556937263,0.018335999999999998,0.0180965,0.018916000000000002,0.01936533049738193,0.019688759816753842,0.0022073487775844704,0.0021725657617577628,0.0022429032681208303,0.01738911202342146,0.017625800155247846,119.17531481178514,118.51945720835792,120.56623416080387,0.008159193742234967,0.008286768700664715,228.745,221.735,231.78,0.01967121029967866,0.01996287569127193,4.048877067113014e-08,3.9469097501418235e-08,4.242648425338615e-08,0.03733794373986284,0.03762984160914555,70.0,66.0,75.5,0.06354,0.042359999999999995,3.946580300632912e-05,0.002942712618670886,2.1523537213081547,0.10761768606540774,-24.989318916862224,True,True,False,False
128,32,5,50,1.8381452121430503e-05,1.8065214257397195e-05,1.98445631200421e-05,0.014970728500298463,0.018784411297732923,0.018381500000000002,0.018065,0.0198445,0.014961907352501285,0.018793123520931553,0.002194807017385821,0.0021699355233772786,0.002311403658370203,0.015254411939771463,0.013038841085891258,119.28717098101993,116.48344056558363,120.27937203478729,0.00411545684781806,0.004371693084071238,228.185,211.36,232.18,0.015106361066678278,0.018972290027828215,4.032664273922641e-08,3.9256474322291235e-08,4.586730736992782e-08,0.030031637040137938,0.03337606018220556,67.5,65.5,72.0,0.021964444444444443,0.022128358208955222,3.946580300632912e-05,0.002942712618670886,2.147044898608248,0.06709515308150775,-25.41551616490726,True,True,False,False
128,64,5,50,1.8193825508210953e-05,1.80499161217433e-05,1.8413739622297234e-05,0.011727058516673888,0.011167115864121856,0.018194000000000002,0.01805,0.0184135,0.011734329998900879,0.011163850935078486,0.0021762437822618486,0.0021557902137741445,0.0021990877001722307,0.013516209971057982,0.009139870086112872,119.41240942990075,118.48899168554908,120.39882953454111,0.005984357478025644,0.006956899694224258,230.535,227.78,232.375,0.011833274773895525,0.011101991771697151,3.932747607251719e-08,3.892291417969704e-08,4.0441211694155996e-08,0.015251511721452974,0.020161944754552897,65.0,63.0,71.5,0.04561846153846154,0.06638507462686567,3.946580300632912e-05,0.002942712618670886,2.1691866280963303,0.03389354106400516,-26.046336687651916,True,True,False,False
