problem_size,num_threads,runtime_per_op_s_median,runtime_1thread_s,speedup_vs_1thread,slowdown_vs_1thread,flag
64,1,6.141290389648509e-06,6.141290389648509e-06,1.0,1.0,ok
64,2,6.159581298579428e-06,6.141290389648509e-06,0.9970304947618538,1.002978349462476,ok
64,4,6.150596234245028e-06,6.141290389648509e-06,0.9984870012203523,1.0015152914137075,ok
64,8,6.127075280692067e-06,6.141290389648509e-06,1.00232004803356,0.9976853221302802,ok
64,10,6.172419863974154e-06,6.141290389648509e-06,0.9949566823042395,1.0050688816764168,ok
64,16,6.1467178740935855e-06,6.141290389648509e-06,0.9991170109713428,1.00088376938733,ok
64,20,6.173973482929481e-06,6.141290389648509e-06,0.994706311361502,1.0053218609131496,ok
64,32,6.158818006621535e-06,6.141290389648509e-06,0.997154061549768,1.0028540609319776,ok
64,64,6.150360338662764e-06,6.141290389648509e-06,0.9985252979476278,1.0014768800103546,ok
128,1,3.946580300632912e-05,3.946580300632912e-05,1.0,1.0,ok
128,2,2.514937415171166e-05,3.946580300632912e-05,1.5692558696790904,0.6372447089871316,ok
128,4,1.4477002407821068e-05,3.946580300632912e-05,2.726103228732495,0.36682396670097894,ok
128,8,1.851245028841675e-05,3.946580300632912e-05,2.131851937018996,0.469075728307059,ok
128,10,1.824693754785081e-05,3.946580300632912e-05,2.1628726959158984,0.46234806231928327,ok
128,16,1.8497282457989018e-05,3.946580300632912e-05,2.133600062385583,0.46869139986896036,ok
128,20,1.8336113908982695e-05,3.946580300632912e-05,2.1523537213081547,0.4646076479437689,ok
128,32,1.8381452121430503e-05,3.946580300632912e-05,2.147044898608248,0.4657564453580908,ok
128,64,1.8193825508210953e-05,3.946580300632912e-05,2.1691866280963303,0.46100228862170156,ok
256,1,0.00028411326676176893,0.00028411326676176893,1.0,1.0,ok
256,2,0.0001553230745437674,0.00028411326676176893,1.829176170999053,0.5466941981065845,ok
256,4,8.786470844212359e-05,0.00028411326676176893,3.233531093418629,0.3092594353075346,ok
256,8,9.127028998723327e-05,0.00028411326676176893,3.112877879554346,0.3212461390047093,ok
256,10,0.00010031602763721292,0.00028411326676176893,2.83218218916371,0.3530846298751992,ok
256,16,7.063734392735529e-05,0.00028411326676176893,4.022139720513219,0.2486238841728754,ok
256,20,9.476170093979715e-05,0.00028411326676176893,2.9981866507679964,0.33353493844148974,ok
256,32,7.319983755914967e-05,0.00028411326676176893,3.8813373941190665,0.257643151949424,ok
256,64,7.579181508147025e-05,0.00028411326676176893,3.7486009070553266,0.2667661948536259,ok
512,1,0.0021798882863340563,0.0021798882863340563,1.0,1.0,ok
512,2,0.0011235972375690608,0.0021798882863340563,1.9400975843001498,0.5154379903837308,ok
512,4,0.0006020277945619336,0.0021798882863340563,3.620909708861956,0.2761736912556977,ok
