problem_size,num_threads,runtime_per_op_s_median,runtime_1thread_s,speedup_vs_1thread,slowdown_vs_1thread,flag
512,8,0.000497605826693227,0.0021798882863340563,4.380753137117008,0.2282712512438225,ok
512,10,0.0005002458688032048,0.0021798882863340563,4.3576337602732265,0.22948234179673221,ok
512,16,0.0003065232558139535,0.0021798882863340563,7.111657092854172,0.1406142038266728,ok
512,20,0.00035198423577793007,0.0021798882863340563,6.1931418079455325,0.16146893305705406,ok
512,32,0.0003313285950413223,0.0021798882863340563,6.57923378470303,0.15199338292629733,ok
512,64,0.00042825559780312634,0.0021798882863340563,5.090157134002424,0.1964575893580899,ok
1024,1,0.01744767543859649,0.01744767543859649,1.0,1.0,ok
1024,2,0.008768070175438597,0.01744767543859649,1.989910560646684,0.5025351489541412,ok
1024,4,0.004673367441860464,0.01744767543859649,3.7334268395661567,0.2678504341915014,ok
1024,8,0.0033118316831683165,0.01744767543859649,5.268285682291949,0.18981506704567197,ok
1024,10,0.0032367451612903223,0.01744767543859649,5.390500199787432,0.18551154121827762,ok
1024,16,0.0019111419047619048,0.01744767543859649,9.129450510777307,0.1095356175948926,ok
1024,20,0.0018998009433962265,0.01744767543859649,9.183949244390687,0.10888561918074335,ok
1024,32,0.0017838696808510639,0.01744767543859649,9.780801605570426,0.10224110868688652,ok
1024,64,0.0017508977272727272,0.01744767543859649,9.964988341023053,0.10035134671289894,ok
2048,1,0.13898412500000001,0.13898412500000001,1.0,1.0,ok
2048,2,0.07101786666666667,0.13898412500000001,1.9570304139427828,0.5109782622056056,ok
2048,4,0.03738270370370371,0.13898412500000001,3.717872471226047,0.2689710332291814,ok
2048,8,0.022648744444444445,0.13898412500000001,6.136504623508687,0.1629592188636252,ok
2048,10,0.02051512,0.13898412500000001,6.774716648013758,0.14760764943478255,ok
2048,16,0.012024232142857144,0.13898412500000001,11.55866947250864,0.08651514799159359,ok
2048,20,0.01241782098765432,0.13898412500000001,11.192311850700433,0.0893470458417774,ok
2048,32,0.008760847826086956,0.13898412500000001,15.864232293380383,0.0630348813296983,ok
2048,64,0.008452394957983191,0.13898412500000001,16.443165007183094,0.060815542480000435,ok
4096,1,1.0969085,1.0969085,1.0,1.0,ok
4096,2,0.551253,1.0969085,1.9898458602492868,0.5025514890257482,ok
4096,4,0.28990649999999996,1.0969085,3.7836630085907017,0.2642941503325026,ok
4096,8,0.15088285714285715,1.0969085,7.269934575545835,0.13755281971363806,ok
4096,10,0.1332950625,1.0969085,8.22917578061078,0.12151885275754541,ok
4096,16,0.08208776923076924,1.0969085,13.362630149155546,0.07483556671387745,ok
4096,20,0.0780081923076923,1.0969085,14.061452618635224,0.07111640789335874,ok
4096,32,0.05337192105263158,1.0969085,20.55216447836508,0.048656675604785246,ok
4096,64,0.05718225,1.0969085,19.18267469363308,0.05213037368203455,ok
8192,1,8.719505,8.719505,1.0,1.0,ok
8192,2,4.4124855,8.719505,1.976098278396609,0.5060477056897151,ok
8192,4,2.322616,8.719505,3.7541741725709286,0.26637016665510255,ok
8192,8,1.185703,8.719505,7.353869392250842,0.13598283388793286,ok
8192,10,0.99992525,8.719505,8.720156831723171,0.11467683658648054,ok
8192,16,0.62900175,8.719505,13.86244950828833,0.07213732316226668,ok
8192,20,0.55775275,8.719505,15.6332801586366,0.06396610243356704,ok
8192,32,0.4649546666666666,8.719505,18.753451949437366,0.053323516262295464,ok
8192,64,0.48809483333333337,8.719505,17.864366521669798,0.0559773557482143,ok
16384,1,71.717308,71.717308,1.0,1.0,ok
16384,2,35.620862,71.717308,2.0133512771251856,0.4966843150331298,ok
16384,4,18.721183,71.717308,3.830810691824336,0.26104135141268825,ok
16384,8,9.5721925,71.717308,7.49225509202829,0.13347116291648872,ok
16384,10,8.000629,71.717308,8.963958708746524,0.11155785434668015,ok
16384,16,5.064331,71.717308,14.161259996631342,0.07061518538872094,ok
16384,20,4.466775999999999,71.717308,16.055720725641944,0.06228309629245982,ok
16384,32,3.638703,71.717308,19.709580034424356,0.05073674823377364,ok
16384,64,3.8223485,71.717308,18.762629310226423,0.053297434142396974,ok
