problem_size,num_threads,intel_runtime_s,intel_energy_j,intel_power_w,intel_gflops,intel_edp_j_s,intel_runtime_session_cv,intel_energy_session_cv,amd_runtime_s,amd_energy_j,amd_power_w,amd_gflops,amd_edp_j_s,amd_runtime_session_cv,amd_energy_session_cv,intel_over_amd_runtime_ratio,intel_over_amd_energy_ratio,intel_over_amd_power_ratio,intel_over_amd_edp_ratio,tradeoff_class
128,20,1.299612199374391e-05,0.0015768671286087894,121.24285043131238,322.735,2.0540724076120875e-08,0.01071339915906462,0.029169759448598568,1.8336113908982695e-05,0.0022073487775844704,119.17531481178514,228.745,4.048877067113014e-08,0.01940226902475968,0.01738911202342146,0.7087718836310909,0.7143715323204949,1.0173486902282785,0.5073190352693792,Intel dominant
256,1,0.00018856003649635035,0.01184980093328038,64.53960357926127,177.95,2.291367295880167e-06,0.027238044840807482,0.024494133377166036,0.00028411326676176893,0.021657611158432708,75.96983213358709,118.10499999999999,6.13752679230708e-06,0.00660973796622203,0.01404086848867378,0.6636790975849055,0.5471425655671396,0.8495425324327867,0.37333723719988005,Intel dominant
256,2,0.0001113815818830879,0.009022479818872987,80.10610626576948,301.255,9.930583948003097e-07,0.023298906976241623,0.06751245467138402,0.0001553230745437674,0.01441821303742654,92.38231791618666,216.03,2.2494646646009326e-06,0.0035339833995164842,0.0026796816730240126,0.7170961700973958,0.6257696286948039,0.867115137102809,0.4414643227909889,Intel dominant
256,4,6.545919630063827e-05,0.0070102348500306055,107.42307680197558,512.5999999999999,4.6020896908161473e-07,0.02825468583077762,0.010526157198540536,8.786470844212359e-05,0.01049915726718886,119.61415658095243,381.89,9.224941191056854e-07,0.007095237701136367,0.007355879745872681,0.74499986924507,0.667695003668384,0.8980799586984826,0.49887469150238667,Intel dominant
256,8,3.945221954115439e-05,0.005511326412024483,138.13997377684967,850.51,2.1684149624597985e-07,0.014255672132986523,0.04282177234005814,9.127028998723327e-05,0.012350489057085539,135.63428088798906,367.64,1.1269786829841705e-06,0.015912598317453362,0.01787547845231784,0.4322569759192493,0.4462435767968724,1.0184738907631314,0.1924095810506343,Intel dominant
256,10,6.503224979162659e-05,0.008703016926331988,137.03930478602535,515.965,5.664051066093366e-07,0.006316364578603187,0.0426672473232975,0.00010031602763721292,0.014043402165196471,140.45764396520832,334.49,1.4120363592707652e-06,0.00849082370310277,0.0036504964194629223,0.648273773626802,0.6197228295505579,0.9756628469431703,0.4011264319722277,Intel dominant
256,16,5.131122291021672e-05,0.00779322100920662,149.60898916933672,653.94,3.943641735829133e-07,0.020646494078826322,0.04902766102997958,7.063734392735529e-05,0.012078499538876276,170.7589155870351,475.025,8.528004993398196e-07,0.05364174515140805,0.036641273879885285,0.7264036281288563,0.6452143318069508,0.8761415979658272,0.4624342667343691,Intel dominant
256,20,6.004461649695728e-05,0.009210473233091505,155.15134675334946,558.825,5.386624567408444e-07,0.02465132962850814,0.042888217477708344,9.476170093979715e-05,0.017719170652275053,187.53848277563847,354.095,1.6790989484205224e-06,0.005966805240328649,0.00360974973604294,0.6336380193840557,0.5198027274436191,0.8273040522513166,0.32080447507131604,Intel dominant
512,1,0.0013494377510040161,0.07901350325520833,58.83063785106185,198.92000000000002,0.00010606926967301176,0.010467060623893158,0.09227687674583354,0.0021798882863340563,0.16876297811816193,76.5672108889856,123.145,0.000367572285946435,0.009233345556424986,0.014821361301191317,0.6190398652370307,0.4681921600120486,0.768352891113666,0.2885671029302488,Intel dominant
512,2,0.0007771700310559007,0.059433921195652176,77.83058526350976,345.405,4.616145800240032e-05,0.013196316984105198,0.07942535650524749,0.0011235972375690608,0.1056786632996633,94.08802206382296,238.905,0.00011863476559649243,0.0029507994737745136,0.009561266441891952,0.6916802614585751,0.5624022800810874,0.827210345762341,0.38910565356033494,Intel dominant
512,4,0.00042842526096033404,0.046117223100570925,102.7845975685479,626.565,1.9484660491667607e-05,0.02338883180679305,0.06420789797616358,0.0006020277945619336,0.07577355135951662,125.22987484830915,445.885,4.5595972786106374e-05,0.003339054322234181,0.00991138195888099,0.7116370121616699,0.6086190006030241,0.8207673903136197,0.4273329265957631,Intel dominant
512,8,0.0002629244156504065,0.03788996670305676,146.63541638679277,1020.96,9.90559311926735e-06,0.053505428795408115,0.021428904744103777,0.000497605826693227,0.07460095673549656,150.81882796329933,539.455,3.714038809937707e-05,0.009416772901596919,0.008947249438397495,0.5283788925817761,0.5079018870682659,0.9722620071180731,0.26670677465089515,Intel dominant
512,10,0.00029916515903122265,0.04584910408684546,153.75616596219635,897.28,1.379645076117929e-05,0.01642424616806479,0.012208032255914212,0.0005002458688032048,0.08109337916459472,161.31696350158865,536.605,4.042527961689388e-05,0.0075045821875388535,0.005209042340214395,0.5980362411526747,0.5653865279653204,0.9531307968159354,0.3412827540570356,Intel dominant
512,16,0.000253228575018849,0.038923886277959285,153.89842185411533,1060.0549999999998,9.863923528014535e-06,0.03307586933490952,0.03304601162418321,0.0003065232558139535,0.06488084324977347,211.70491642467601,875.765,1.98758411106551e-05,0.04941763747089789,0.02242801060605412,0.8261316889200337,0.5999287975976666,0.7269477934343198,0.49627703668483514,Intel dominant
512,20,0.00030463681818181814,0.04917427181818182,161.5976194827802,881.165,1.500784502318081e-05,0.05644619689376382,0.011881613362421379,0.00035198423577793007,0.07754430654557917,220.63056893532377,762.635,2.7295995805459934e-05,0.003276203643303026,0.004887569422433396,0.8654842666704431,0.6341441945744662,0.7324353114919055,0.5498185569100519,Intel dominant
1024,1,0.01146672988505747,0.7185562873563218,62.664448741543055,187.28,0.008239490645655238,0.03518074730166079,0.015526954854895293,0.01744767543859649,1.3368925789473685,76.93402029134462,123.08000000000001,0.023425558150544784,0.007769010125599985,0.010603491087373835,0.6572067393970201,0.5374824415003431,0.8145219566615194,0.3517308143824791,Intel dominant
1024,2,0.005748675438596491,0.4798575327380952,84.64794435200402,373.56,0.002820157179267946,0.04902308109877349,0.03337933096602781,0.008768070175438597,0.8341272938596491,95.40774556042003,244.92000000000002,0.007312947780616228,0.01714195065828964,0.023928371086740882,0.6556374804914161,0.5752809388573208,0.8872229802180787,0.3856389056603252,Intel dominant
1024,4,0.003092265671641791,0.3468855910447761,108.94600447810856,694.4749999999999,0.0010622581686775437,0.03970269569132892,0.0254596354231974,0.004673367441860464,0.5896492069767442,126.0837738037141,459.515,0.002757011741876236,0.0060000231716218514,0.0027385234816378317,0.6616782673546342,0.5882914569211951,0.8640763295022765,0.3852933059888394,Intel dominant
1024,8,0.0017181529605263157,0.2641295251677852,156.4861966323262,1249.9,0.0004620644390444539,0.05051736980705942,0.016904423936868078,0.0033118316831683165,0.535258595709571,161.61247873783765,648.4300000000001,0.0017721945889184174,0.010933004363018386,0.006017139922950575,0.5187923556799292,0.49346152922147696,0.9682804066520931,0.2607300811850774,Intel dominant
1024,10,0.0018345819672131148,0.3012675954545455,162.4432918244113,1170.56,0.0005536288573196754,0.009330469921109077,0.0233217713120071,0.0032367451612903223,0.5565093403225807,171.88267944907142,663.47,0.0018004534837512069,0.01542983043983395,0.0065348355077756775,0.5667983964736236,0.5413522714280333,0.945082380290348,0.30749411874068605,Intel dominant
1024,16,0.0022116209850107068,0.3434189822175732,156.91553480546565,971.0,0.000764972093782089,0.056689447233876554,0.01603900295704301,0.0019111419047619048,0.44889210076045627,234.43269094530137,1123.665,0.0008576660325907018,0.01644857025324292,0.0064036241816726215,1.1572248923536823,0.7650368131579864,0.6693415247367429,0.8919230384714927,Intel energy-efficient / AMD runtime-efficient
1024,20,0.002050369696969697,0.3323955616161616,165.78825247482888,1047.365,0.0006817499217983409,0.027851729225206987,0.012596363697011765,0.0018998009433962265,0.4753712253787879,251.3955029201798,1130.375,0.0009047470790285778,0.04217835464419975,0.008555380558414752,1.0792550156882765,0.6992336596547263,0.6594718304387014,0.7535254189826535,Intel energy-efficient / AMD runtime-efficient
2048,1,0.086887625,5.7682791818181816,64.90370214427105,197.72500000000002,0.5099783929609583,0.02236161133418008,0.030239515527641935,0.13898412500000001,10.80127075,78.09435152707687,123.61,1.5073834550659373,0.011010762470174238,0.008078258551198593,0.6251622262614525,0.5340370883507555,0.8310934257744319,0.3383202802492285,Intel dominant
2048,2,0.04653879545454545,3.973443681818182,84.33358456068012,369.155,0.18463124135492354,0.02601147898600743,0.00985640995563724,0.07101786666666667,7.0026189,98.58601167536033,241.91000000000003,0.49703125050641783,0.0013347001881217151,0.008265275639946555,0.6553110877433489,0.5674225227104936,0.8554315478182355,0.37146807402312326,Intel dominant
2048,4,0.023532511904761903,2.7180360357142854,113.12881700558793,730.05,0.06530796038820352,0.007959277817770801,0.02925289604140197,0.03738270370370371,4.790577148148148,128.30000705468387,459.57,0.17883365761368586,0.005546531818537763,0.009722180204831387,0.6295026729816336,0.5673713107333994,0.8817522274754849,0.365188305488226,Intel dominant
2048,8,0.014040769736842105,2.1092125220588236,151.15564354659324,1223.585,0.030095273232788957,0.033620096738960735,0.021860182659762518,0.022648744444444445,3.9354968,173.4877506969398,758.5350000000001,0.08910497303615555,0.006327856290292396,0.00605285157495007,0.6199358984902226,0.5359456834163411,0.8712755969188983,0.3377507697643025,Intel dominant
2048,10,0.014453359154929577,2.3791204726027395,166.3125842695094,1188.6399999999999,0.034632164442403066,0.014327534618546252,0.03205662011026652,0.02051512,3.8569154,188.15558066570736,837.425,0.07939403847112829,0.004669277391504638,0.0011169704192703985,0.7045222818550209,0.6168453870164586,0.8839099200836034,0.43620610702398116,Intel dominant
2048,16,0.015659117187500002,2.575794446969697,165.75059310777448,1097.12,0.03961676623636683,0.018759148698815942,0.02549428130252335,0.012024232142857144,3.148085869047619,262.5936416571436,1428.77,0.0378495644533677,0.005013348081472853,0.004606653297671214,1.3022966457614609,0.8182097166710844,0.6312056608140854,1.0466901484474516,Intel energy-efficient / AMD runtime-efficient
2048,20,0.0273102027027027,4.25093268918919,156.20834336711613,629.065,0.11567140487643426,0.005129426038679426,0.03371865303366029,0.01241782098765432,3.387450901234568,272.92315231978506,1383.485,0.04204737225934812,0.013826180041924997,0.007475554813694929,2.199274955715197,1.2549060674620915,0.5723528474568044,2.7509782100763216,AMD dominant
4096,1,0.66046725,40.030002999999994,60.60238085438132,208.095,26.44128274461537,0.0522667668230331,0.1409389991564578,1.0969085,86.59272,78.83119377307892,125.295,94.7730082741045,0.014690723428617814,0.008514477786354403,0.6021169951732528,0.4622790807356553,0.7687614249357874,0.27899592116081545,Intel dominant
4096,2,0.35279900000000003,30.534528833333333,85.26764939643559,389.57000000000005,10.961058618134667,0.04180960660319302,0.016028333997599536,0.551253,53.7606895,97.22442334534045,249.32,29.35791131902875,0.011406208401587065,0.004630597367989623,0.6399947029766732,0.5679713024017918,0.8770188236917128,0.3733596201385791,Intel dominant
4096,4,0.19536975,21.451971416666666,104.69233719769434,703.52,4.2106200980870145,0.04242582283081199,0.04816519772011491,0.28990649999999996,37.778169125,129.43697572486096,474.08000000000004,10.947151546987563,0.0079721843939337,0.004959023238530056,0.6739060697155809,0.5678404198384155,0.8088286721117055,0.38463157105427054,Intel dominant
4096,8,0.1094632,16.9457696,155.78198028605811,1255.58,1.885881462651435,0.05427666201974737,0.0258282650438017,0.15088285714285715,28.639518857142857,189.7458287072104,910.9000000000001,4.321786600880634,0.0071429208089528965,0.007178850131021778,0.7254846711734741,0.5916918396753592,0.8210034515511769,0.43636616909015274,Intel dominant
4096,10,0.10153000000000001,17.04769805,168.4850238739458,1353.68,1.7582640136244099,0.014119965231951465,0.009759695221725493,0.1332950625,28.063006625,209.6812025905155,1031.0900000000001,3.7384621566427105,0.0036996856128861076,0.004815929478565043,0.7616936298747,0.6074793865748161,0.803529461832488,0.4703174567382546,Intel dominant
4096,16,0.1389341875,22.459014625000002,162.45826745298598,989.2349999999999,3.1330309153677502,0.017094658847017167,0.025205285189020064,0.08208776923076924,23.353643615384616,284.2218701150519,1674.295,1.9168140641020148,0.010553967001549314,0.007809668113491958,1.6925077731058968,0.9616921023066712,0.5715896084535068,1.6344991275069272,Intel energy-efficient / AMD runtime-efficient
4096,20,0.1741685,28.261025916666668,156.9116956341568,789.115,4.945549253500445,0.01787188096584609,0.018647910189247687,0.0780081923076923,22.239936923076925,285.1543240983567,1761.855,1.734897275787207,0.0052163326041200645,0.005568742313463744,2.232694988149667,1.2707331866279734,0.5502693887960616,2.8506294421705225,AMD dominant
8192,1,5.1445745,338.347462,65.50541201185831,213.72500000000002,1740.6636431922645,0.028887298415058438,0.08148564588878165,8.719505,684.6218215,79.20143700085953,126.1,5954.030027757966,0.012611827139269956,0.009205483129053477,0.5900076323139903,0.49421074726873865,0.8270735291222988,0.2923504979110299,Intel dominant
8192,2,2.651757,215.619504,83.53452693738168,414.635,556.0322183929879,0.02879817449336427,0.04006842638688206,4.4124855,430.154726,97.91969902148949,249.18,1918.7605033950058,0.012619193468171341,0.016259593616786208,0.6009667340549901,0.501260339517925,0.8530921537968491,0.2897871919966868,Intel dominant
8192,4,1.4417645000000001,169.3801815,112.26271602885637,762.615,251.605561394105,0.017982803363517513,0.06182976316151833,2.322616,301.0901345,130.1498173887294,473.39,699.2800304001055,0.0116501964164547,0.009926292842052785,0.6207502660792831,0.562556397874936,0.8625652980637837,0.35980658742699173,Intel dominant
8192,8,0.867264,127.08991499999999,146.77398899650458,1267.8049999999998,109.9152517632865,0.08630609935382996,0.009292031686385305,1.185703,226.735421,191.04470207054567,927.31,268.823618010392,0.007276687922692387,0.0019867332762268145,0.7314344317253141,0.5605207798564477,0.7682703964347907,0.40887498121179766,Intel dominant
8192,10,0.755188,127.77964125,170.38554036905856,1455.9450000000002,99.85258643626275,0.03606925494049145,0.022090137761675673,0.99992525,215.186576,216.20445403680287,1099.595,214.94152472112427,0.004055955482672332,0.0018434993677301544,0.7552444545229756,0.5938086084421921,0.7880759956039347,0.46455698388580996,Intel dominant
8192,16,0.98306275,166.11906625,170.78510021017604,1118.455,164.47813855235324,0.021997031522148384,0.0073897074550888075,0.62900175,178.15545175,283.02764971025874,1748.025,112.06370624726776,0.011090594978471827,0.013334351417343132,1.56289350546322,0.9324388595366125,0.6034219638435053,1.4677199609071774,Intel energy-efficient / AMD runtime-efficient
8192,20,1.135975,190.343049,166.50690763842306,967.9000000000001,216.38956720886,0.0056518843284403455,0.013364890571338892,0.55775275,158.450561,283.87690218345153,1971.325,88.36234755651464,0.02085664346791641,0.0196478471654006,2.0366999535188306,1.201277217314491,0.5865461626420746,2.4488888445439043,AMD dominant
16384,1,40.210325999999995,2262.0335765,56.074379101964325,218.75,92071.01963987909,0.015333152752852592,0.010375549426155928,71.717308,5529.4109705,77.10004515266701,122.65,396554.78656183014,0.014182959509579063,0.009977288049835706,0.5606781280747458,0.4090912374877164,0.7272937258458224,0.23217729998455972,Intel dominant
16384,2,21.9445555,1915.1377665,86.66629115858626,400.83,41695.095138320365,0.01163014992488681,0.03700617701541202,35.620862,3498.837156,97.49810173511369,246.935,124583.26635302804,0.004854169660464854,0.006437916615173779,0.6160590807712626,0.5473640758661247,0.8889023439045441,0.33467652887001825,Intel dominant
16384,4,12.2368555,1384.446468,113.08857842095209,718.8199999999999,16661.26349129864,0.005334672726992417,0.009735734674213401,18.721183,2416.817062,128.58566241286366,469.845,45257.26228688983,0.011228441049905872,0.010875578831129468,0.6536368721997964,0.5728387513345021,0.8794804669423141,0.3681456334163874,Intel dominant
16384,8,7.072073,1081.9571905,152.19881035028442,1243.79,7598.59318094877,0.02956878070970148,0.026679108634196966,9.5721925,1817.188549,189.81474600619333,918.9200000000001,17401.94848644137,0.009347223992831385,0.00544176371782762,0.7388143311994613,0.5954017215744628,0.8018281695844559,0.4366518603861614,Intel dominant
16384,10,6.532229,1088.0854405,161.89787916859024,1346.565,7227.848157785047,0.006422823832416163,0.03292090039954927,8.000629,1726.933443,215.33831237080773,1099.425,13804.162851865402,0.00636217033685753,0.004184583861579626,0.8164644304841532,0.6300679652192016,0.7518303519060079,0.5235991660883894,Intel dominant
16384,16,8.0313155,1306.166456,163.18583393517554,1095.22,10545.2633238591,0.033377126611449884,0.022623827168702013,5.064331,1437.7523755,283.94263295453106,1736.87,7280.696123772063,0.0055371373632567625,0.004903427283678155,1.5858591193980014,0.9084780371486161,0.5747140971299902,1.4483866850901743,Intel energy-efficient / AMD runtime-efficient
16384,20,8.894534,1469.7525855,165.26075294821055,988.9300000000001,13057.263080412253,0.005169786185538221,0.03131107141086897,4.466775999999999,1267.1995430000002,284.184584902773,1969.225,5660.295069622811,0.0069634579168507465,0.007055916135064337,1.9912648406815119,1.1598430520425145,0.581526098626182,2.3068166800149448,AMD dominant
