source_file,session_number,sequence_index,repetition,problem_size,num_threads,runtime_per_op_s,package_energy_per_op_j,package_avg_power_w,temp_c,runtime_outlier,energy_outlier
gemm_amd_20260719_085402_session3.csv,3,5,5,64,1,6.22526862026862e-06,0.0004538019841269841,72.89677149825586,73,True,False
gemm_amd_20260719_085402_session1.csv,1,764,4,64,4,6.72058196908598e-06,0.0004897734803900378,72.87664708844383,74,True,True
gemm_amd_20260719_085402_session5.csv,5,785,5,64,4,6.295726973479909e-06,0.0004635310477610086,73.62629442375514,76,True,False
gemm_amd_20260719_085402_session1.csv,1,63,3,64,10,6.1058316790432075e-06,0.00044315603632085875,72.57914394232071,71,False,True
gemm_amd_20260719_085402_session1.csv,1,64,4,64,10,6.1157758007989616e-06,0.00044370937185991225,72.55160854685784,71,False,True
gemm_amd_20260719_085402_session1.csv,1,66,6,64,10,6.121265593216185e-06,0.00044342779942651276,72.44054234763739,71,False,True
gemm_amd_20260719_085402_session1.csv,1,617,7,64,16,6.251120498053711e-06,0.0004554144921841423,72.85325764012002,71,True,False
gemm_amd_20260719_085402_session1.csv,1,399,9,64,20,6.391684928547177e-06,0.00046625507577394365,72.9471306840406,74,True,False
gemm_amd_20260719_085402_session5.csv,5,77,7,64,20,6.538379320144818e-06,0.00047867423914789507,73.20992186444346,74,True,True
gemm_amd_20260719_085402_session1.csv,1,246,6,64,32,6.09304113333252e-06,0.0004407374958817859,72.33456762185511,69,False,True
gemm_amd_20260719_085402_session1.csv,1,717,7,64,64,6.300666185087085e-06,0.0004651446529231263,73.82467809897109,74,True,False
gemm_amd_20260719_085402_session4.csv,4,787,7,128,2,2.6127572327044022e-05,0.0022767196729559748,87.13858465141045,72,True,False
gemm_amd_20260719_085402_session1.csv,1,94,4,128,4,1.685638652780598e-05,0.0018084377302660206,107.28501789412906,77,True,True
gemm_amd_20260719_085402_session3.csv,3,135,5,128,4,1.7305312283085466e-05,0.0018762146032402416,108.41841930088074,83,True,True
gemm_amd_20260719_085402_session3.csv,3,137,7,128,4,1.5787109923055338e-05,0.0017428205018386966,110.39515847631483,82,True,True
gemm_amd_20260719_085402_session5.csv,5,704,4,128,4,1.4971924161795923e-05,0.0016705839512634853,111.58111230127246,82,True,False
gemm_amd_20260719_085402_session5.csv,5,708,8,128,4,1.5498197097909218e-05,0.0017138892669167466,110.58636408411394,81,True,True
gemm_amd_20260719_085402_session3.csv,3,231,1,128,32,1.9802716978190114e-05,0.0023062478804061824,116.46118474278998,79,True,True
gemm_amd_20260719_085402_session3.csv,3,232,2,128,32,1.9834350088681857e-05,0.0023106473970413394,116.49725787384746,78,True,True
gemm_amd_20260719_085402_session3.csv,3,233,3,128,32,1.985477615140234e-05,0.0023112415849689126,116.40733531038423,76,True,True
gemm_amd_20260719_085402_session3.csv,3,234,4,128,32,1.980164499970764e-05,0.002307775859044575,116.5446536930971,75,True,True
gemm_amd_20260719_085402_session3.csv,3,235,5,128,32,1.98906776853061e-05,0.00231719646442006,116.49660715843027,73,True,True
gemm_amd_20260719_085402_session3.csv,3,236,6,128,32,1.9826963182411758e-05,0.002310507338179975,116.53359704776152,71,True,True
gemm_amd_20260719_085402_session3.csv,3,237,7,128,32,1.9895881653575537e-05,0.0023170682752840744,116.45969329877212,70,True,True
gemm_amd_20260719_085402_session3.csv,3,238,8,128,32,1.989013195080593e-05,0.0023166091176642562,116.47027397273699,68,True,True
gemm_amd_20260719_085402_session3.csv,3,239,9,128,32,1.9833063714502893e-05,0.002311565731771493,116.55111711667446,67,True,True
gemm_amd_20260719_085402_session3.csv,3,240,10,128,32,1.9861890190422357e-05,0.0023130934180521177,116.45887656591312,65,True,True
gemm_amd_20260719_085402_session2.csv,2,171,1,128,64,1.1481609549568056e-05,0.0015441346046309928,134.4876428661593,70,True,True
gemm_amd_20260719_085402_session2.csv,2,172,2,128,64,1.1455418991863238e-05,0.0015461824780033553,134.97389131742852,71,True,True
gemm_amd_20260719_085402_session2.csv,2,491,1,256,1,0.00029831214562817067,0.02260474276335422,75.77546906698785,77,True,False
gemm_amd_20260719_085402_session2.csv,2,492,2,256,1,0.0002995174574753805,0.022685567890182036,75.74038615778089,77,True,False
gemm_amd_20260719_085402_session2.csv,2,493,3,256,1,0.000299552670844524,0.022667568785437183,75.67139602371387,77,True,False
gemm_amd_20260719_085402_session2.csv,2,494,4,256,1,0.0002983954043569084,0.022607028648164725,75.76198667297382,77,True,False
gemm_amd_20260719_085402_session2.csv,2,495,5,256,1,0.0002985965383467622,0.022588597135183526,75.64922641183215,77,True,False
gemm_amd_20260719_085402_session2.csv,2,496,6,256,1,0.00029924947776783053,0.022619172187406746,75.58633804853483,76,True,False
gemm_amd_20260719_085402_session2.csv,2,497,7,256,1,0.00029945508803342285,0.02264332288868994,75.61508818365,77,True,False
gemm_amd_20260719_085402_session2.csv,2,498,8,256,1,0.0002988406445837063,0.022741782452999106,76.10003145549048,76,True,False
gemm_amd_20260719_085402_session2.csv,2,499,9,256,1,0.00029792390331244406,0.02252466010146225,75.60541417128182,75,True,False
gemm_amd_20260719_085402_session2.csv,2,500,10,256,1,0.0002981044464339003,0.022584253357206804,75.75953202769314,75,True,False
gemm_amd_20260719_085402_session3.csv,3,751,1,256,1,0.0002928270918665886,0.022198238443534232,75.8066417353477,76,True,False
gemm_amd_20260719_085402_session3.csv,3,752,2,256,1,0.0002936846108835576,0.022249377998829725,75.75942754334966,76,True,False
gemm_amd_20260719_085402_session3.csv,3,753,3,256,1,0.00029277589233469865,0.022198068753657107,75.81931892220308,76,True,False
