problem_size,num_threads,sessions,runs,runtime_per_op_s_median,runtime_per_op_s_ci95_low,runtime_per_op_s_ci95_high,runtime_per_op_s_between_session_robust_cv,runtime_per_op_s_run_robust_cv,time_per_op_ms_e2e_median,time_per_op_ms_e2e_ci95_low,time_per_op_ms_e2e_ci95_high,time_per_op_ms_e2e_between_session_robust_cv,time_per_op_ms_e2e_run_robust_cv,package_energy_per_op_j_median,package_energy_per_op_j_ci95_low,package_energy_per_op_j_ci95_high,package_energy_per_op_j_between_session_robust_cv,package_energy_per_op_j_run_robust_cv,package_avg_power_w_median,package_avg_power_w_ci95_low,package_avg_power_w_ci95_high,package_avg_power_w_between_session_robust_cv,package_avg_power_w_run_robust_cv,gflops_per_s_median,gflops_per_s_ci95_low,gflops_per_s_ci95_high,gflops_per_s_between_session_robust_cv,gflops_per_s_run_robust_cv,edp_package_j_s_median,edp_package_j_s_ci95_low,edp_package_j_s_ci95_high,edp_package_j_s_between_session_robust_cv,edp_package_j_s_run_robust_cv,temp_c_median,temp_c_ci95_low,temp_c_ci95_high,temp_c_between_session_robust_cv,temp_c_run_robust_cv,runtime_1thread_s,energy_1thread_j,speedup_vs_1thread,scaling_efficiency,energy_change_vs_1thread_pct,stable_runtime,stable_energy,pareto_optimal_strict,pareto_optimal_practical_2pct,exact_min_threads,selection_status,leader_threads,leader_count,practical_gap_gt_tolerance,ci_separated_from_all,practical_tolerance_pct,gap_to_second_pct
64,8,5,50,6.127075280692067e-06,6.116296975252062e-06,6.1604774698891475e-06,0.0026080821457683647,0.002890242403416998,0.0061270000000000005,0.006116,0.0061605,0.0026617594254938594,0.0027809329636275214,0.0004459453095281919,0.0004423340011605534,0.00045221805237044186,0.01069757416655311,0.00981688170864497,72.75567523662829,72.24234083688401,73.37484949787037,0.00854160513601064,0.008253799420154664,85.57,85.105,85.72,0.0025989248568424497,0.0028608232955209764,2.7324931305866005e-09,2.7083410725175724e-09,2.7867532362489014e-09,0.01141359415163527,0.011669659731987993,70.0,68.5,73.0,0.03177,0.021179999999999997,6.141290389648509e-06,0.00044891625763125763,1.00232004803356,0.125290006004195,-0.661804524242926,True,True,True,True,8,tie_or_uncertain,"8,1,16,64,4,32,2,10,20",9,False,False,2.0,0.2320048033559896
128,4,5,50,1.4477002407821068e-05,1.4397475029735036e-05,1.4749324334303142e-05,0.0025711694833522323,0.008776394447805109,0.014477,0.0143975,0.014749499999999999,0.002560268011328387,0.008799723938024012,0.0016263004085608772,0.001617363377911868,0.0016567900562685532,0.007457042447633244,0.01043821913232827,112.42009865792487,111.78998789396374,112.72043213358296,0.0012930460879183097,0.0042357544108620575,289.72,284.375,291.32000000000005,0.002584264117078535,0.008809147436783191,2.3492050405638932e-08,2.329685306454899e-08,2.4435869846787992e-08,0.010967683118199097,0.01881364154387084,81.5,77.0,83.0,0.027287116564417176,0.03660740740740741,3.946580300632912e-05,0.002942712618670886,2.726103228732495,0.6815258071831237,-44.734650667471,True,True,True,True,4,clear_leader,4,1,True,True,2.0,25.673982746469015
256,16,5,50,7.063734392735529e-05,6.629204568089767e-05,7.354378181818182e-05,0.05364174515140805,0.0504967054908445,0.07063749999999999,0.06629199999999999,0.0735435,0.05363701008671037,0.05048767938693853,0.012078499538876276,0.011684935263262732,0.012428096586756322,0.036641273879885285,0.036636726362873906,170.7589155870351,168.49888151223507,176.345589113433,0.009298304081376824,0.008255887806685739,475.025,456.25,506.15999999999997,0.05176342508289031,0.048829360060705616,8.528004993398196e-07,7.747772361597155e-07,9.103736392282446e-07,0.09891940237155342,0.09279858071497582,69.5,68.0,74.5,0.021332374100719424,0.03177,0.00028411326676176893,0.021657611158432708,4.022139720513219,0.2513837325320762,-44.22977007705056,False,True,True,True,16,tie_or_uncertain,"16,32,64",3,True,False,2.0,3.6276755174001085
512,16,5,50,0.0003065232558139535,0.0002856098374927452,0.00032732795172863663,0.04941763747089789,0.046530317045847244,0.306523,0.28560949999999996,0.32732799999999995,0.04941548562424335,0.04652950504565131,0.06488084324977347,0.0626773379280325,0.06689980593607306,0.02242801060605412,0.021332351096668384,211.70491642467601,204.3257438454171,219.32541696324785,0.027183989734594488,0.02561999104090803,875.765,820.0799999999999,939.865,0.05108385811262165,0.048025281619117635,1.98758411106551e-05,1.7894638628485288e-05,2.1888376688179148e-05,0.0702709611725985,0.06659118510322846,73.5,71.0,77.0,0.02017142857142857,0.02030958904109589,0.0021798882863340563,0.16876297811816193,7.111657092854172,0.4444785683033857,-61.555049588929286,True,True,True,True,16,tie_or_uncertain,"16,32",2,True,False,2.0,8.092481975470257
1024,64,5,50,0.0017508977272727272,0.001737022491349481,0.0019215268714011518,0.011749072752437553,0.012124368432198999,1.7508975,1.737022,1.921527,0.011749297888654186,0.012124729624270802,0.5024086896853146,0.49861839878892733,0.5514401986564299,0.011185087754958125,0.01136100233825673,286.97430344113394,286.9267267140856,287.0191184570194,4.04389793931364e-05,0.00034902475162781806,1226.5,1117.59,1236.3049999999998,0.01185233836119018,0.012228015215202167,0.0008796510299400229,0.0008661113799517907,0.0010596071771417194,0.022820282577196278,0.023291010230513977,79.0,76.5,83.0,0.028150632911392404,0.037534177215189875,0.01744767543859649,1.3368925789473685,9.964988341023053,0.1557029428284852,-62.419666501485324,True,True,True,False,64,tie_or_uncertain,"64,32,20,16",4,False,False,2.0,1.8831456038094885
2048,64,5,50,0.008452394957983191,0.008329082644628099,0.008542309322033897,0.009258926066402412,0.009258926066402261,8.452396,8.3290805,8.542309,0.009258624229153318,0.009258624229153474,2.1149090714285714,2.0539827190082645,2.1518918559322033,0.024596518752532787,0.0206737390626564,251.76342130741637,246.61553108284068,253.5435133656581,0.008980998643528377,0.007573332063282064,2032.54,2011.15,2062.6400000000003,0.009322142737658445,0.009322142737658362,0.017877733615508012,0.017104383011377906,0.01837763058455207,0.02901564581297259,0.02901564581297273,67.0,66.0,75.0,0.022128358208955222,0.043605882352941175,0.13898412500000001,10.80127075,16.443165007183094,0.25692445323723584,-80.41981244263717,True,True,True,True,64,tie_or_uncertain,"64,32",2,True,False,2.0,3.6492954912433984
4096,32,5,50,0.05337192105263158,0.0521566,0.05539981578947368,0.021876419150026184,0.022384809200291813,53.3719105,52.156591,55.3998095,0.021876261920584592,0.022385524370738007,15.194005921052632,14.96857595,15.669283421052631,0.006686477892143108,0.018372630002609518,283.4165342712746,281.65883271859826,286.9722334339674,0.009194835187362825,0.013937007048954547,2575.12,2480.855,2635.125,0.021411776538568846,0.022794133996886824,0.8071884266828226,0.7807706444069824,0.8674796077369944,0.035766433917183094,0.03843932840569549,75.0,69.0,79.5,0.04942,0.07907199999999999,1.0969085,86.59272,20.55216447836508,0.6422551399489087,-82.45348347868892,True,True,True,True,32,clear_leader,32,1,True,True,2.0,7.139201423180808
8192,32,5,50,0.4649546666666666,0.45900966666666665,0.48609833333333335,0.01895680940937604,0.01755909680083513,464.9545785,459.009742,486.0982945,0.018956291651830697,0.017558696228646777,132.31458633333332,129.79737749999998,138.32444800000002,0.02162469687198198,0.020763789301949998,284.5295479510292,283.45142276703245,284.6457308733342,0.0006053951227553998,0.000874915146493139,2364.775,2261.915,2395.61,0.019332059498260955,0.01750762968992833,61.5301658349761,59.55043793361578,67.24497188132301,0.04232180928445934,0.03783071886722259,77.0,74.0,80.0,0.028881818181818182,0.04845098039215686,8.719505,684.6218215,18.753451949437366,0.5860453734199177,-80.67333202388535,True,True,True,True,32,tie_or_uncertain,"32,64",2,True,False,2.0,4.976865128069852
16384,32,5,50,3.638703,3.5695495,3.6672485000000004,0.010162282164826173,0.008346138563166995,3638.70266,3569.549822,3667.2485724999997,0.010162047199152117,0.008346146314039826,1037.6603730000002,1016.6718874999999,1045.817841,0.01123356711965345,0.007990373537787252,285.1688950059115,284.81796601930773,285.1839408274607,7.822359106988198e-05,0.000270736822447564,2417.37,2398.5550000000003,2464.205,0.010233096712543216,0.00829857029091884,3775.738286032194,3629.0622110159447,3835.2742898046054,0.021319062137284482,0.016176028513769744,84.0,80.0,86.0,0.026475,0.026633532934131735,71.717308,5529.4109705,19.709580034424356,0.6159243760757611,-81.23379906944828,True,True,True,True,32,clear_leader,32,1,True,True,2.0,5.047004385903442
