problem_size,metric,num_threads,value,ci95_low,ci95_high,relative_to_min_pct,within_practical_tolerance,ci_overlaps_exact_min,in_leader_set,exact_minimum,selection_status
256,package_energy_per_op_j_median,4,0.01049915726718886,0.010419337999479934,0.01055124855161517,0.0,True,True,True,True,clear_leader
256,package_energy_per_op_j_median,16,0.012078499538876276,0.011684935263262732,0.012428096586756322,15.042562288528183,False,False,False,False,clear_leader
256,package_energy_per_op_j_median,8,0.012350489057085539,0.011851578032702679,0.012499396989781829,17.633146573414194,False,False,False,False,clear_leader
256,package_energy_per_op_j_median,10,0.014043402165196471,0.013553434080076263,0.01446942616321815,33.75742269414144,False,False,False,False,clear_leader
256,package_energy_per_op_j_median,2,0.01441821303742654,0.01430254368632294,0.014482839429012346,37.32733657095704,False,False,False,False,clear_leader
256,package_energy_per_op_j_median,32,0.015970231972596935,0.015810821350999132,0.01761536534540413,52.109655719758074,False,False,False,False,clear_leader
256,package_energy_per_op_j_median,64,0.016448136150056837,0.01551589387254902,0.019218976697678462,56.661489407909514,False,False,False,False,clear_leader
256,package_energy_per_op_j_median,20,0.017719170652275053,0.017304836568992107,0.017999240841702534,68.76755154101377,False,False,False,False,clear_leader
256,package_energy_per_op_j_median,1,0.021657611158432708,0.021452504136947218,0.022613100417785734,106.27951946310365,False,False,False,False,clear_leader
512,package_energy_per_op_j_median,16,0.06488084324977347,0.0626773379280325,0.06689980593607306,0.0,True,True,True,True,clear_leader
512,package_energy_per_op_j_median,8,0.07460095673549656,0.07399077424830262,0.07515261505752877,14.981484516628907,False,False,False,False,clear_leader
512,package_energy_per_op_j_median,4,0.07577355135951662,0.07526699489795918,0.07665636679058241,16.788789362384215,False,False,False,False,clear_leader
512,package_energy_per_op_j_median,20,0.07754430654557917,0.07632824207988981,0.07783447538951842,19.51803130402425,False,False,False,False,clear_leader
512,package_energy_per_op_j_median,32,0.08055069950413224,0.0785566781427669,0.08214718870803661,24.151745676353364,False,False,False,False,clear_leader
512,package_energy_per_op_j_median,10,0.08109337916459472,0.07974587732615084,0.08137829677256682,24.98817078009825,False,False,False,False,clear_leader
512,package_energy_per_op_j_median,2,0.1056786632996633,0.10499714309392266,0.10754676693455797,62.88114951408599,False,False,False,False,clear_leader
512,package_energy_per_op_j_median,64,0.11232164786649768,0.10854007648261758,0.12890951182592242,73.11989524256042,False,False,False,False,clear_leader
512,package_energy_per_op_j_median,1,0.16876297811816193,0.1670345563991323,0.17140944419642856,160.1121836047517,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,16,0.44889210076045627,0.4449035738317757,0.4525105677480916,0.0,True,True,True,True,clear_leader
1024,package_energy_per_op_j_median,20,0.4753712253787879,0.4723543731617647,0.49439367893660535,5.89877268356338,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,32,0.4823434441489362,0.4694309898305085,0.49642205277777773,7.451978622883071,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,64,0.5024086896853146,0.49861839878892733,0.5514401986564299,11.921927080961625,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,8,0.535258595709571,0.5328928256578948,0.5397032126245846,19.239923091273738,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,10,0.5565093403225807,0.548495084375,0.5589622588424437,23.97396598866697,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,4,0.5896492069767442,0.5885600607476635,0.5960939929577465,31.356556726624273,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,2,0.8341272938596491,0.8108823347457628,0.8571256428571429,85.81910718557447,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,1,1.3368925789473685,1.3273311810344826,1.3540527368421051,197.82047326798,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,64,2.1149090714285714,2.0539827190082645,2.1518918559322033,0.0,True,True,True,True,clear_leader
2048,package_energy_per_op_j_median,32,2.51485082173913,2.451135752136752,2.5959941981981984,18.91058843680724,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,16,3.148085869047619,3.0926874488636362,3.1699852590361446,48.85206704991627,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,20,3.387450901234568,3.3378074518072287,3.40453108125,60.17004924691276,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,10,3.8569154,3.8540096530612247,3.8940233061224494,82.36790659726776,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,8,3.9354968,3.912850533333333,3.9608710454545455,86.08349896299157,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,4,4.790577148148148,4.759162839285715,4.848556148148148,126.5145680666179,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,2,7.0026189,6.849783633333334,7.041657464285714,231.10732724172843,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,1,10.80127075,10.6374694375,11.3502565,410.72033762208014,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,64,14.10396963888889,13.953247694444444,14.598327088235294,0.0,True,True,True,True,clear_leader
4096,package_energy_per_op_j_median,32,15.194005921052632,14.96857595,15.669283421052631,7.728577911556078,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,20,22.239936923076925,22.060949321428573,22.461525384615385,57.6856551204898,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,16,23.353643615384616,23.230627153846154,23.55588723076923,65.58206103189268,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,10,28.063006625,27.8513190625,28.154163687500002,98.97239815109815,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,8,28.639518857142857,28.356079714285713,28.888983857142858,103.05998658827997,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,4,37.778169125,37.3112075,38.15085525,167.85486704987096,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,2,53.7606895,52.9773325,53.9286,281.17417206972425,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,1,86.59272,83.6191805,87.549077,513.959914953573,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,64,116.891187,115.30945366666666,117.70901849999998,0.0,True,True,True,True,clear_leader
8192,package_energy_per_op_j_median,32,132.31458633333332,129.79737749999998,138.32444800000002,13.194663968407916,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,20,158.450561,156.20850875000002,164.13878175000002,35.55389851589068,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,16,178.15545175,176.14189575,179.7577635,52.41136335624685,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,10,215.186576,214.919008,218.89087899999998,84.09136011254638,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,8,226.735421,225.866524,227.798652,93.9713564547856,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,4,301.0901345,297.929806,303.105991,157.581552747856,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,2,430.154726,424.484419,436.62361450000003,267.99585754912385,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,1,684.6218215,677.3559925,708.592193,485.69156415530284,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,64,954.040491,920.8666840000001,966.8331945,0.0,True,True,True,True,clear_leader
16384,package_energy_per_op_j_median,32,1037.6603730000002,1016.6718874999999,1045.817841,8.764814783946129,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,20,1267.1995430000002,1247.8908795,1285.9968645,32.824503252661245,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,16,1437.7523755,1432.9972735000001,1458.0677770000002,50.70139989477658,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,10,1726.933443,1717.8086325,1736.494243,81.01259425476523,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,8,1817.188549,1810.518705,1835.383073,90.47289566245465,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,4,2416.817062,2398.8268424999997,2447.5661284999996,153.3243698563314,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,2,3498.837156,3394.3023625,3546.5001415,266.7388532254655,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,1,5529.4109705,5473.1820595,5574.735134500001,479.5782278280682,False,False,False,False,clear_leader
64,runtime_per_op_s_median,8,6.127075280692067e-06,6.116296975252062e-06,6.1604774698891475e-06,0.0,True,True,True,True,tie_or_uncertain
64,runtime_per_op_s_median,1,6.141290389648509e-06,6.136828927019663e-06,6.175911330353776e-06,0.2320048033559896,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,16,6.1467178740935855e-06,6.119059274171343e-06,6.153620165038298e-06,0.3205867808319107,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,64,6.150360338662764e-06,6.112631039093457e-06,6.176278920229012e-06,0.3800354476478196,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,4,6.150596234245028e-06,6.141934057294482e-06,6.186674740699335e-06,0.3838854996131902,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,32,6.158818006621535e-06,6.1134247678547455e-06,6.165196590494674e-06,0.5180730523990373,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,2,6.159581298579428e-06,6.14866065369477e-06,6.164548240789945e-06,0.5305307409849469,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,10,6.172419863974154e-06,6.1237745999068695e-06,6.186053845487936e-06,0.740068975894248,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,20,6.173973482929481e-06,6.125702909647779e-06,6.187697034134039e-06,0.7654255919655961,True,True,True,False,tie_or_uncertain
128,runtime_per_op_s_median,4,1.4477002407821068e-05,1.4397475029735036e-05,1.4749324334303142e-05,0.0,True,True,True,True,clear_leader
128,runtime_per_op_s_median,64,1.8193825508210953e-05,1.80499161217433e-05,1.8413739622297234e-05,25.673982746469015,False,False,False,False,clear_leader
128,runtime_per_op_s_median,10,1.824693754785081e-05,1.7958447037701974e-05,1.8409361670833947e-05,26.040854548681104,False,False,False,False,clear_leader
128,runtime_per_op_s_median,20,1.8336113908982695e-05,1.8096155582440998e-05,1.8915879619218946e-05,26.65684091533187,False,False,False,False,clear_leader
128,runtime_per_op_s_median,32,1.8381452121430503e-05,1.8065214257397195e-05,1.98445631200421e-05,26.970014949366128,False,False,False,False,clear_leader
128,runtime_per_op_s_median,16,1.8497282457989018e-05,1.7902522483786595e-05,1.9366507654108584e-05,27.77011384619257,False,False,False,False,clear_leader
128,runtime_per_op_s_median,8,1.851245028841675e-05,1.8052558533552026e-05,1.942036651636027e-05,27.87488574579202,False,False,False,False,clear_leader
128,runtime_per_op_s_median,2,2.514937415171166e-05,2.4875172103036522e-05,2.5277929224090057e-05,73.71948586625186,False,False,False,False,clear_leader
128,runtime_per_op_s_median,1,3.946580300632912e-05,3.9197482451668565e-05,3.985329892369864e-05,172.6103228732495,False,False,False,False,clear_leader
256,runtime_per_op_s_median,16,7.063734392735529e-05,6.629204568089767e-05,7.354378181818182e-05,0.0,True,True,True,True,tie_or_uncertain
256,runtime_per_op_s_median,32,7.319983755914967e-05,7.234723428902403e-05,8.2511785335617e-05,3.6276755174001085,False,True,True,False,tie_or_uncertain
256,runtime_per_op_s_median,64,7.579181508147025e-05,7.001337535014006e-05,8.95114772628467e-05,7.2970908410937785,False,True,True,False,tie_or_uncertain
256,runtime_per_op_s_median,4,8.786470844212359e-05,8.723173781802501e-05,8.828520014044945e-05,24.388465869392316,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,8,9.127028998723327e-05,8.63703450047085e-05,9.224988493049802e-05,29.2096855752352,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,20,9.476170093979715e-05,9.150498956726843e-05,9.581109516977523e-05,34.15241240844473,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,10,0.00010031602763721292,9.507979027645376e-05,0.0001050123411406365,42.015571452374715,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,2,0.0001553230745437674,0.0001549528403828342,0.00015622409526755334,119.8880449178616,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,1,0.00028411326676176893,0.0002828466309557372,0.0002987185914652342,302.2139720513219,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,16,0.0003065232558139535,0.0002856098374927452,0.00032732795172863663,0.0,True,True,True,True,tie_or_uncertain
512,runtime_per_op_s_median,32,0.0003313285950413223,0.00031652416298168034,0.00033995896914208203,8.092481975470257,False,True,True,False,tie_or_uncertain
512,runtime_per_op_s_median,20,0.00035198423577793007,0.00034537448347107434,0.00035276203966005666,14.831168305079402,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,64,0.00042825559780312634,0.0004102286298568507,0.0005089328287606434,39.71390088034923,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,8,0.000497605826693227,0.00048532638215324927,0.0005007663831915958,62.338686300282696,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,10,0.0005002458688032048,0.0004956807051909892,0.000504650277357539,63.199972372351624,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,4,0.0006020277945619336,0.0006006719308700834,0.0006167462825278811,96.40525902783006,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,2,0.0011235972375690608,0.001121360956618465,0.0011474707233065443,266.56182402389595,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,1,0.0021798882863340563,0.002166312364425163,0.0022418537946428574,611.1657092854172,False,False,False,False,tie_or_uncertain
1024,runtime_per_op_s_median,64,0.0017508977272727272,0.001737022491349481,0.0019215268714011518,0.0,True,True,True,True,tie_or_uncertain
1024,runtime_per_op_s_median,32,0.0017838696808510639,0.0016963254237288134,0.0018968601851851853,1.8831456038094885,True,True,True,False,tie_or_uncertain
1024,runtime_per_op_s_median,20,0.0018998009433962265,0.0018410522935779815,0.0020482852760736196,8.504392564118369,False,True,True,False,tie_or_uncertain
1024,runtime_per_op_s_median,16,0.0019111419047619048,0.0018887457943925232,0.001945712786259542,9.152115225986424,False,True,True,False,tie_or_uncertain
1024,runtime_per_op_s_median,10,0.0032367451612903223,0.003178198412698413,0.0032704308681672026,84.8620345365354,False,False,False,False,tie_or_uncertain
1024,runtime_per_op_s_median,8,0.0033118316831683165,0.0032874095394736843,0.0033580415282392024,89.15049300606303,False,False,False,False,tie_or_uncertain
1024,runtime_per_op_s_median,4,0.004673367441860464,0.004648371495327102,0.004736192488262911,166.91264538562743,False,False,False,False,tie_or_uncertain
1024,runtime_per_op_s_median,2,0.008768070175438597,0.008569139830508474,0.008927950892857143,400.77569002823,False,False,False,False,tie_or_uncertain
1024,runtime_per_op_s_median,1,0.01744767543859649,0.017245405172413797,0.01753910344827586,896.4988341023053,False,False,False,False,tie_or_uncertain
2048,runtime_per_op_s_median,64,0.008452394957983191,0.008329082644628099,0.008542309322033897,0.0,True,True,True,True,tie_or_uncertain
2048,runtime_per_op_s_median,32,0.008760847826086956,0.008536106837606836,0.009043189189189189,3.6492954912433984,False,True,True,False,tie_or_uncertain
2048,runtime_per_op_s_median,16,0.012024232142857144,0.0115901875,0.01206489156626506,42.25828540466383,False,False,False,False,tie_or_uncertain
2048,runtime_per_op_s_median,20,0.01241782098765432,0.012182030120481926,0.012533625,46.91482176806976,False,False,False,False,tie_or_uncertain
2048,runtime_per_op_s_median,10,0.02051512,0.020450509999999998,0.020823255102040816,142.71369359785658,False,False,False,False,tie_or_uncertain
2048,runtime_per_op_s_median,8,0.022648744444444445,0.022552077777777776,0.022827136363636362,167.9565325216253,False,False,False,False,tie_or_uncertain
2048,runtime_per_op_s_median,4,0.03738270370370371,0.03714519642857143,0.037722370370370364,342.27350815399564,False,False,False,False,tie_or_uncertain
2048,runtime_per_op_s_median,2,0.07101786666666667,0.06994146666666667,0.07132617857142858,740.209988053044,False,False,False,False,tie_or_uncertain
2048,runtime_per_op_s_median,1,0.13898412500000001,0.13728612499999998,0.141384125,1544.3165007183093,False,False,False,False,tie_or_uncertain
4096,runtime_per_op_s_median,32,0.05337192105263158,0.0521566,0.05539981578947368,0.0,True,True,True,True,clear_leader
4096,runtime_per_op_s_median,64,0.05718225,0.05652872222222222,0.06054188235294118,7.139201423180808,False,False,False,False,clear_leader
4096,runtime_per_op_s_median,20,0.0780081923076923,0.07736160714285714,0.07878330769230768,46.159611213480936,False,False,False,False,clear_leader
4096,runtime_per_op_s_median,16,0.08208776923076924,0.08150342307692307,0.08312415384615385,53.803287593527195,False,False,False,False,clear_leader
4096,runtime_per_op_s_median,10,0.1332950625,0.1329624375,0.13505825,149.74754490953012,False,False,False,False,clear_leader
4096,runtime_per_op_s_median,8,0.15088285714285715,0.14869164285714287,0.15354842857142859,182.70081752175872,False,False,False,False,clear_leader
4096,runtime_per_op_s_median,4,0.28990649999999996,0.288347625,0.29655224999999996,443.181684830334,False,False,False,False,clear_leader
4096,runtime_per_op_s_median,2,0.551253,0.5443595,0.555494,932.852086130446,False,False,False,False,clear_leader
4096,runtime_per_op_s_median,1,1.0969085,1.0758885,1.1118475,1955.2164478365078,False,False,False,False,clear_leader
8192,runtime_per_op_s_median,32,0.4649546666666666,0.45900966666666665,0.48609833333333335,0.0,True,True,True,True,tie_or_uncertain
8192,runtime_per_op_s_median,64,0.48809483333333337,0.4770585,0.490435,4.976865128069852,False,True,True,False,tie_or_uncertain
8192,runtime_per_op_s_median,20,0.55775275,0.549557,0.57861525,19.958522838068827,False,False,False,False,tie_or_uncertain
8192,runtime_per_op_s_median,16,0.62900175,0.622141,0.63480575,35.282382368460304,False,False,False,False,tie_or_uncertain
8192,runtime_per_op_s_median,10,0.99992525,0.9896605,1.005577,115.05865446380437,False,False,False,False,tie_or_uncertain
8192,runtime_per_op_s_median,8,1.185703,1.1798834999999999,1.200679,155.01475412656717,False,False,False,False,tie_or_uncertain
8192,runtime_per_op_s_median,4,2.322616,2.281009,2.3408670000000003,399.5360121130089,False,False,False,False,tie_or_uncertain
8192,runtime_per_op_s_median,2,4.4124855,4.342416,4.456137999999999,849.0141332775096,False,False,False,False,tie_or_uncertain
8192,runtime_per_op_s_median,1,8.719505,8.64064,8.898002,1775.3451949437367,False,False,False,False,tie_or_uncertain
16384,runtime_per_op_s_median,32,3.638703,3.5695495,3.6672485000000004,0.0,True,True,True,True,clear_leader
16384,runtime_per_op_s_median,64,3.8223485,3.6976104999999997,3.865012,5.047004385903442,False,False,False,False,clear_leader
16384,runtime_per_op_s_median,20,4.466775999999999,4.392087,4.521796999999999,22.757367116799564,False,False,False,False,clear_leader
16384,runtime_per_op_s_median,16,5.064331,5.0454170000000005,5.149445500000001,39.17956480647089,False,False,False,False,clear_leader
16384,runtime_per_op_s_median,10,8.000629,7.953291500000001,8.0930825,119.87584587145474,False,False,False,False,clear_leader
16384,runtime_per_op_s_median,8,9.5721925,9.5118435,9.6804985,163.06605677902263,False,False,False,False,clear_leader
16384,runtime_per_op_s_median,4,18.721183,18.5793985,19.0960165,414.50154079626725,False,False,False,False,clear_leader
16384,runtime_per_op_s_median,2,35.620862,35.504236,36.346091,878.9439258988712,False,False,False,False,clear_leader
16384,runtime_per_op_s_median,1,71.717308,70.7559665,72.6195985,1870.9580034424355,False,False,False,False,clear_leader
64,edp_package_j_s_median,8,2.7324931305866005e-09,2.7083410725175724e-09,2.7867532362489014e-09,0.0,True,True,True,True,tie_or_uncertain
64,edp_package_j_s_median,16,2.7529329016632667e-09,2.718758464417539e-09,2.775858710043229e-09,0.748026439586269,True,True,True,False,tie_or_uncertain
64,edp_package_j_s_median,1,2.75446207694626e-09,2.7163263941047747e-09,2.803565231052836e-09,0.8039890791946114,True,True,True,False,tie_or_uncertain
64,edp_package_j_s_median,64,2.7774314011750026e-09,2.700884521930856e-09,2.8121425560994542e-09,1.6445886024516687,True,True,True,False,tie_or_uncertain
64,edp_package_j_s_median,4,2.778044956810056e-09,2.7405870147657234e-09,2.8460165041222395e-09,1.667042662013074,True,True,True,False,tie_or_uncertain
64,edp_package_j_s_median,2,2.7809819007266395e-09,2.765516845880937e-09,2.791452930643071e-09,1.7745248687827342,True,True,True,False,tie_or_uncertain
64,edp_package_j_s_median,32,2.7826103914602046e-09,2.70591141429083e-09,2.795128213362909e-09,1.8341221177322842,True,True,True,False,tie_or_uncertain
64,edp_package_j_s_median,20,2.799909293554025e-09,2.734714777807354e-09,2.8303501854710737e-09,2.4672033833421425,False,True,True,False,tie_or_uncertain
64,edp_package_j_s_median,10,2.804459982261312e-09,2.7255580813541732e-09,2.825336793693121e-09,2.6337431874627226,False,True,True,False,tie_or_uncertain
128,edp_package_j_s_median,4,2.3492050405638932e-08,2.329685306454899e-08,2.4435869846787992e-08,0.0,True,True,True,True,clear_leader
128,edp_package_j_s_median,64,3.932747607251719e-08,3.892291417969704e-08,4.0441211694155996e-08,67.40759275349242,False,False,False,False,clear_leader
128,edp_package_j_s_median,10,3.978968904470808e-08,3.858352735048042e-08,4.065151116387068e-08,69.37512204195309,False,False,False,False,clear_leader
128,edp_package_j_s_median,32,4.032664273922641e-08,3.9256474322291235e-08,4.586730736992782e-08,71.66080458241557,False,False,False,False,clear_leader
128,edp_package_j_s_median,20,4.048877067113014e-08,3.9469097501418235e-08,4.242648425338615e-08,72.350944136453,False,False,False,False,clear_leader
128,edp_package_j_s_median,8,4.0671802495355374e-08,3.896323006323019e-08,4.435133993845283e-08,73.13006652494107,False,False,False,False,clear_leader
128,edp_package_j_s_median,16,4.089649932011442e-08,3.845826436900521e-08,4.455477953489283e-08,74.0865467847702,False,False,False,False,clear_leader
128,edp_package_j_s_median,2,5.599104980874005e-08,5.391426971927944e-08,5.6607062673490824e-08,138.34041236051578,False,False,False,False,clear_leader
128,edp_package_j_s_median,1,1.1617693374288114e-07,1.1329088099543616e-07,1.189424038379704e-07,394.53722317484267,False,False,False,False,clear_leader
256,edp_package_j_s_median,16,8.528004993398196e-07,7.747772361597155e-07,9.103736392282446e-07,0.0,True,True,True,True,tie_or_uncertain
256,edp_package_j_s_median,4,9.224941191056854e-07,9.091080173520615e-07,9.315193503394428e-07,8.172323986655483,False,True,True,False,tie_or_uncertain
256,edp_package_j_s_median,8,1.1269786829841705e-06,1.0246721451800984e-06,1.152722242401839e-06,32.15033103951055,False,False,False,False,tie_or_uncertain
256,edp_package_j_s_median,32,1.1690187477611566e-06,1.1433239440778484e-06,1.4531923448394671e-06,37.079979276059504,False,False,False,False,tie_or_uncertain
256,edp_package_j_s_median,64,1.2465800715973144e-06,1.0862259897552307e-06,1.720052080684644e-06,46.174875901495405,False,False,False,False,tie_or_uncertain
256,edp_package_j_s_median,10,1.4120363592707652e-06,1.2884727701227416e-06,1.5192189996255078e-06,65.57639921222702,False,False,False,False,tie_or_uncertain
256,edp_package_j_s_median,20,1.6790989484205224e-06,1.5838937659908008e-06,1.7245484624774803e-06,96.89235052282066,False,False,False,False,tie_or_uncertain
256,edp_package_j_s_median,2,2.2494646646009326e-06,2.2104908530236424e-06,2.254145348725432e-06,163.7738446849311,False,False,False,False,tie_or_uncertain
256,edp_package_j_s_median,1,6.13752679230708e-06,6.085846223529711e-06,6.757304459699715e-06,619.690806590561,False,False,False,False,tie_or_uncertain
512,edp_package_j_s_median,16,1.98758411106551e-05,1.7894638628485288e-05,2.1888376688179148e-05,0.0,True,True,True,True,clear_leader
512,edp_package_j_s_median,32,2.6700751814427708e-05,2.485640531125466e-05,2.7926559744254856e-05,34.337720178865226,False,False,False,False,clear_leader
512,edp_package_j_s_median,20,2.7295995805459934e-05,2.6356854435716397e-05,2.7451727123020308e-05,37.33253175799949,False,False,False,False,clear_leader
512,edp_package_j_s_median,8,3.714038809937707e-05,3.594648280187396e-05,3.762264391200816e-05,86.86196922487342,False,False,False,False,clear_leader
512,edp_package_j_s_median,10,4.042527961689388e-05,3.952738126051318e-05,4.1044765059657616e-05,103.38902586226943,False,False,False,False,clear_leader
512,edp_package_j_s_median,4,4.5595972786106374e-05,4.521688293489953e-05,4.7273994923473014e-05,129.40399116826887,False,False,False,False,clear_leader
512,edp_package_j_s_median,64,4.808983553880315e-05,4.452625719125865e-05,6.560688659583316e-05,141.9511972905791,False,False,False,False,clear_leader
512,edp_package_j_s_median,2,0.00011863476559649243,0.00011802769267885962,0.00012340676356793528,496.879221040333,False,False,False,False,clear_leader
512,edp_package_j_s_median,1,0.000367572285946435,0.0003616882541063542,0.0003842810909172439,1749.342042432538,False,False,False,False,clear_leader
1024,edp_package_j_s_median,16,0.0008576660325907018,0.000839935895926121,0.000880545037477875,0.0,True,True,True,True,tie_or_uncertain
1024,edp_package_j_s_median,32,0.0008604743917489186,0.0007965278383605227,0.0009413676536255608,0.32744204054973025,True,True,True,False,tie_or_uncertain
1024,edp_package_j_s_median,64,0.0008796510299400229,0.0008661113799517907,0.0010596071771417194,2.563351760931032,False,True,True,False,tie_or_uncertain
1024,edp_package_j_s_median,20,0.0009047470790285778,0.0008725230035354498,0.0010119399799566537,5.489438155276005,False,True,True,False,tie_or_uncertain
1024,edp_package_j_s_median,8,0.0017721945889184174,0.0017513604931422753,0.0018130474599879856,106.62991439281471,False,False,False,False,tie_or_uncertain
1024,edp_package_j_s_median,10,0.0018004534837512069,0.0017489170965290187,0.0018277086717189907,109.92477436848955,False,False,False,False,tie_or_uncertain
