timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes,energy_batch_j,kWh_batch,seconds_batch,M,K,flops_batch,joule_per_gflop,gflops,flops_per_watt
2025-10-13T11:30:07,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,37119,1.0,0.5348,0.5348,148.163,277.0,1,reduction,cublas,fp32,0,37119,4112,0.5348,148.163,277.0,188.2,296952000000,555.26,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,4,16,350,350,1980,9501,49,0,,0.003991567660766723,1.1087687946574231e-09,1.4407715725100354e-05,0,0,,,,
2025-10-13T11:30:07,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,4112,1.0,0.5348,0.7476,140.727,188.2,1,reduction,cublas,fp32,0,37119,4112,0.5348,148.163,277.0,188.2,16448000000,22.0,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,4,16,350,350,1980,9501,49,0,,0.03422349221789883,9.50652561608301e-09,0.00018180933852140078,0,0,0.0,,0.0,0.0
2025-10-13T11:30:15,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,43926,1.0,0.8311,0.8311,251.719,302.9,1,reduction,cublas,fp32,0,43926,3071,0.8311,251.719,302.9,180.1,527112000000,634.24,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,4,16,350,400,1980,9501,52,0,,0.005730524063197195,1.5918122397769985e-09,1.892045713245003e-05,0,0,,,,
2025-10-13T11:30:15,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,3071,1.0,0.8311,0.8087,145.674,180.1,1,reduction,cublas,fp32,0,43926,3071,0.8311,251.719,302.9,180.1,18426000000,22.78,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,4,16,350,400,1980,9501,52,0,,0.04743536307391729,1.3176489742754803e-08,0.00026333441875610547,0,0,0.0,,0.0,0.0
2025-10-13T11:30:24,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,36786,1.0,0.8588,0.8588,287.31,334.5,1,reduction,cublas,fp32,0,36786,2228,0.8588,287.31,334.5,188.3,588576000000,685.34,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,4,16,350,400,1980,9501,53,0,,0.007810308269450335,2.1695300748473154e-09,2.334583809057794e-05,0,0,,,,
2025-10-13T11:30:24,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,2228,1.0,0.8588,0.7742,145.76,188.3,1,reduction,cublas,fp32,0,36786,2228,0.8588,287.31,334.5,188.3,17824000000,23.02,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,4,16,350,400,1980,9501,53,0,,0.06542190305206463,1.8172750847795733e-08,0.00034748653500897667,0,0,0.0,,0.0,0.0
2025-10-13T11:30:32,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,28214,1.0,0.9152,0.9152,302.299,330.3,1,reduction,cublas,fp32,0,28214,1499,0.9152,302.299,330.3,190.1,677136000000,739.9,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,4,16,400,400,1965,9501,54,0,,0.010714503438009499,2.9762509550026384e-09,3.2437796838449e-05,0,0,,,,
2025-10-13T11:30:32,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,1499,1.0,0.9152,0.7567,143.866,190.1,1,reduction,cublas,fp32,0,28214,1499,0.9152,302.299,330.3,190.1,17988000000,23.77,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,4,16,400,400,1965,9501,54,0,,0.09597464976651102,2.6659624935141947e-08,0.0005048032021347565,0,0,0.0,,0.0,0.0
2025-10-13T11:30:42,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,22740,1.0,0.9413,0.9413,311.147,330.6,1,reduction,cublas,fp32,0,22740,1564,0.9413,311.147,330.6,191.6,727680000000,773.09,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,4,16,350,350,1965,9501,54,0,,0.013682805628847845,3.800779341346623e-09,4.1394019349164466e-05,0,0,,,,
2025-10-13T11:30:42,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,1564,1.0,0.9413,1.0428,199.82,191.6,1,reduction,cublas,fp32,0,22740,1564,0.9413,311.147,330.6,191.6,25024000000,24.0,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,4,16,350,350,1965,9501,54,0,,0.12776214833759592,3.54894856493322e-08,0.0006667519181585678,0,0,0.0,,0.0,0.0
2025-10-13T11:30:52,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,16374,1.0,0.9737,0.9737,334.078,343.1,1,reduction,cublas,fp32,0,16374,1064,0.9737,334.078,343.1,185.9,785952000000,807.22,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,4,16,400,350,1965,9501,54,0,,0.020402955905704165,5.6674877515844905e-09,5.946622694515696e-05,0,0,,,,
2025-10-13T11:30:52,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,1064,1.0,0.9737,1.0639,197.787,185.9,1,reduction,cublas,fp32,0,16374,1064,0.9737,334.078,343.1,185.9,25536000000,24.0,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,4,16,400,350,1965,9501,54,0,,0.18589003759398498,5.163612155388472e-08,0.000999906015037594,0,0,0.0,,0.0,0.0
2025-10-13T11:31:03,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,12788,1.0,0.9901,0.9901,339.993,343.4,1,reduction,cublas,fp32,0,12788,799,0.9901,339.993,343.4,172.0,818432000000,826.61,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,4,16,400,350,1965,9501,54,0,,0.026586878323428213,7.385243978730059e-09,7.742414763841101e-05,0,0,,,,
2025-10-13T11:31:03,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,799,1.0,0.9901,1.0485,180.319,172.0,1,reduction,cublas,fp32,0,12788,799,0.9901,339.993,343.4,172.0,25568000000,24.39,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,4,16,400,350,1965,9501,54,0,,0.22568085106382976,6.268912529550827e-08,0.0013122653316645807,0,0,0.0,,0.0,0.0
