"timestamp","host","cpu_model","backend","library","library_version","impl","workload","dtype","pattern","nrows","ncols","nnz","num_threads","batches","seconds_target","passes_e2e","seconds_kernel","energy_j","avg_power_w","below_target","bytes_total","bw_gb_s","temp_c","time_mode","energy_mode","omp_proc_bind","omp_places","energy_domain","numa_policy","notes","seconds_wall","kWh_e2e","energy_per_pass_j","kWh_per_pass","seconds_per_pass","M","K","N","flops_per_pass","joule_per_gflop","gflops","flops_per_watt","gb_per_s_kernel","j_per_gb_kernel","market_area","de_price_eur_kwh_run","de_eur_job","de_price_sync","de_eur_job_sync","fr_price_eur_kwh_run","fr_eur_job","fr_price_sync","fr_eur_job_sync","pl_price_eur_kwh_run","pl_eur_job","pl_price_sync","pl_eur_job_sync","price_eur_kwh_run","eur_job","price_sync","eur_job_sync","de_ci_g_per_kwh","de_co2_job_kg","fr_ci_g_per_kwh","fr_co2_job_kg","pl_ci_g_per_kwh","pl_co2_job_kg","de_co2_per_pass_kg","de_co2_job_from_passes_kg","fr_co2_per_pass_kg","fr_co2_job_from_passes_kg","pl_co2_per_pass_kg","pl_co2_job_from_passes_kg"
"2024-09-16 00:27:35+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","20","0","1","265976","1.0134","94,032","92.8","0","14980832224","14.78","77","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976","1,0134","2,612e-05","0.0003535356573525431","9,820434926459532e-11","3.810118206153939e-06","","","","","","","","14.782743461614366","6.276820846398393","DE","0,0929899999999999","2,428898799999997e-06","0,0783099722222222","2,045456474444444e-06","0,03","7,836e-07","0,0518570416666666","1,3545059283333316e-06","0,09331","2,4372572e-06","0,0950131388888888","2,481743187777776e-06","0,0929899999999999","2,428898799999997e-06","0,0783099722222222","2,045456474444444e-06","421,7","1,1014804e-05","17,68","4,618016e-07","744,73","1,9452347599999998e-05","4,141277408487985e-11","0,0","1,7362528949980452e-12","0,0","7,313572502782208e-11","0,0"
"2024-09-16 00:27:36+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","20","1","1","265976","1.0142","93,905","92.6","0","14980832224","14.77","77","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976","1,0142","2,6084722222222226e-05","0.00035305817066201464","9,807171407278184e-11","3.813125996330496e-06","","","","","","","","14.771082847564584","6.268343346744099","DE","0,0929899999999999","2,425618319444442e-06","0,0783099722222222","2,0426938726466048e-06","0,03","7,825416666666668e-07","0,0518570416666666","1,3526765271412022e-06","0,09331","2,433965430555556e-06","0,0950131388888888","2,4783913353780845e-06","0,0929899999999999","2,425618319444442e-06","0,0783099722222222","2,0426938726466048e-06","421,7","1,0999927361111113e-05","17,68","4,6117788888888894e-07","744,73","1,9426075180555557e-05","4,13568418244921e-11","4,13568418244921e-11","1,7339079048067827e-12","1,7339079048067827e-12","7,303694762142282e-11","7,303694762142282e-11"
"2024-09-16 00:27:38+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","20","2","1","265976","1.0142","94,006","92.7","0","14980832224","14.77","78","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976","1,0142","2,6112777777777777e-05","0.000353437904171805","9,817719560327915e-11","3.813125996330496e-06","","","","","","","","14.771082847564584","6.275085295288065","DE","0,0929899999999999","2,428227205555553e-06","0,0783099722222222","2,044890902422839e-06","0,03","7,833833333333333e-07","0,0518570416666666","1,354131405254628e-06","0,09331","2,4365832944444444e-06","0,0950131388888888","2,481056981774689e-06","0,0929899999999999","2,428227205555553e-06","0,0783099722222222","2,044890902422839e-06","421,7","1,1011758388888888e-05","17,68","4,616739111111111e-07","744,73","1,9446968994444447e-05","4,140132338590282e-11","8,280264677180564e-11","1,7357728182659753e-12","3,4715456365319507e-12","7,311550288163009e-11","1,4623100576326018e-10"
"2024-09-16 00:27:39+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","20","3","1","265976","1.0121","93,462","92.3","0","14980832224","14.8","77","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976","1,0121","2,596166666666667e-05","0.00035139260685174606","9,760905745881835e-11","3.8052305471170332e-06","","","","","","","","14.801731275565654","6.238772225902742","DE","0,0929899999999999","2,414175383333331e-06","0,0783099722222222","2,033057395509259e-06","0,03","7,788500000000001e-07","0,0518570416666666","1,346295230069443e-06","0,09331","2,422483116666667e-06","0,0950131388888888","2,466699440787035e-06","0,0929899999999999","2,414175383333331e-06","0,0783099722222222","2,033057395509259e-06","421,7","1,0948034833333333e-05","17,68","4,590022666666667e-07","744,73","1,933443201666667e-05","4,11617395303837e-11","1,2348521859115108e-10","1,7257281358719083e-12","5,177184407615725e-12","7,269239336130579e-11","2,1807718008391736e-10"
"2024-09-16 00:27:40+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","20","4","1","265976","1.0148","94,009","92.6","0","14980832224","14.76","78","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976","1,0148","2,6113611111111112e-05","0.0003534491833849671","9,81803287180464e-11","3.815381838962913e-06","","","","","","","","14.762349452108792","6.27528555118541","DE","0,0929899999999999","2,42830469722222e-06","0,0783099722222222","2,044956160733024e-06","0,03","7,834083333333333e-07","0,0518570416666666","1,354174619456017e-06","0,09331","2,436661052777778e-06","0,0950131388888888","2,48113615939043e-06","0,0929899999999999","2,42830469722222e-06","0,0783099722222222","2,044956160733024e-06","421,7","1,1012109805555555e-05","17,68","4,6168864444444444e-07","744,73","1,944758960277778e-05","4,140264462040016e-11","1,6561057848160065e-10","1,7358282117350601e-12","6,9433128469402406e-12","7,31178362061907e-11","2,924713448247628e-10"
"2024-09-16 00:27:41+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","20","5","1","265976","1.0133","93,799","92.6","0","14980832224","14.78","78","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976","1,0133","2,605527777777778e-05","0.0003526596384636208","9,796101068433911e-11","3.8097422323818696e-06","","","","","","","","14.784202332971477","6.261267638371224","DE","0,0929899999999999","2,4228802805555534e-06","0,0783099722222222","2,0403880790200616e-06","0,03","7,816583333333334e-07","0,0518570416666666","1,3511496253587949e-06","0,09331","2,431217969444445e-06","0,0950131388888888","2,475593726288578e-06","0,0929899999999999","2,4228802805555534e-06","0,0783099722222222","2,0403880790200616e-06","421,7","1,0987510638888888e-05","17,68","4,6065731111111117e-07","744,73","1,9404147019444446e-05","4,13101582055858e-11","2,06550791027929e-10","1,7319506688991156e-12","8,659753344495577e-12","7,295450348694787e-11","3,6477251743473935e-10"
"2024-09-16 00:27:42+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","20","6","1","265976","1.0104","93,562","92.6","0","14980832224","14.83","78","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976","1,0104","2,5989444444444445e-05","0.00035176858062381565","9,771349461772656e-11","3.798838992991849e-06","","","","","","","","14.82663521773555","6.245447422480926","DE","0,0929899999999999","2,4167584388888862e-06","0,0783099722222222","2,035232672515432e-06","0,03","7,796833333333333e-07","0,0518570416666666","1,3477357034490724e-06","0,09331","2,425075061111111e-06","0,0950131388888888","2,4693386946450594e-06","0,0929899999999999","2,4167584388888862e-06","0,0783099722222222","2,035232672515432e-06","421,7","1,0959748722222221e-05","17,68","4,5949337777777775e-07","744,73","1,935511896111111e-05","4,120578068029529e-11","2,4723468408177174e-10","1,7275745848414055e-12","1,0365447509048433e-11","7,277017084665951e-11","4,3662102507995704e-10"
"2024-09-16 00:27:43+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","20","7","1","265976","1.0162","94,096","92.6","0","14980832224","14.74","77","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976","1,0162","2,613777777777777e-05","0.0003537762805666677","9,827118904629657e-11","3.820645471771889e-06","","","","","","","","14.742011635504822","6.281092972208431","DE","0,0929899999999999","2,4305519555555528e-06","0,0783099722222222","2,046848651728394e-06","0,03","7,841333333333332e-07","0,0518570416666666","1,3554278312962945e-06","0,09331","2,4389160444444444e-06","0,0950131388888888","2,4834323102469117e-06","0,0929899999999999","2,4305519555555528e-06","0,0783099722222222","2,046848651728394e-06","421,7","1,1022300888888887e-05","17,68","4,6211591111111103e-07","744,73","1,946558724444444e-05","4,1440960420823264e-11","2,9008672294576283e-10","1,7374346223385234e-12","1,2162042356369663e-11","7,318550261844846e-11","5,122985183291392e-10"
"2024-09-16 00:27:44+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","20","8","1","265976","1.0109","93,423","92.4","0","14980832224","14.82","77","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976","1,0109","2,595083333333333e-05","0.00035124597708063887","9,756832696684411e-11","3.800718861852197e-06","","","","","","","","14.8193018340093","6.23616889923725","DE","0,0929899999999999","2,413167991666664e-06","0,0783099722222222","2,032209037476851e-06","0,03","7,785249999999999e-07","0,0518570416666666","1,345733445451387e-06","0,09331","2,421472258333333e-06","0,0950131388888888","2,465670131782405e-06","0,0929899999999999","2,413167991666664e-06","0,0783099722222222","2,032209037476851e-06","421,7","1,0943466416666665e-05","17,68","4,588107333333333e-07","744,73","1,9326364108333332e-05","4,1144563481918155e-11","3,2915650785534524e-10","1,7250080207738038e-12","1,380006416619043e-11","7,266206014201782e-11","5,812964811361426e-10"
"2024-09-16 00:27:45+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","20","9","1","265976","1.0153","93,926","92.5","0","14980832224","14.76","78","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;calibration_adjusted=1;passes=265976","1,0153","2,6090555555555555e-05","0.00035313712515414926","9,809364587615256e-11","3.817261707823263e-06","","","","","","","","14.755079507534717","6.269745138025518","DE","0,0929899999999999","2,4261607611111087e-06","0,0783099722222222","2,0431506808179005e-06","0,03","7,827166666666666e-07","0,0518570416666666","1,352979026550924e-06","0,09331","2,4345097388888888e-06","0,0950131388888888","2,4789455786882694e-06","0,0929899999999999","2,4261607611111087e-06","0,0783099722222222","2,0431506808179005e-06","421,7","1,1002387277777776e-05","17,68","4,612810222222222e-07","744,73","1,9430419438888886e-05","4,1366090465973535e-11","3,722948141937618e-10","1,7342956590903772e-12","1,5608660931813396e-11","7,30532808933471e-11","6,574795280401239e-10"
