"timestamp","host","cpu_model","backend","library","library_version","impl","workload","dtype","pattern","nrows","ncols","nnz","num_threads","batches","seconds_target","passes_e2e","seconds_kernel","energy_j","avg_power_w","below_target","bytes_total","bw_gb_s","temp_c","time_mode","energy_mode","omp_proc_bind","omp_places","energy_domain","numa_policy","notes","seconds_wall","kWh_e2e","energy_per_pass_j","kWh_per_pass","seconds_per_pass","M","K","N","flops_per_pass","joule_per_gflop","gflops","flops_per_watt","gb_per_s_kernel","j_per_gb_kernel","market_area","de_price_eur_kwh_run","de_eur_job","de_price_sync","de_eur_job_sync","fr_price_eur_kwh_run","fr_eur_job","fr_price_sync","fr_eur_job_sync","pl_price_eur_kwh_run","pl_eur_job","pl_price_sync","pl_eur_job_sync","price_eur_kwh_run","eur_job","price_sync","eur_job_sync","de_ci_g_per_kwh","de_co2_job_kg","fr_ci_g_per_kwh","fr_co2_job_kg","pl_ci_g_per_kwh","pl_co2_job_kg","de_co2_per_pass_kg","de_co2_job_from_passes_kg","fr_co2_per_pass_kg","fr_co2_job_from_passes_kg","pl_co2_per_pass_kg","pl_co2_job_from_passes_kg"
"2024-09-15 23:43:09+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","0","1","287082","1.0228","92,356","90.3","0","16169606568","15.81","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0228","2,565444444444444e-05","0.00032170599340954845","8,936277594709679e-11","3.5627451390195133e-06","","","","","","","","15.809157770825188","5.711703597215192","DE","0,0925999999999999","2,3756015555555524e-06","0,0783099722222222","2,0089988318209865e-06","0,0549099999999999","1,4086855444444416e-06","0,0518570416666666","1,3303635944907388e-06","0,0923499999999999","2,3691879444444416e-06","0,0950131388888888","2,437509293117281e-06","0,0925999999999999","2,3756015555555524e-06","0,0783099722222222","2,0089988318209865e-06","407,75","1,046059972222222e-05","18,7","4,79738111111111e-07","749,27","1,9222105588888886e-05","3,6437671892428715e-11","0,0","1,6710839102107098e-12","0,0","6,69568471338812e-11","0,0"
"2024-09-15 23:43:10+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","1","1","287082","1.0181","91,902","90.3","0","16169606568","15.88","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0181","2,552833333333333e-05","0.0003201245637135035","8,892348992041764e-11","3.5463735100075935e-06","","","","","","","","15.882139836951183","5.68362622884567","DE","0,0925999999999999","2,363923666666664e-06","0,0783099722222222","1,9991230742129624e-06","0,0549099999999999","1,4017607833333308e-06","0,0518570416666666","1,3238238453472203e-06","0,0923499999999999","2,357541583333331e-06","0,0950131388888888","2,4255270806018494e-06","0,0925999999999999","2,363923666666664e-06","0,0783099722222222","1,9991230742129624e-06","407,75","1,0409177916666664e-05","18,7","4,773798333333333e-07","749,27","1,9127614316666664e-05","3,625855301505029e-11","3,625855301505029e-11","1,6628692615118097e-12","1,6628692615118097e-12","6,662770329267133e-11","6,662770329267133e-11"
"2024-09-15 23:43:11+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","2","1","287082","1.019","91,848","90.1","0","16169606568","15.87","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,019","2,551333333333333e-05","0.00031993646414613244","8,887124004059234e-11","3.54950850279711e-06","","","","","","","","15.868112431795879","5.680286629964713","DE","0,0925999999999999","2,362534666666664e-06","0,0783099722222222","1,9979484246296287e-06","0,0549099999999999","1,4009371333333309e-06","0,0518570416666666","1,3230459897222205e-06","0,0923499999999999","2,35615633333333e-06","0,0950131388888888","2,424101883518516e-06","0,0925999999999999","2,362534666666664e-06","0,0783099722222222","1,9979484246296287e-06","407,75","1,0403061666666665e-05","18,7","4,770993333333333e-07","749,27","1,9116375266666664e-05","3,623724812655153e-11","7,247449625310306e-11","1,6618921887590767e-12","3,3237843775181534e-12","6,658855402521462e-11","1,3317710805042923e-10"
"2024-09-15 23:43:12+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","3","1","287082","1.0183","91,76","90.1","0","16169606568","15.88","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0183","2,548888888888889e-05","0.0003196299315178242","8,878609208828449e-11","3.5470701750719307e-06","","","","","","","","15.879020492978494","5.674844320677228","DE","0,0925999999999999","2,3602711111111087e-06","0,0783099722222222","1,996034180864197e-06","0,0549099999999999","1,3995948888888863e-06","0,0518570416666666","1,321778373148147e-06","0,0923499999999999","2,3538988888888868e-06","0,0950131388888888","2,421779340123455e-06","0,0925999999999999","2,3602711111111087e-06","0,0783099722222222","1,996034180864197e-06","407,75","1,0393094444444444e-05","18,7","4,7664222222222224e-07","749,27","1,9098059777777776e-05","3,6202529048998e-11","1,08607587146994e-10","1,6602999220509198e-12","4,980899766152759e-12","6,652475521898891e-11","1,9957426565696674e-10"
"2024-09-15 23:43:13+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","4","1","287082","1.0186","91,979","90.3","0","16169606568","15.87","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0186","2,554972222222222e-05","0.00032039277976327323","8,8997994378687e-11","3.548115172668436e-06","","","","","","","","15.874343773807189","5.688388249472219","DE","0,0925999999999999","2,365904277777775e-06","0,0783099722222222","2,000798037507716e-06","0,0549099999999999","1,4029352472222195e-06","0,0518570416666666","1,3249330098495353e-06","0,0923499999999999","2,35951684722222e-06","0,0950131388888888","2,4275593060725287e-06","0,0925999999999999","2,365904277777775e-06","0,0783099722222222","2,000798037507716e-06","407,75","1,0417899236111111e-05","18,7","4,777798055555556e-07","749,27","1,9143640369444445e-05","3,6288932207909626e-11","1,451557288316385e-10","1,6642624948814468e-12","6,657049979525787e-12","6,66835272481188e-11","2,667341089924752e-10"
"2024-09-15 23:43:14+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","5","1","287082","1.0198","91,855","90.1","0","16169606568","15.86","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0198","2,551527777777778e-05","0.0003199608474233843","8,887801317316229e-11","3.5522951630544585e-06","","","","","","","","15.855664412629928","5.680719540930763","DE","0,0925999999999999","2,36271472222222e-06","0,0783099722222222","1,9981006940200613e-06","0,0549099999999999","1,4010439027777751e-06","0,0518570416666666","1,3231468228587947e-06","0,0923499999999999","2,3563359027777755e-06","0,0950131388888888","2,4242866312885783e-06","0,0925999999999999","2,36271472222222e-06","0,0783099722222222","1,9981006940200613e-06","407,75","1,0403854513888888e-05","18,7","4,771356944444445e-07","749,27","1,9117832180555555e-05","3,6240009871356924e-11","1,8120004935678464e-10","1,6620188463381348e-12","8,310094231690673e-12","6,65936289302553e-11","3,329681446512765e-10"
"2024-09-15 23:43:15+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","6","1","287082","1.0182","91,836","90.2","0","16169606568","15.88","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0182","2,551e-05","0.0003198946642422722","8,885962895618673e-11","3.546721842539762e-06","","","","","","","","15.880580011785504","5.679544496880056","DE","0,0925999999999999","2,3622259999999978e-06","0,0783099722222222","1,997687391388889e-06","0,0549099999999999","1,4007540999999976e-06","0,0518570416666666","1,3228731329166652e-06","0,0923499999999999","2,3558484999999976e-06","0,0950131388888888","2,4237851730555534e-06","0,0925999999999999","2,3622259999999978e-06","0,0783099722222222","1,997687391388889e-06","407,75","1,0401702500000001e-05","18,7","4,77037e-07","749,27","1,9113877700000002e-05","3,6232513706885136e-11","2,173950822413108e-10","1,6616750614806918e-12","9,970050368884151e-12","6,657985418800202e-11","3,994791251280121e-10"
"2024-09-15 23:43:16+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","7","1","287082","1.0178","91,728","90.1","0","16169606568","15.89","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0178","2,548e-05","0.0003195184651075302","8,875512919653616e-11","3.5453285124110882e-06","","","","","","","","15.886821151503243","5.6728652991181425","DE","0,0925999999999999","2,3594479999999977e-06","0,0783099722222222","1,995338092222222e-06","0,0549099999999999","1,3991067999999974e-06","0,0518570416666666","1,321317421666665e-06","0,0923499999999999","2,3530779999999977e-06","0,0950131388888888","2,4209347788888867e-06","0,0925999999999999","2,3594479999999977e-06","0,0783099722222222","1,995338092222222e-06","407,75","1,0389469999999999e-05","18,7","4,76476e-07","749,27","1,90913996e-05","3,618990392988762e-11","2,5332932750921334e-10","1,6597209159752261e-12","1,1618046411826583e-11","6,650155565308864e-11","4,655108895716205e-10"
"2024-09-15 23:43:17+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","8","1","287082","1.0199","92,012","90.2","0","16169606568","15.85","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0199","2,5558888888888888e-05","0.0003205077294988888","8,902992486080244e-11","3.552643495586627e-06","","","","","","","","15.85410978331209","5.690429115455025","DE","0,0925999999999999","2,3667531111111085e-06","0,0783099722222222","2,0015158789197524e-06","0,0549099999999999","1,4034385888888863e-06","0,0518570416666666","1,3254083660648132e-06","0,0923499999999999","2,360363388888886e-06","0,0950131388888888","2,428430259845677e-06","0,0925999999999999","2,3667531111111085e-06","0,0783099722222222","2,0015158789197524e-06","407,75","1,0421636944444444e-05","18,7","4,779512222222222e-07","749,27","1,9150508677777774e-05","3,6301951861992194e-11","2,9041561489593755e-10","1,6648595948970057e-12","1,3318876759176045e-11","6,670745180045344e-11","5,336596144036275e-10"
"2024-09-15 23:43:18+02:00","rock-ms7a95","Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz","cpu","OpenMP","native-omp","omp","spmv","fp32","STENCIL_5PT_2D","1024","1024","4992","16","9","1","287082","1.0169","91,714","90.2","0","16169606568","15.9","76","kernel","kernel","spread","cores","rapl_pkg","first_touch","byte_model=csr_theoretical;hint=off;","1,0169","2,547611111111111e-05","0.00031946969855302664","8,874158293139629e-11","3.542193519621571e-06","","","","","","","","15.900881667813946","5.671999477186043","DE","0,0925999999999999","2,3590878888888862e-06","0,0783099722222222","1,995033553441357e-06","0,0549099999999999","1,3988932611111086e-06","0,0518570416666666","1,321115755393517e-06","0,0923499999999999","2,3527188611111088e-06","0,0950131388888888","2,4205652833487634e-06","0,0925999999999999","2,3590878888888862e-06","0,0783099722222222","1,995033553441357e-06","407,75","1,0387884305555556e-05","18,7","4,7640327777777777e-07","749,27","1,9088485772222222e-05","3,618438044027684e-11","3,2565942396249157e-10","1,6594676008171105e-12","1,4935208407353993e-11","6,64914058430073e-11","5,984226525870657e-10"
