schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,device_energy_j,total_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok,source_file,session_number,checksum_bool,runtime_per_op_s,kernel_runtime_per_op_s,device_energy_per_op_j,edp_j_s,clock_change_pct,temperature_rise_c,kernel_fraction,throttle_mask,serious_throttle,outlier_scope
cpu-gpu-v2,2026-07-19T15:28:26,20260719_152731_session1,37,37,7,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,8192,N=8192,24,1.003293,1.003279,1.003293,314.299,314.299,-1.0,13.09579167,313.2674869,1.191055314e-11,41.80330658,41.80386479,26388279070000.0,26302.025312,805306368.0,313.267487,in_range,4,16,1605,1605,1605,9501,64,64,64,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session1.csv,1,True,0.041803875,0.041803291666666666,13.095791666666665,0.5474548378593749,0.0,0,0.9999860459506844,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:28:02,20260719_152731_session1,20,20,10,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,16384,N=16384,4,1.331563,1.331548,1.331563,444.697,444.697,-1.0,111.17425,333.966072,1.263904892e-11,332.8870544,332.8908513,35184372090000.0,26423.656026,3221225472.0,333.966072,above,4,16,1590,1590,1590,9501,63,63,63,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session1.csv,1,True,0.33289075,0.332887,111.17425,37.008879463187505,0.0,0,0.9999887350429532,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:29:44,20260719_152731_session2,8,8,8,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,64,N=64,191677,1.000433,1.000421,1.000433,175.805,175.805,-1.0,0.0009171940295,175.7288303,1.749408778e-09,0.005219308137,0.00521937139,100493951000.0,100.451628,49152.0,175.72883,in_range,4,16,1965,1965,1965,9501,57,57,56,0x0,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,5.21936904271248e-06,5.219306437392071e-06,0.000917194029539277,4.787174123938018e-09,0.0,-1,0.9999880051937512,0,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:30:38,20260719_152731_session2,51,51,1,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,128,N=128,192160,1.000612,1.000598,1.000612,179.984,179.984,-1.0,0.0009366361366,179.8738329,2.233114568e-10,0.005207106235,0.005207183956,805977456600.0,805.496145,196608.0,179.873833,in_range,4,16,1950,1950,1950,9501,60,60,60,0x0,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,5.2071815154038304e-06,5.207108659450459e-06,0.0009366361365528727,4.877234376917377e-09,0.0,0,0.9999860085627597,0,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:30:39,20260719_152731_session2,52,52,2,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,128,N=128,192160,0.999148,0.999136,0.999148,178.432,178.432,-1.0,0.0009285595337,178.5842427,2.213858446e-10,0.005199501616,0.005199560273,805977456600.0,806.674237,196608.0,178.584243,in_range,4,16,1950,1950,1950,9501,60,60,59,0x0,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,5.199562864279767e-06,5.1995004163197335e-06,0.0009285595337218984,4.828103668813318e-09,0.0,-1,0.9999879897672818,0,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:30:05,20260719_152731_session2,25,25,5,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,256,N=256,139284,1.000165,1.000149,1.000165,276.852,276.852,-1.0,0.001987679848,276.8062533,5.923747564e-11,0.007180645206,0.007180762083,4673595507000.0,4672.899306,786432.0,276.806253,in_range,4,16,1965,1965,1965,9501,62,62,62,0x0,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,7.180760173458545e-06,7.180645300249849e-06,0.001987679848367364,1.4273052292742488e-08,0.0,0,0.9999840026395644,0,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:30:09,20260719_152731_session2,29,29,9,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,256,N=256,139284,1.000057,1.000041,1.000057,281.032,281.032,-1.0,0.002017690474,281.0158747,6.013186199e-11,0.007179873086,0.007179987522,4673595507000.0,4673.401827,786432.0,281.015875,in_range,4,16,1965,1965,1965,9501,63,62,63,0x0,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,7.179984779299848e-06,7.179869906091151e-06,0.002017690474139169,1.4486986893657525e-08,0.0,1,0.9999840009119481,0,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:31:05,20260719_152731_session2,72,72,2,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,512,N=512,44260,1.002045,1.002034,1.002045,320.352,320.352,-1.0,0.007237957524,319.6982886,2.696349294e-11,0.0226397239,0.02263996331,11880953280000.0,11856.834351,3145728.0,319.698289,in_range,4,16,1830,1830,1830,9501,65,65,65,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,2.2639968368730233e-05,2.26397198373249e-05,0.0072379575237234515,1.6386712939131195e-07,0.0,0,0.9999890224490916,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:31:12,20260719_152731_session2,79,79,9,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,512,N=512,44260,1.002278,1.002266,1.002278,320.956,320.956,-1.0,0.007251604157,320.2266633,2.701433062e-11,0.02264495312,0.02264522286,11880953280000.0,11854.096346,3145728.0,320.226663,in_range,4,16,1822,1815,1830,9501,66,66,66,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,2.2645232715770446e-05,2.2644961590600998e-05,0.007251604157252599,1.6421426370363352e-07,0.8264462809917356,0,0.9999880272738703,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:30:52,20260719_152731_session2,63,63,3,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,2048,N=2048,1329,0.999282,0.999256,0.999282,332.409,332.409,-1.0,0.2501196388,332.6478841,1.455887912e-11,0.7518856603,0.7519050948,22832046150000.0,22849.044864,50331648.0,332.647884,in_range,4,16,1695,1695,1695,9501,64,64,64,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,0.0007519051918735892,0.0007518856282919488,0.2501196388261851,0.00018806625502295552,0.0,0,0.9999739813185867,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:30:53,20260719_152731_session2,64,64,4,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,2048,N=2048,1329,0.999271,0.99926,0.999271,337.223,337.223,-1.0,0.2537419112,337.4689143,1.476972313e-11,0.7518886913,0.7518971392,22832046150000.0,22848.952753,50331648.0,337.468914,in_range,4,16,1695,1695,1695,9501,64,64,64,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,0.0007518969149736644,0.0007518886380737397,0.2537419112114372,0.0001907877602394011,0.0,0,0.9999889919751499,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:30:19,20260719_152731_session2,37,37,7,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,4096,N=4096,180,1.002202,1.00219,1.002202,340.381,340.381,-1.0,1.891005556,339.6329604,1.375887627e-11,5.567721219,5.567791633,24739011620000.0,24684.956031,201326592.0,339.63296,in_range,4,16,1680,1680,1680,9501,64,64,64,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,0.005567788888888889,0.005567722222222222,1.8910055555555554,0.010528719721049382,0.0,0,0.9999880263659421,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:30:31,20260719_152731_session2,47,47,7,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,8192,N=8192,24,1.002316,1.002297,1.002316,346.012,346.012,-1.0,14.41716667,345.2125544,1.31123367e-11,41.76239014,41.76315862,26388279070000.0,26327.794558,805306368.0,345.212554,in_range,4,16,1605,1605,1605,9501,64,64,64,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,0.041763166666666664,0.041762375,14.417166666666667,0.6021065343611111,0.0,0,0.9999810439023222,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:31:27,20260719_152731_session2,89,89,9,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,16384,N=16384,4,1.326713,1.326701,1.326713,442.968,442.968,-1.0,110.742,333.8837925,1.258990778e-11,331.6751404,331.678274,35184372090000.0,26520.205922,3221225472.0,333.883792,above,4,16,1605,1605,1605,9501,65,65,65,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session2.csv,2,True,0.33167825,0.33167525,110.742,36.7307127615,0.0,0,0.9999909550897593,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:33:12,20260719_152731_session3,82,82,2,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,64,N=64,191590,1.001039,1.001029,1.001039,177.86,177.86,-1.0,0.000928336552,177.6753672,1.770661453e-09,0.005224852445,0.005224902959,100448337900.0,100.345035,49152.0,177.675367,in_range,4,16,1965,1965,1965,9501,58,58,58,0x0,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,5.22490213476695e-06,5.22484993997599e-06,0.0009283365520121093,4.85046763239026e-09,0.0,0,0.999990010379216,0,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:32:47,20260719_152731_session3,61,61,1,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,128,N=128,192162,1.000248,1.000231,1.000248,196.625,196.625,-1.0,0.001023225195,196.5763338,2.439558972e-10,0.005205144076,0.005205230842,805985845200.0,805.799789,196608.0,196.576334,in_range,4,16,1950,1950,1950,9501,61,61,61,0x0,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,5.205233084584881e-06,5.2051446175622654e-06,0.001023225195408041,5.3261256401187655e-09,0.0,0,0.9999830042149548,0,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:32:51,20260719_152731_session3,65,65,5,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,128,N=128,192162,1.00012,1.00011,1.00012,176.32,176.32,-1.0,0.0009175591428,176.2988392,2.187631471e-10,0.0052045155,0.005204567126,805985845200.0,805.89711,196608.0,176.298839,in_range,4,16,1950,1950,1950,9501,60,60,60,0x0,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,5.204566979944005e-06,5.2045149405189376e-06,0.0009175591428065902,4.775498016796905e-09,0.0,0,0.9999900011998561,0,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:32:14,20260719_152731_session3,35,35,5,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,256,N=256,138090,1.000676,1.000666,1.000676,277.738,277.738,-1.0,0.002011282497,277.5503407,5.994088939e-11,0.007246477932,0.007246550272,4633531515000.0,4630.447,786432.0,277.550341,in_range,4,16,1950,1950,1950,9501,65,65,65,0x0,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,7.246549351871967e-06,7.24647693533203e-06,0.0020112824969222972,1.4574857874503705e-08,0.0,0,0.9999900067554335,0,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:32:18,20260719_152731_session3,39,39,9,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,256,N=256,138090,1.000117,1.000107,1.000117,304.546,304.546,-1.0,0.002205416757,304.5102852,6.57265412e-11,0.007242428812,0.007242503338,4633531515000.0,4633.035805,786432.0,304.510285,in_range,4,16,1950,1950,1950,9501,64,64,64,0x0,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,7.242501267289448e-06,7.242428850749512e-06,0.0022054167571873414,1.5972733658830704e-08,0.0,0,0.9999900011698633,0,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:33:01,20260719_152731_session3,74,74,4,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,1024,N=1024,8386,1.016628,1.016617,1.016628,331.52,331.52,-1.0,0.03953255426,326.097783,1.840878011e-11,0.121227873,0.1212291414,18008797870000.0,17714.438058,12582912.0,326.097783,in_range,4,16,1605,1605,1605,9501,64,64,64,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,0.00012122919150965896,0.00012122787979966613,0.039532554257095155,4.792499590899373e-06,0.0,0,0.999989179916351,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:33:03,20260719_152731_session3,76,76,6,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,1024,N=1024,8386,1.0142,1.014188,1.0142,367.766,367.766,-1.0,0.04385475793,362.6169628,2.042146303e-11,0.1209382363,0.1209396207,18008797870000.0,17756.862629,12582912.0,362.616963,in_range,4,16,1605,1605,1605,9501,64,64,64,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,0.00012093966134032911,0.0001209382303839733,0.043854757929883144,5.30377957220218e-06,0.0,0,0.9999881680141984,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:32:23,20260719_152731_session3,41,41,1,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,2048,N=2048,1329,0.999967,0.999955,0.999967,333.288,333.288,-1.0,0.2507810384,333.2990749,1.459737765e-11,0.752411922,0.7524204454,22832046150000.0,22833.063488,50331648.0,333.299075,in_range,4,16,1695,1695,1695,9501,65,65,65,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,0.0007524206170052671,0.0007524115876598947,0.2507810383747178,0.00018869282362712678,0.0,0,0.9999879996039869,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:32:28,20260719_152731_session3,46,46,6,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,2048,N=2048,1329,0.998321,0.99831,0.998321,331.839,331.839,-1.0,0.2496907449,332.3972402,1.453391421e-11,0.7511737212,0.751181763,22832046150000.0,22870.700477,50331648.0,332.39724,in_range,4,16,1695,1695,1695,9501,66,66,66,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,0.0007511820917983446,0.0007511738148984198,0.24969074492099322,0.00018756321607243858,0.0,0,0.9999889814999384,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:32:30,20260719_152731_session3,48,48,8,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,2048,N=2048,1329,0.999151,0.999141,0.999151,366.437,366.437,-1.0,0.2757238525,366.7481862,1.604924051e-11,0.7517993201,0.751806997,22832046150000.0,22851.668956,50331648.0,366.748186,in_range,4,16,1695,1695,1695,9501,66,66,66,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,0.0007518066215199398,0.0007517990970654627,0.27572385252069226,0.0002072910180360438,0.0,0,0.9999899915027858,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:32:00,20260719_152731_session3,23,23,3,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,8192,N=8192,24,1.000609,1.000565,1.000609,317.303,317.303,-1.0,13.22095833,317.1099225,1.202439156e-11,41.69019826,41.69203608,26388279070000.0,26373.384479,805306368.0,317.109923,in_range,4,16,1605,1605,1605,9501,66,66,66,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,0.04169204166666667,0.04169020833333333,13.220958333333334,0.5512087457065973,0.0,0,0.999956026779691,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:32:04,20260719_152731_session3,27,27,7,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,8192,N=8192,24,1.001411,1.001399,1.001411,318.935,318.935,-1.0,13.28895833,318.4855389,1.20862372e-11,41.7249705,41.72546854,26388279070000.0,26351.405756,805306368.0,318.485539,in_range,4,16,1605,1605,1605,9501,66,65,66,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,0.04172545833333333,0.04172495833333333,13.288958333333333,0.5544878772309028,0.0,1,0.9999880169081425,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:32:05,20260719_152731_session3,28,28,8,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,8192,N=8192,24,1.001379,1.001368,1.001379,348.517,348.517,-1.0,14.52154167,348.0370006,1.320726521e-11,41.72364807,41.72413175,26388279070000.0,26352.240962,805306368.0,348.037001,in_range,4,16,1605,1605,1605,9501,66,66,66,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,0.041724125,0.041723666666666666,14.521541666666666,0.6058986196927083,0.0,0,0.9999890151481108,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:31:33,20260719_152731_session3,2,2,2,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,16384,N=16384,4,1.328235,1.328223,1.328235,443.668,443.668,-1.0,110.917,334.0283431,1.260980298e-11,332.0558167,332.058648,35184372090000.0,26489.802561,3221225472.0,334.028343,above,4,16,1597,1605,1590,9501,65,65,65,0x4,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session3.csv,3,True,0.33205875,0.33205575,110.917,36.83096037375,-0.9345794392523364,0,0.9999909654541552,4,False,within_session_and_size
cpu-gpu-v2,2026-07-19T15:34:23,20260719_152731_session4,46,46,6,GEMM,cublas_gemm_ex_fp32_pedantic,gpu_resident,NVIDIA GeForce RTX 3090,-1,64,N=64,191712,1.000041,1.000026,1.000041,175.815,175.815,-1.0,0.0009170787431,175.807848,1.749188887e-09,0.005216293195,0.005216369768,100512301100.0,100.509688,49152.0,175.807848,in_range,4,16,1965,1965,1965,9501,56,56,56,0x0,-1,-1,-1.0,-1,t,gemm_3090_20260719_152731_session4.csv,4,True,5.216371432148222e-06,5.216293189784677e-06,0.000917078743114672,4.783823356613773e-09,0.0,0,0.9999850006149749,0,False,within_session_and_size
