timestamp,run_id_global,run_id_per_size,device_name,num_threads,problem_size,batches,gpu_e2e_time_s,gpu_kernel_time_s,wall_time_s,total_energy_j,energy_per_batch_j,energy_per_second_j,energy_per_flop_j,time_per_gemm_ms_kernel,time_per_gemm_ms_e2e,flops_total,gflops_per_s,avg_power_w,below_target,pcie_gen,pcie_width,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses
2026-03-05T17:49:45,1,1,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,0.982030,0.982030,0.982030,36.567899,1.084779e-02,37.237066,5.423895e-09,0.291317,0.291317,6.742000e+09,6.87,37.24,t,,,1200,,25,,3808501229,2534110702,0.665383,510809
2026-03-05T17:52:20,1,1,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,1.000770,1.000770,1.000770,33.702673,9.997826e-03,33.676745,4.998913e-09,0.296876,0.296876,6.742000e+09,6.74,33.68,f,,,3300,,26,,3267351587,2534110718,0.775586,1820643
2026-03-05T17:52:21,2,2,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,1.000085,1.000085,1.000085,33.758886,1.001450e-02,33.756023,5.007251e-09,0.296673,0.296673,6.742000e+09,6.74,33.76,f,,,3300,,26,,3265884177,2533992856,0.775898,1815347
2026-03-05T17:52:22,3,3,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,1.000577,1.000577,1.000577,33.696569,9.996016e-03,33.677149,4.998008e-09,0.296819,0.296819,6.742000e+09,6.74,33.68,f,,,3300,,26,,3267007590,2533992698,0.775631,1819745
2026-03-05T17:52:23,4,4,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,1.000482,1.000482,1.000482,33.790196,1.002379e-02,33.773926,5.011895e-09,0.296791,0.296791,6.742000e+09,6.74,33.77,f,,,3300,,26,,3266571039,2533992699,0.775735,1840884
2026-03-05T17:52:24,5,5,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,1.000521,1.000521,1.000521,33.732641,1.000672e-02,33.715073,5.003358e-09,0.296802,0.296802,6.742000e+09,6.74,33.72,f,,,3300,,26,,3267089510,2533992697,0.775612,1835895
2026-03-05T17:52:25,6,6,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,1.000273,1.000273,1.000273,33.729101,1.000567e-02,33.719891,5.002833e-09,0.296729,0.296729,6.742000e+09,6.74,33.72,f,,,3300,,26,,3266049659,2533992698,0.775859,1819366
2026-03-05T17:52:26,7,7,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,1.000221,1.000221,1.000221,33.690222,9.994133e-03,33.682762,4.997066e-09,0.296714,0.296714,6.742000e+09,6.74,33.68,f,,,3300,,26,,3266339734,2533992697,0.775790,1818531
2026-03-05T17:52:27,8,8,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,1.000488,1.000488,1.000488,33.778050,1.002019e-02,33.761560,5.010093e-09,0.296793,0.296793,6.742000e+09,6.74,33.76,f,,,3300,,26,,3267185882,2533992698,0.775589,1829042
2026-03-05T17:52:28,9,9,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,1.000452,1.000452,1.000452,33.708776,9.999637e-03,33.693547,4.999818e-09,0.296782,0.296782,6.742000e+09,6.74,33.69,f,,,3300,,26,,3266761628,2533992698,0.775690,1804878
2026-03-05T17:52:29,10,10,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,1.000494,1.000494,1.000494,33.788060,1.002316e-02,33.771363,5.011578e-09,0.296795,0.296795,6.742000e+09,6.74,33.77,f,,,3300,,26,,3266840698,2533992697,0.775671,1833754
2026-03-05T17:52:30,11,11,Core(TM) i9-7900X CPU @ 3.30GHz,1,1000000,3371,1.000575,1.000575,1.000575,33.796239,1.002558e-02,33.776827,5.012791e-09,0.296818,0.296818,6.742000e+09,6.74,33.78,f,,,3300,,26,,3266747361,2533992696,0.775693,1828286
