size,hw_class,kwh,setup_id
0,CPU,1.21044444444444e-05,Intel_CPU-only_1t
0,3090,0.0001049662499999,Intel_3090_PCIe3
0,5050,2.41608333333333e-05,AMD_5050_PCIe4
