platform,platform_label,problem_size,runtime_opt_configuration,energy_opt_configuration,same_configuration,runtime_opt_over_energy_opt_energy_ratio,energy_ratio_ci95_low,energy_ratio_ci95_high,runtime_opt_energy_penalty_pct,energy_penalty_classification,runtime_opt_over_energy_opt_runtime_ratio,runtime_ratio_ci95_low,runtime_ratio_ci95_high,runtime_opt_runtime_gain_pct,runtime_gain_classification,analysis_type
INTEL,Intel CPU,1000000,20T,20T,True,1.0,0.688550777656934,1.4523257143109984,0.0,practically_equivalent_or_uncertain,1.0,0.6770178642044618,1.4770658986599452,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
INTEL,Intel CPU,2000000,10T,20T,False,1.0818604476687146,0.9141636797819863,1.2262759121598612,8.186044766871458,uncertain_energy_opt_advantage,0.9522868810324658,0.7748933607227617,1.03293831296592,4.771311896753416,uncertain_runtime_opt_advantage,descriptive_exact_winner_post_selection_independent_sessions
INTEL,Intel CPU,4000000,10T,16T,False,1.1579120264908982,1.0368717959730893,1.2054142928682052,15.791202649089819,clear_energy_opt,0.9443781406704611,0.9128054217918645,0.9621278938821202,5.56218593295389,clear_runtime_opt,descriptive_exact_winner_post_selection_independent_sessions
INTEL,Intel CPU,8000000,16T,4T,False,1.1144550138836578,1.0055083360516908,1.1626263939113894,11.445501388365775,uncertain_energy_opt_advantage,0.7984209634473058,0.7924354403010678,0.8021093791553758,20.157903655269415,clear_runtime_opt,descriptive_exact_winner_post_selection_independent_sessions
INTEL,Intel CPU,16000000,8T,4T,False,1.3162170867186962,1.2545196666650755,1.5691856759272205,31.62170867186962,clear_energy_opt,0.9485694674760292,0.9437794387108853,0.9614230362378711,5.1430532523970784,clear_runtime_opt,descriptive_exact_winner_post_selection_independent_sessions
INTEL,Intel CPU,32000000,8T,4T,False,1.3004186392248378,1.285224885974083,1.404713854411521,30.04186392248378,clear_energy_opt,0.9699469597584922,0.9687244593695625,0.9759814938571957,3.005304024150779,clear_runtime_opt,descriptive_exact_winner_post_selection_independent_sessions
INTEL,Intel CPU,64000000,8T,4T,False,1.3680393374726154,1.293478689664997,1.412905092047025,36.80393374726154,clear_energy_opt,0.9867374349008168,0.9839645665383093,0.988581805781556,1.3262565099183221,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
INTEL,Intel CPU,128000000,8T,4T,False,1.3691154670639112,1.2875329240573938,1.6125958443229036,36.91154670639112,clear_energy_opt,0.991751302239752,0.991052724377393,0.9937467736979386,0.8248697760247947,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
INTEL,Intel CPU,256000000,8T,4T,False,1.3944929355415414,1.320041188579094,1.6400713258698199,39.44929355415414,clear_energy_opt,0.997564150980897,0.9953355221210676,1.0001429816201368,0.2435849019102987,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
AMD,AMD CPU,1000000,8T,8T,True,1.0,0.9770309965719883,1.0235089813000824,0.0,practically_equivalent_or_uncertain,1.0,0.9724303204221352,1.028351316283409,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
AMD,AMD CPU,2000000,10T,8T,False,1.0065441807324222,0.9976469875234167,1.0266571678230743,0.6544180732422245,practically_equivalent_or_uncertain,0.950679171968123,0.9412226720673658,0.9716111757815473,4.932082803187699,clear_runtime_opt,descriptive_exact_winner_post_selection_independent_sessions
AMD,AMD CPU,4000000,64T,64T,True,1.0,0.17036598622013344,5.8697162631270725,0.0,practically_equivalent_or_uncertain,1.0,0.09816520497713815,10.186908897433582,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
AMD,AMD CPU,8000000,20T,16T,False,1.0133726227540696,0.7206982905533753,1.0254332557383148,1.3372622754069585,practically_equivalent_or_uncertain,0.9500060410944065,0.5568003061527319,0.9695729053812047,4.999395890559355,clear_runtime_opt,descriptive_exact_winner_post_selection_independent_sessions
AMD,AMD CPU,16000000,32T,16T,False,1.0151018050185303,1.0092665709429545,1.0217095378699563,1.5101805018530312,practically_equivalent_or_uncertain,0.8112865743214226,0.8016609518728778,0.8166381857056724,18.87134256785774,clear_runtime_opt,descriptive_exact_winner_post_selection_independent_sessions
AMD,AMD CPU,32000000,32T,32T,True,1.0,0.9543492905957156,1.0478343829184267,0.0,practically_equivalent_or_uncertain,1.0,0.9421991768451567,1.0613467137048267,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
AMD,AMD CPU,64000000,10T,4T,False,1.081347610960751,0.9622760519641532,1.1557978049344362,8.134761096075094,uncertain_energy_opt_advantage,0.8270909058969957,0.8224625709604124,0.8287959630938692,17.290909410300426,clear_runtime_opt,descriptive_exact_winner_post_selection_independent_sessions
AMD,AMD CPU,128000000,16T,4T,False,1.2547994283858277,1.1684197718167852,1.2906803317851565,25.47994283858277,clear_energy_opt,0.8632961295734608,0.8592571580274362,0.8667648118519001,13.67038704265392,clear_runtime_opt,descriptive_exact_winner_post_selection_independent_sessions
AMD,AMD CPU,256000000,16T,4T,False,1.3098539177062438,1.1541692075011143,1.3137333221927538,30.985391770624382,clear_energy_opt,0.8795446119517286,0.8735727018693389,0.8808076564653178,12.045538804827139,clear_runtime_opt,descriptive_exact_winner_post_selection_independent_sessions
3090,RTX 3090,1000000,gpu_resident,gpu_resident,True,1.0,0.990568391160656,1.0095214110640993,0.0,practically_equivalent_or_uncertain,1.0,0.9917857132148015,1.0082823201380593,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
3090,RTX 3090,2000000,gpu_resident,gpu_resident,True,1.0,0.9923274696911749,1.0077318531867439,0.0,practically_equivalent_or_uncertain,1.0,0.9947042997033941,1.0053238940438731,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
3090,RTX 3090,4000000,gpu_resident,gpu_resident,True,1.0,0.9843808547171615,1.0158669738526418,0.0,practically_equivalent_or_uncertain,1.0,0.9981877876335806,1.0018155024423967,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
3090,RTX 3090,8000000,gpu_resident,gpu_resident,True,1.0,0.9737569921303819,1.0269502638560815,0.0,practically_equivalent_or_uncertain,1.0,0.9979430268853298,1.002061212974342,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
3090,RTX 3090,16000000,gpu_resident,gpu_resident,True,1.0,0.9880184558379894,1.0121268424604968,0.0,practically_equivalent_or_uncertain,1.0,0.9996480135524793,1.0003521103856043,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
3090,RTX 3090,32000000,gpu_resident,gpu_resident,True,1.0,0.9913532464264456,1.008722172045861,0.0,practically_equivalent_or_uncertain,1.0,0.9995874167217353,1.000412753573487,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
3090,RTX 3090,64000000,gpu_resident,gpu_resident,True,1.0,0.9901313708538046,1.009966989670962,0.0,practically_equivalent_or_uncertain,1.0,0.9997587344102952,1.000241323812837,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
3090,RTX 3090,128000000,gpu_resident,gpu_resident,True,1.0,0.9925696971701092,1.0074859255234923,0.0,practically_equivalent_or_uncertain,1.0,0.9990992661597315,1.000901545893163,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
3090,RTX 3090,256000000,gpu_resident,gpu_resident,True,1.0,0.9915685984520363,1.0085030945525364,0.0,practically_equivalent_or_uncertain,1.0,0.9994141725822004,1.0005861708127333,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
5060ti,RTX 5060 Ti,1000000,gpu_resident,gpu_resident,True,1.0,0.9836023494239812,1.0166710160723198,0.0,practically_equivalent_or_uncertain,1.0,0.9821936087264495,1.0181292070273589,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
5060ti,RTX 5060 Ti,2000000,gpu_resident,gpu_resident,True,1.0,0.9866856552454841,1.0134940086376378,0.0,practically_equivalent_or_uncertain,1.0,0.999989088217717,1.0000109119013512,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
5060ti,RTX 5060 Ti,4000000,gpu_resident,gpu_resident,True,1.0,0.9956014822402579,1.0044179501921238,0.0,practically_equivalent_or_uncertain,1.0,0.9999883737008095,1.0000116264343628,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
5060ti,RTX 5060 Ti,8000000,gpu_resident,gpu_resident,True,1.0,0.974418347461446,1.0262532541645992,0.0,practically_equivalent_or_uncertain,1.0,0.9980775467368745,1.0019261562084136,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
5060ti,RTX 5060 Ti,16000000,gpu_resident,gpu_resident,True,1.0,0.9404603565376501,1.0633090412035526,0.0,practically_equivalent_or_uncertain,1.0,0.9996162784037494,1.0003838688950357,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
5060ti,RTX 5060 Ti,32000000,gpu_resident,gpu_resident,True,1.0,0.994101723360116,1.0059332727237886,0.0,practically_equivalent_or_uncertain,1.0,0.999620177977617,1.0003799663419675,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
5060ti,RTX 5060 Ti,64000000,gpu_resident,gpu_resident,True,1.0,0.9671954648057295,1.0339171722655458,0.0,practically_equivalent_or_uncertain,1.0,0.9992100897457228,1.0007905347057475,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
5060ti,RTX 5060 Ti,128000000,gpu_resident,gpu_resident,True,1.0,0.9894641693715484,1.0106480163249807,0.0,practically_equivalent_or_uncertain,1.0,0.9999620097006242,1.0000379917426934,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
5060ti,RTX 5060 Ti,256000000,gpu_resident,gpu_resident,True,1.0,0.9925232047700304,1.0075331188168057,0.0,practically_equivalent_or_uncertain,1.0,0.9997654034446231,1.000234651603835,0.0,practically_equivalent_or_uncertain,descriptive_exact_winner_post_selection_independent_sessions
