schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,device_energy_j,total_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-18T18:28:12,"20260718_092807_session3",1,1,1,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1",57,1.007929,1.007929,1.007929,50.716545,50.716545,0.000000,8.897639e-01,50.317570,2.405173e-10,17.682967,17.682967,2.108644e+11,209.21,3.883008e+07,50.32,in_range,,,,1340,1340,,83,82,83,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:13,"20260718_092807_session3",2,2,2,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1",57,1.013406,1.013406,1.013406,51.059440,51.059516,0.000076,8.957810e-01,50.384084,2.421438e-10,17.779047,17.779047,2.108644e+11,208.08,3.883008e+07,50.38,in_range,,,,1510,1340,,83,83,83,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:14,"20260718_092807_session3",3,3,3,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1",57,1.002788,1.002788,1.002788,50.463005,50.463005,0.000000,8.853159e-01,50.322684,2.393149e-10,17.592779,17.592779,2.108644e+11,210.28,3.883008e+07,50.32,in_range,,,,1365,1339,,84,83,84,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:15,"20260718_092807_session3",4,4,4,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1",57,1.021753,1.021753,1.021753,51.944081,51.944158,0.000077,9.113010e-01,50.838263,2.463391e-10,17.925495,17.925495,2.108644e+11,206.38,3.883008e+07,50.84,in_range,,,,1364,1339,,84,84,84,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:16,"20260718_092807_session3",5,5,5,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1",57,1.010420,1.010420,1.010420,49.656673,49.656719,0.000046,8.711705e-01,49.144611,2.354912e-10,17.726674,17.726674,2.108644e+11,208.69,3.883008e+07,49.14,in_range,,,,1526,1340,,84,84,84,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:17,"20260718_092807_session3",6,6,6,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1",57,1.007837,1.007837,1.007837,50.787224,50.787270,0.000046,8.910047e-01,50.392353,2.408527e-10,17.681348,17.681348,2.108644e+11,209.22,3.883008e+07,50.39,in_range,,,,1520,1340,,84,84,84,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:18,"20260718_092807_session3",7,7,7,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1",57,1.015918,1.015918,1.015918,51.114738,51.114753,0.000015,8.967501e-01,50.313863,2.424058e-10,17.823121,17.823121,2.108644e+11,207.56,3.883008e+07,50.31,in_range,,,,1365,1340,,84,84,84,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:19,"20260718_092807_session3",8,8,8,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1",57,1.006754,1.006754,1.006754,50.545403,50.545403,0.000000,8.867615e-01,50.206294,2.397057e-10,17.662356,17.662356,2.108644e+11,209.45,3.883008e+07,50.21,in_range,,,,1364,1340,,84,84,84,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:20,"20260718_092807_session3",9,9,9,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1",57,1.008638,1.008638,1.008638,50.524224,50.524239,0.000015,8.863902e-01,50.091565,2.396053e-10,17.695398,17.695398,2.108644e+11,209.06,3.883008e+07,50.09,in_range,,,,1365,1339,,84,84,83,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:21,"20260718_092807_session3",10,10,10,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1",57,1.005322,1.005322,1.005322,49.005673,49.005673,0.000000,8.597486e-01,48.746241,2.324037e-10,17.637230,17.637230,2.108644e+11,209.75,3.883008e+07,48.75,in_range,,,,1364,1494,,84,83,84,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:24,"20260718_092807_session3",11,11,1,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1",405,1.001787,1.001787,1.001787,154.098177,154.098269,0.000092,3.804896e-01,153.823314,1.028524e-10,2.473549,2.473549,1.498247e+12,1495.57,1.435238e+07,153.82,in_range,,,,3161,2879,,81,81,81,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:25,"20260718_092807_session3",12,12,2,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1",405,1.001704,1.001704,1.001704,154.220064,154.220278,0.000214,3.807908e-01,153.957985,1.029338e-10,2.473342,2.473342,1.498247e+12,1495.70,1.435238e+07,153.96,in_range,,,,3439,2880,,81,81,81,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:26,"20260718_092807_session3",13,13,3,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1",405,1.006907,1.006907,1.006907,154.803193,154.803361,0.000168,3.822305e-01,153.741509,1.033230e-10,2.486189,2.486189,1.498247e+12,1487.97,1.435238e+07,153.74,in_range,,,,3304,2985,,81,81,81,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:27,"20260718_092807_session3",14,14,4,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1",405,1.005331,1.005331,1.005331,154.680634,154.680956,0.000322,3.819283e-01,153.860654,1.032413e-10,2.482300,2.482300,1.498247e+12,1490.30,1.435238e+07,153.86,in_range,,,,3554,3022,,81,81,81,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:28,"20260718_092807_session3",15,15,5,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1",405,1.001288,1.001288,1.001288,154.488923,154.489137,0.000214,3.814547e-01,154.290336,1.031132e-10,2.472317,2.472317,1.498247e+12,1496.32,1.435238e+07,154.29,in_range,,,,3554,2880,,82,81,82,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:29,"20260718_092807_session3",16,16,6,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1",405,1.001301,1.001301,1.001301,154.933075,154.933335,0.000260,3.825514e-01,154.732039,1.034097e-10,2.472348,2.472348,1.498247e+12,1496.30,1.435238e+07,154.73,in_range,,,,3440,2880,,82,82,82,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:30,"20260718_092807_session3",17,17,7,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1",405,1.001147,1.001147,1.001147,154.917938,154.918014,0.000076,3.825136e-01,154.740509,1.033995e-10,2.471968,2.471968,1.498247e+12,1496.53,1.435238e+07,154.74,in_range,,,,3439,2879,,82,82,82,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-18T18:28:31,"20260718_092807_session3",18,18,8,"CONV2D","brg_conv_fwd:avx512_core",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1",405,1.001825,1.001825,1.001825,155.055145,155.055314,0.000169,3.828526e-01,154.772899,1.034911e-10,2.473641,2.473641,1.498247e+12,1495.52,1.435238e+07,154.77,in_range,,,,3440,3044,,82,82,82,,-1,-1,-1.000000,-1,t
