platform,platform_label,device_kind,energy_domain,session_number,problem_size,configuration,num_threads,runtime_per_op_s,kernel_runtime_per_op_s,primary_energy_per_op_j,total_energy_per_op_j,dram_energy_per_op_j,primary_power_w,total_power_w,edp_primary_j_s,edp_total_j_s,throughput_gflops_exact,primary_efficiency_gflop_per_j,logical_bandwidth_gb_s,logical_gb_per_j,temp_c,clock_before_mhz,clock_after_mhz,clock_change_pct,batches,working_set_bytes,operational_intensity_flop_per_byte
5060ti,RTX 5060 Ti,GPU,GPU board NVML,1,1000000,gpu_resident,-1,8.188119217227545e-06,8.188082371243758e-06,0.0011522025710308688,0.0011522025710308688,,140.7151929643303,140.7151929643303,9.434452221532549e-09,9.434452221532549e-09,244.25633615520192,1.7358059224764029,1465.5380169312116,10.414835534858419,69.0,2745.0,2745.0,0.0,122130.0,12000000.0,0.16666666666666666
5060ti,RTX 5060 Ti,GPU,GPU board NVML,2,1000000,gpu_resident,-1,8.188016867272578e-06,8.18807827724556e-06,0.0011647752394988945,0.0011647752394988945,,142.2140030080568,142.2140030080568,9.541900009177554e-09,9.541900009177554e-09,244.25938935158769,1.7170878144758097,1465.556336109526,10.302526886854857,70.0,2745.0,2745.0,0.0,122130.0,12000000.0,0.16666666666666666
5060ti,RTX 5060 Ti,GPU,GPU board NVML,3,1000000,gpu_resident,-1,8.188328011135675e-06,8.18809874723655e-06,0.0011795218210103988,0.0011795218210103988,,144.0495981328944,144.0495981328944,9.658282593466769e-09,9.658282593466769e-09,244.2501078706923,1.6956023761359413,1465.5006472241537,10.173614256815647,70.0,2745.0,2745.0,0.0,122130.0,12000000.0,0.16666666666666666
5060ti,RTX 5060 Ti,GPU,GPU board NVML,4,1000000,gpu_resident,-1,8.18810284123475e-06,8.18807827724556e-06,0.0011807213624826004,0.0011807213624826004,,144.19976957440963,144.19976957440963,9.667858277018819e-09,9.667858277018819e-09,244.25682466127938,1.6938798108285267,1465.5409479676762,10.163278864971158,70.0,2737.0,2737.0,0.0,122130.0,12000000.0,0.16666666666666666
5060ti,RTX 5060 Ti,GPU,GPU board NVML,5,1000000,gpu_resident,-1,8.188082371243758e-06,8.18807827724556e-06,0.0011669327765495784,0.0011669327765495784,,142.51507646584383,142.51507646584383,9.555003855055932e-09,9.555003855055932e-09,244.25743529699042,1.7138962218919658,1465.5446117819424,10.283377331351794,69.5,2745.0,2745.0,0.0,122130.0,12000000.0,0.16666666666666666
5060ti,RTX 5060 Ti,GPU,GPU board NVML,1,2000000,gpu_resident,-1,1.4329450199888234e-05,1.4329106306151398e-05,0.002134340655404147,0.002134340655404147,,148.9481378670368,148.9481378670368,3.058386696567856e-08,3.058386696567856e-08,279.14539247508594,1.8741151767201412,1674.8723548505156,11.244691060320847,70.5,2752.0,2752.0,0.0,69789.0,24000000.0,0.16666666666666666
5060ti,RTX 5060 Ti,GPU,GPU board NVML,2,2000000,gpu_resident,-1,1.4328955852641533e-05,1.432911347060425e-05,0.002142622762899597,0.002142622762899597,,149.53105146849492,149.53105146849492,3.070228481921165e-08,3.070228481921165e-08,279.15502295748945,1.8668711757766259,1674.9301377449367,11.201227054659753,72.0,2745.0,2745.0,0.0,69789.0,24000000.0,0.16666666666666666
5060ti,RTX 5060 Ti,GPU,GPU board NVML,3,2000000,gpu_resident,-1,1.4329471693246787e-05,1.4329120635057102e-05,0.0021713880410953014,0.0021713880410953014,,151.5329386824527,151.5329386824527,3.111485902673696e-08,3.111485902673696e-08,279.14497377360567,1.8421401998438949,1674.8698426416345,11.05284119906337,73.0,2745.0,2745.0,0.0,69789.0,24000000.0,0.16666666666666666
5060ti,RTX 5060 Ti,GPU,GPU board NVML,4,2000000,gpu_resident,-1,1.4329228101849862e-05,1.4329127799509952e-05,0.0021629841379013884,0.0021629841379013884,,150.89656707086343,150.89656707086343,3.100468757433682e-08,3.100468757433682e-08,279.1497191313893,1.8492977044493562,1674.898314788336,11.095786226696138,73.0,2745.0,2745.0,0.0,69789.0,24000000.0,0.16666666666666666
5060ti,RTX 5060 Ti,GPU,GPU board NVML,5,2000000,gpu_resident,-1,1.4329084812792848e-05,1.4329120635057102e-05,0.002148375818538738,0.002148375818538738,,149.9313507551417,149.9313507551417,3.078421313778306e-08,3.078421313778306e-08,279.1525105936874,1.8618716599334975,1674.9150635621243,11.171229959600986,71.5,2745.0,2745.0,0.0,69789.0,24000000.0,0.16666666666666666
