platform,platform_label,problem_size,metric,dense_best_configuration,strided_best_configuration,configuration_changed,analysis_type,strided_median,dense_median,strided_over_dense_ratio,ci95_low,ci95_high,classification,probability_strided_lower,cliffs_delta_strided_minus_dense
INTEL,Intel CPU,64,runtime_s,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,2.476036837876259e-06,2.2546644398164424e-06,1.0981841883654488,0.9755089381687185,1.2644135398846896,uncertain_strided_higher,0.24,0.52
INTEL,Intel CPU,64,energy_j,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,0.0001315633664435,0.0001226988152536,1.0722464285541657,0.8495240003455891,1.6521361065118065,uncertain_strided_higher,0.24,0.52
INTEL,Intel CPU,64,edp_j_s,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,3.229599081398164e-10,2.7486604971657544e-10,1.1749719853464344,0.8257040415514251,2.026457398071118,uncertain_strided_higher,0.24,0.52
INTEL,Intel CPU,64,power_w,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,53.61573401051566,54.97036828195608,0.9753570093528904,0.875223559763365,1.3087523800186263,uncertain_strided_lower,0.44,0.12
INTEL,Intel CPU,128,runtime_s,10T,8T,True,descriptive_native_best_post_selection_independent_sessions,1.178946383237596e-05,1.2571068788372388e-05,0.9378250991101589,0.8737448538618526,1.019201922721969,uncertain_strided_lower,0.8,-0.6
INTEL,Intel CPU,128,energy_j,4T,4T,False,descriptive_native_best_post_selection_independent_sessions,0.0011816319297914,0.0012227639253655,0.9663614580698354,0.8245020447455093,1.0274725783584877,uncertain_strided_lower,0.72,-0.44
INTEL,Intel CPU,128,edp_j_s,4T,4T,False,descriptive_native_best_post_selection_independent_sessions,1.4631661135124886e-08,1.60855323067685e-08,0.9096162225833303,0.758925605826273,1.0208978911852578,uncertain_strided_lower,0.8,-0.6
INTEL,Intel CPU,128,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,64.36293161881053,60.8473368895535,1.057777298218299,0.9367759740968121,1.2754318865314644,uncertain_strided_higher,0.28,0.44
INTEL,Intel CPU,256,runtime_s,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,3.926455906821964e-05,3.945221954115439e-05,0.9952433481533531,0.9596542107950379,1.039391147932527,practically_equivalent_or_uncertain,0.64,-0.28
INTEL,Intel CPU,256,energy_j,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,0.0055139437543533,0.0055113264120244,1.0004749024342288,0.946535637697538,1.0882305843159752,practically_equivalent_or_uncertain,0.36,0.28
INTEL,Intel CPU,256,edp_j_s,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,2.177878856343998e-07,2.1684149624597985e-07,1.0043644293403435,0.9108326558240927,1.11732165958497,practically_equivalent_or_uncertain,0.4,0.2
INTEL,Intel CPU,256,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,65.04245649877507,64.53960357926127,1.0077913853142317,0.9042281466609867,1.1057213205262704,practically_equivalent_or_uncertain,0.32,0.36
INTEL,Intel CPU,512,runtime_s,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,0.0002529232124874,0.0002532285750188,0.9987941229327009,0.8501413042229353,1.0391613190998044,practically_equivalent_or_uncertain,0.56,-0.12
INTEL,Intel CPU,512,energy_j,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,0.0398910669031931,0.0378899667030567,1.0528134589248652,0.9723583744390408,1.0694491176172658,uncertain_strided_higher,0.2,0.6
INTEL,Intel CPU,512,edp_j_s,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,1.0301292962434046e-05,9.863923528014535e-06,1.044340310747274,0.8160835492168127,1.130207230820617,uncertain_strided_higher,0.36,0.28
INTEL,Intel CPU,512,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,60.57970323716611,58.83063785106185,1.0297305188247705,0.9471925781959503,1.306714173532819,uncertain_strided_higher,0.28,0.44
INTEL,Intel CPU,1024,runtime_s,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,0.001775143738977,0.0017181529605263,1.033169793237293,0.9750386435077765,1.1410378122021638,uncertain_strided_higher,0.16,0.68
INTEL,Intel CPU,1024,energy_j,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,0.2627173336594912,0.2641295251677852,0.9946534129139976,0.9457043303753446,1.0434443329407084,practically_equivalent_or_uncertain,0.52,-0.04
INTEL,Intel CPU,1024,edp_j_s,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,0.0004816048394413,0.0004620644390444,1.0422893405026183,0.9585798942558686,1.145523912378096,uncertain_strided_higher,0.24,0.52
INTEL,Intel CPU,1024,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,63.12682519519551,62.664448741543055,1.007378608811505,0.8956260329896694,1.1436284160838632,practically_equivalent_or_uncertain,0.4,0.2
INTEL,Intel CPU,2048,runtime_s,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,0.013799102739726,0.0140407697368421,0.9827881945473417,0.9039426798977462,1.0682096192178492,practically_equivalent_or_uncertain,0.68,-0.36
INTEL,Intel CPU,2048,energy_j,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,2.131461861842105,2.109212522058824,1.010548647682768,0.9783524408265064,1.0561933410216013,practically_equivalent_or_uncertain,0.32,0.36
INTEL,Intel CPU,2048,edp_j_s,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,0.0290607425685601,0.0300952732327889,0.9656248123674891,0.9204126766103814,1.0830460436372447,uncertain_strided_lower,0.52,-0.04
INTEL,Intel CPU,2048,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,60.42741198335104,64.90370214427105,0.9310318207893612,0.7992840988292632,1.083155729759827,uncertain_strided_lower,0.8,-0.6
INTEL,Intel CPU,4096,runtime_s,10T,10T,False,descriptive_native_best_post_selection_independent_sessions,0.1056568,0.10153,1.0406461144489314,0.993782790840292,1.067100018070023,uncertain_strided_higher,0.12,0.76
INTEL,Intel CPU,4096,energy_j,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,17.423373222222224,16.9457696,1.0281842391048575,0.9969174382934474,1.0801545230599876,uncertain_strided_higher,0.16,0.68
INTEL,Intel CPU,4096,edp_j_s,10T,10T,False,descriptive_native_best_post_selection_independent_sessions,1.90173232383973,1.75826401362441,1.081596568606088,1.0568572967193368,1.1217678028340492,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,4096,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,64.36416879756636,60.60238085438132,1.062073269897169,0.8723129099748922,1.1990872918738882,uncertain_strided_higher,0.44,0.12
INTEL,Intel CPU,8192,runtime_s,10T,10T,False,descriptive_native_best_post_selection_independent_sessions,0.92879425,0.755188,1.2298848101399917,1.1493240885866893,1.313296490410335,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,energy_j,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,144.80790275,127.089915,1.1394130112527026,1.0755572186825366,1.1775708699623693,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,edp_j_s,10T,10T,False,descriptive_native_best_post_selection_independent_sessions,138.64133311603737,99.85258643626275,1.3884601096891365,1.3143562218367217,1.521377547052296,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,65.15226594110348,65.50541201185831,0.9946089023806017,0.8619469242754814,1.1385373099211358,practically_equivalent_or_uncertain,0.52,-0.04
INTEL,Intel CPU,16384,runtime_s,10T,10T,False,descriptive_native_best_post_selection_independent_sessions,7.504099,6.532229,1.1487807607479774,1.0729166942638981,1.1579777634334945,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,energy_j,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,1154.6073645,1081.9571905,1.0671469949438817,0.9597951856303135,1.128708479122408,uncertain_strided_higher,0.16,0.68
INTEL,Intel CPU,16384,edp_j_s,10T,8T,True,descriptive_native_best_post_selection_independent_sessions,8910.065139680819,7227.848157785047,1.2327410517172903,1.077840980882774,1.2993291019468913,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,57.911406879796864,56.074379101964325,1.032760554949563,0.9890692468152923,1.1233129189385889,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,64,runtime_s,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,6.138008702643321e-06,6.127075280692067e-06,1.0017844438741772,0.9963527555525283,1.0099213739189346,practically_equivalent_or_uncertain,0.36,0.28
AMD,AMD CPU,64,energy_j,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,0.0004390853733376,0.0004459453095281,0.9846170908317005,0.970959410036901,1.0066023058511717,practically_equivalent_or_uncertain,0.76,-0.52
AMD,AMD CPU,64,edp_j_s,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,2.693620855628583e-09,2.7324931305866e-09,0.9857740630624487,0.9665803274545836,1.0165323948901424,practically_equivalent_or_uncertain,0.76,-0.52
AMD,AMD CPU,64,power_w,8T,8T,False,descriptive_native_best_post_selection_independent_sessions,71.70195036390024,72.75567523662829,0.9855169391349754,0.9772006464692143,0.9977634886905038,practically_equivalent_or_uncertain,0.92,-0.84
AMD,AMD CPU,128,runtime_s,4T,4T,False,descriptive_native_best_post_selection_independent_sessions,1.3358346501653231e-05,1.4477002407821068e-05,0.9227287614759605,0.9056920980837846,0.9278256412366962,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,energy_j,4T,4T,False,descriptive_native_best_post_selection_independent_sessions,0.0015195568035815,0.0016263004085608,0.934364152885036,0.9171691958387997,0.9417964415282232,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,edp_j_s,4T,4T,False,descriptive_native_best_post_selection_independent_sessions,2.0253929201305706e-08,2.3492050405638932e-08,0.8621609800583451,0.8288605778430275,0.8735594930164655,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,128,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,73.45790845556103,74.51417589577596,0.9858246108540158,0.9759446147649777,1.0009490253105364,practically_equivalent_or_uncertain,0.88,-0.76
