platform,platform_label,problem_size,metric,dense_best_configuration,strided_best_configuration,configuration_changed,analysis_type,strided_median,dense_median,strided_over_dense_ratio,ci95_low,ci95_high,classification,probability_strided_lower,cliffs_delta_strided_minus_dense
AMD,AMD CPU,256,runtime_s,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,6.577063919149494e-05,7.063734392735529e-05,0.9311029483092491,0.8914410027514624,1.0310339050241866,uncertain_strided_lower,0.84,-0.68
AMD,AMD CPU,256,energy_j,4T,4T,False,descriptive_native_best_post_selection_independent_sessions,0.0104298685214075,0.0104991572671888,0.9934005421560991,0.9841596947757888,1.0067609517233669,practically_equivalent_or_uncertain,0.64,-0.28
AMD,AMD CPU,256,edp_j_s,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,7.718843541403335e-07,8.528004993398196e-07,0.9051171460826701,0.8424433781312768,1.0736406700157284,uncertain_strided_lower,0.76,-0.52
AMD,AMD CPU,256,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,74.93777049720815,75.96983213358709,0.9864148490605569,0.9784343938711646,0.9957247283834755,practically_equivalent_or_uncertain,1.0,-1.0
AMD,AMD CPU,512,runtime_s,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,0.0003210643998746,0.0003065232558139,1.0474389586593988,0.952279291868866,1.124136348709649,uncertain_strided_higher,0.28,0.44
AMD,AMD CPU,512,energy_j,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,0.0675389177373864,0.0648808432497734,1.0409685564255098,0.9810542000190187,1.0775651929400079,uncertain_strided_higher,0.2,0.6
AMD,AMD CPU,512,edp_j_s,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,2.168275909047525e-05,1.98758411106551e-05,1.0909102648668032,0.9346095597904173,1.211690246483095,uncertain_strided_higher,0.24,0.52
AMD,AMD CPU,512,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,75.33608745718931,76.5672108889856,0.983921009822582,0.9697491854721307,0.9980138113758736,practically_equivalent_or_uncertain,1.0,-1.0
AMD,AMD CPU,1024,runtime_s,64T,32T,True,descriptive_native_best_post_selection_independent_sessions,0.0016064703525641,0.0017508977272727,0.9175123866694553,0.8360384527918293,1.0229150537803806,uncertain_strided_lower,0.84,-0.68
AMD,AMD CPU,1024,energy_j,16T,16T,False,descriptive_native_best_post_selection_independent_sessions,0.4434588682242991,0.4488921007604562,0.9878963507556653,0.979996711305908,1.0058099928279276,practically_equivalent_or_uncertain,0.8,-0.6
AMD,AMD CPU,1024,edp_j_s,16T,32T,True,descriptive_native_best_post_selection_independent_sessions,0.0007378120717038,0.0008576660325907,0.8602556748984633,0.8371481600367743,1.0164137815438217,uncertain_strided_lower,0.84,-0.68
AMD,AMD CPU,1024,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,75.61701065841486,76.93402029134462,0.982881310141569,0.9741049465910674,0.9961886035360712,practically_equivalent_or_uncertain,0.96,-0.92
AMD,AMD CPU,2048,runtime_s,64T,64T,False,descriptive_native_best_post_selection_independent_sessions,0.0083304173553719,0.0084523949579831,0.9855688709274057,0.9648277061411198,1.0067119969066183,practically_equivalent_or_uncertain,0.76,-0.52
AMD,AMD CPU,2048,energy_j,64T,64T,False,descriptive_native_best_post_selection_independent_sessions,1.998782991735537,2.1149090714285714,0.9450916915238375,0.928739876867627,0.9731255152431956,clear_strided_lower,1.0,-1.0
AMD,AMD CPU,2048,edp_j_s,64T,64T,False,descriptive_native_best_post_selection_independent_sessions,0.0166475496378321,0.017877733615508,0.9311890419595034,0.899558986428254,0.973291443880676,clear_strided_lower,0.96,-0.92
AMD,AMD CPU,2048,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,77.02375298432503,78.09435152707687,0.9862909605904002,0.9599656431495317,1.0073429196064785,practically_equivalent_or_uncertain,0.68,-0.36
AMD,AMD CPU,4096,runtime_s,32T,32T,False,descriptive_native_best_post_selection_independent_sessions,0.0542776052631578,0.0533719210526315,1.0169693013229406,0.9721503367979237,1.0801623905831197,practically_equivalent_or_uncertain,0.32,0.36
AMD,AMD CPU,4096,energy_j,64T,64T,False,descriptive_native_best_post_selection_independent_sessions,14.17582722222222,14.10396963888889,1.005094848129508,0.9552931513726414,1.0364005827576874,practically_equivalent_or_uncertain,0.56,-0.12
AMD,AMD CPU,4096,edp_j_s,64T,32T,True,descriptive_native_best_post_selection_independent_sessions,0.8247222312194875,0.8068935694201573,1.022095431758295,0.9231452499671642,1.1236481998872916,uncertain_strided_higher,0.36,0.28
AMD,AMD CPU,4096,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,79.02234072550539,78.83119377307892,1.002424762879739,0.9716382235984383,1.0167281309789395,practically_equivalent_or_uncertain,0.44,0.12
AMD,AMD CPU,8192,runtime_s,32T,32T,False,descriptive_native_best_post_selection_independent_sessions,0.4591805,0.4649546666666666,0.9875812265568543,0.9446247158496738,1.0122074408019004,practically_equivalent_or_uncertain,0.76,-0.52
AMD,AMD CPU,8192,energy_j,64T,64T,False,descriptive_native_best_post_selection_independent_sessions,116.35490383333334,116.891187,0.9954121163414427,0.9764263978829018,1.0146403247533984,practically_equivalent_or_uncertain,0.6,-0.2
AMD,AMD CPU,8192,edp_j_s,64T,64T,False,descriptive_native_best_post_selection_independent_sessions,55.82766280139056,57.321049020204,0.9739469837984461,0.9369342418541836,1.020212169099268,uncertain_strided_lower,0.68,-0.36
AMD,AMD CPU,8192,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,76.72868226451855,79.20143700085953,0.9687789157624231,0.9624257414185463,0.9892032116447208,uncertain_strided_lower,1.0,-1.0
AMD,AMD CPU,16384,runtime_s,32T,32T,False,descriptive_native_best_post_selection_independent_sessions,3.469416,3.638703,0.9534760050490517,0.9126585764213239,0.9985431622201647,uncertain_strided_lower,0.92,-0.84
AMD,AMD CPU,16384,energy_j,64T,64T,False,descriptive_native_best_post_selection_independent_sessions,921.1224775,954.040491,0.9654962092169733,0.9426892680640743,1.0002777747359572,uncertain_strided_lower,0.88,-0.76
AMD,AMD CPU,16384,edp_j_s,64T,64T,False,descriptive_native_best_post_selection_independent_sessions,3382.1318630827923,3650.454205423579,0.9264961762998881,0.8779539322804942,0.992991300609708,uncertain_strided_lower,0.92,-0.84
AMD,AMD CPU,16384,power_w,1T,1T,False,descriptive_native_best_post_selection_independent_sessions,74.95661311303974,77.10004515266701,0.9721993413183737,0.9668511506563708,0.9983428904991773,uncertain_strided_lower,0.92,-0.84
3090,RTX 3090,64,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,5.265390629524527e-06,5.217029646225186e-06,1.0092698310300638,1.007803504258909,1.0097088025579999,practically_equivalent_or_uncertain,0.0,1.0
3090,RTX 3090,64,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0009341966020311,0.0008412728598968,1.1104561273326932,1.0943875948669506,1.1167967946578443,clear_strided_higher,0.0,1.0
3090,RTX 3090,64,edp_j_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,4.919391837770915e-09,4.3884049941422e-09,1.1209976846570668,1.1042751726952251,1.1278747223467906,clear_strided_higher,0.0,1.0
3090,RTX 3090,64,power_w,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,177.4047055,161.272674,1.1000295406523737,1.0839908966847043,1.1058331898208666,clear_strided_higher,0.0,1.0
3090,RTX 3090,128,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,5.186626183838249e-06,5.161102740856931e-06,1.0049453468111118,1.0006751613842626,1.0063305552416988,practically_equivalent_or_uncertain,0.04,0.92
3090,RTX 3090,128,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0010086930828564,0.0009229959547593,1.0928466995496728,1.0809273190203712,1.1046225350958003,clear_strided_higher,0.0,1.0
3090,RTX 3090,128,edp_j_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,5.234266457310598e-09,4.763598433803592e-09,1.098805142802768,1.0862146006946294,1.1126597181459639,clear_strided_higher,0.0,1.0
3090,RTX 3090,128,power_w,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,194.488466,178.839948,1.0875001260903967,1.0773453220921025,1.0989250277168199,clear_strided_higher,0.0,1.0
3090,RTX 3090,256,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,7.282658879559572e-06,7.180509782803805e-06,1.01422588365528,1.0054328544414095,1.0143428623348325,practically_equivalent_or_uncertain,0.0,1.0
3090,RTX 3090,256,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0021616795683107,0.0019915961861547,1.0854005361821817,1.0703448394625432,1.0916306837704102,clear_strided_higher,0.0,1.0
3090,RTX 3090,256,edp_j_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,1.5742947946253712e-08,1.4299542522828053e-08,1.100940671432067,1.0763306395876238,1.1071982428529257,clear_strided_higher,0.0,1.0
3090,RTX 3090,256,power_w,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,296.822251,277.2113545,1.0707434821180817,1.0588609655958374,1.0814651233850057,clear_strided_higher,0.0,1.0
3090,RTX 3090,512,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,2.2870950780696337e-05,2.269167419792137e-05,1.0079005445438391,1.0036709166565119,1.0111335488199793,practically_equivalent_or_uncertain,0.0,1.0
3090,RTX 3090,512,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0075230361588889,0.0072134093990058,1.0429237747029545,0.9602164989461776,1.0577669321821515,uncertain_strided_higher,0.2,0.6
3090,RTX 3090,512,edp_j_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,1.7185056457694625e-07,1.6351774961251068e-07,1.0509596969392123,0.968950240868667,1.0669299327292636,uncertain_strided_higher,0.2,0.6
3090,RTX 3090,512,power_w,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,329.034089,317.8530975,1.0351766007251195,0.9526353758437104,1.0513638615713035,uncertain_strided_higher,0.2,0.6
3090,RTX 3090,1024,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0001221521401243,0.0001209905795373,1.0096004217141707,1.00757056469983,1.0126180913930523,practically_equivalent_or_uncertain,0.0,1.0
3090,RTX 3090,1024,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0405251289432649,0.0399124833676061,1.0153497232937412,0.9994665951005299,1.0305806923289877,practically_equivalent_or_uncertain,0.12,0.76
3090,RTX 3090,1024,edp_j_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,4.94656256546926e-06,4.834098283702735e-06,1.0232647900738134,1.0078075492276757,1.0425651369629525,uncertain_strided_higher,0.0,1.0
3090,RTX 3090,1024,power_w,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,332.30662800000005,329.916699,1.0072440376835852,0.99004927301361,1.0188766888717058,practically_equivalent_or_uncertain,0.2,0.6
3090,RTX 3090,2048,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0007647087155963,0.0007522031602708,1.0166252363536972,1.0138489504377521,1.018769149773204,practically_equivalent_or_uncertain,0.0,1.0
3090,RTX 3090,2048,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.2575174506828528,0.250474416854778,1.0281187752286824,1.0255164067545335,1.0423521295796692,clear_strided_higher,0.0,1.0
3090,RTX 3090,2048,edp_j_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0001971587218874,0.0001885706667215,1.045542900787341,1.0397161786593423,1.0609995628343734,clear_strided_higher,0.0,1.0
3090,RTX 3090,2048,power_w,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,337.199192,332.7494845,1.0133725451346267,1.0090766608460775,1.0224130893670251,practically_equivalent_or_uncertain,0.0,1.0
3090,RTX 3090,4096,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0055562472222222,0.0055513555555555,1.0008811661616241,0.9974739940942298,1.0020960846399858,practically_equivalent_or_uncertain,0.48,0.04
3090,RTX 3090,4096,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,1.798779005524862,1.7184388888888886,1.0467518031368108,1.0411329465223302,1.055556813367014,clear_strided_higher,0.0,1.0
3090,RTX 3090,4096,edp_j_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.009979714305943,0.0095613850675,1.043751949690316,1.0409836153500722,1.0566739593728425,clear_strided_higher,0.0,1.0
3090,RTX 3090,4096,power_w,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,324.218193,309.6614715,1.0470085007007401,1.0410719393806167,1.0555061444513794,clear_strided_higher,0.0,1.0
3090,RTX 3090,8192,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.041750125,0.0417390208333333,1.0002660380249704,0.9989029048348466,1.0017892499228693,practically_equivalent_or_uncertain,0.4,0.2
3090,RTX 3090,8192,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,13.693625,13.143166666666668,1.0418817129306737,1.033447024397659,1.047325256973867,clear_strided_higher,0.0,1.0
3090,RTX 3090,8192,edp_j_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.572001785139757,0.5482763006675347,1.0432728615906544,1.0344560326629682,1.0470066412657943,clear_strided_higher,0.0,1.0
3090,RTX 3090,8192,power_w,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,327.740274,315.195922,1.0397985859728223,1.0318757421787916,1.0468614215908174,clear_strided_higher,0.0,1.0
3090,RTX 3090,16384,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.332657375,0.33249425,1.0004906099879922,0.9987630204668321,1.0037909986942788,practically_equivalent_or_uncertain,0.24,0.52
3090,RTX 3090,16384,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,111.708625,103.623875,1.0780201473839885,1.0711910686631283,1.100883684704257,clear_strided_higher,0.0,1.0
3090,RTX 3090,16384,edp_j_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,37.24682131112501,34.50502702403125,1.0794607198882709,1.0717274431317296,1.100804340618789,clear_strided_higher,0.0,1.0
3090,RTX 3090,16384,power_w,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,335.95082449999995,311.1984275,1.0795389526831718,1.0681344625279565,1.1015776003559659,clear_strided_higher,0.0,1.0
5060ti,RTX 5060 Ti,64,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,9.824193706499364e-06,9.9198e-06,0.9903620744873248,0.9750328745136755,1.005648041003444,practically_equivalent_or_uncertain,0.84,-0.68
5060ti,RTX 5060 Ti,64,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0003301833153612,0.0003328180970606,0.9920834181714576,0.9809039673244928,1.0031555273710688,practically_equivalent_or_uncertain,0.8,-0.6
5060ti,RTX 5060 Ti,64,edp_j_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,3.241224180560288e-09,3.305062765486325e-09,0.9806846073869815,0.9570335395128892,1.0060547919616416,practically_equivalent_or_uncertain,0.8,-0.6
5060ti,RTX 5060 Ti,64,power_w,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,33.572706,33.558896000000004,1.0004115153251762,0.9877788921024402,1.0175102899690143,practically_equivalent_or_uncertain,0.48,0.04
5060ti,RTX 5060 Ti,128,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,9.844514270493175e-06,9.920571233570831e-06,0.9923334089048943,0.9813179609823581,1.0057880882188794,practically_equivalent_or_uncertain,0.88,-0.76
5060ti,RTX 5060 Ti,128,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0004243214979824,0.0004186242111759,1.0136095492195651,0.962699993416576,1.0508027888419469,practically_equivalent_or_uncertain,0.32,0.36
5060ti,RTX 5060 Ti,128,edp_j_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,4.177338209321127e-09,4.203116042249507e-09,0.9938669709165147,0.9584464692119798,1.0514483484149721,practically_equivalent_or_uncertain,0.52,-0.04
5060ti,RTX 5060 Ti,128,power_w,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,43.2283795,41.7281745,1.0359518483129426,0.981706475565482,1.05870374224015,uncertain_strided_higher,0.2,0.6
5060ti,RTX 5060 Ti,256,runtime_s,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,1.63740113641946e-05,1.637327853013903e-05,1.000044757930076,0.9996580575610896,1.0003552504571327,practically_equivalent_or_uncertain,0.44,0.12
5060ti,RTX 5060 Ti,256,energy_j,gpu_resident,gpu_resident,False,descriptive_native_best_post_selection_independent_sessions,0.0012476624035895,0.0012479899127188,0.9997375706919085,0.9897238193686538,1.0115007369249234,practically_equivalent_or_uncertain,0.52,-0.04
