source_file,session_number,sequence_index,repetition,problem_size,num_threads,runtime_per_op_s,total_energy_per_op_j,package_energy_per_op_j,dram_energy_per_op_j,total_avg_power_w,temp_c,runtime_outlier,total_energy_outlier,package_energy_outlier
strided_gemm_intel_20260719_175326_session1.csv,1,470,10,64,4,2.466690875315577e-06,0.00014393087195600942,0.00014393087195600942,0.0,58.349780832426184,96,False,True,True
strided_gemm_intel_20260719_175326_session1.csv,1,621,1,64,8,2.5133429140229586e-06,0.00015034557933389878,0.00015034557933389878,0.0,59.81896799480082,98,True,True,True
strided_gemm_intel_20260719_175326_session1.csv,1,622,2,64,8,2.5467763328442314e-06,0.00015732507229561545,0.00015732487850058012,1.9379503532354963e-10,61.77420068919649,99,True,True,True
strided_gemm_intel_20260719_175326_session1.csv,1,494,4,128,2,2.0457226857066492e-05,0.0014434443786869285,0.0014434443786869285,0.0,70.5591421932305,93,True,True,True
strided_gemm_intel_20260719_175326_session1.csv,1,499,9,128,2,2.072816479257746e-05,0.001519085317195166,0.001519085317195166,0.0,73.28604979728523,97,True,True,True
strided_gemm_intel_20260719_175326_session1.csv,1,500,10,128,2,2.0727630247608866e-05,0.0015189757736583877,0.0015189757736583877,0.0,73.28265486758268,97,True,True,True
strided_gemm_intel_20260719_175326_session1.csv,1,601,1,128,4,1.2304386264779035e-05,0.0011538703688423137,0.0011538703688423137,0.0,93.77715751213336,94,False,True,True
strided_gemm_intel_20260719_175326_session1.csv,1,353,3,128,20,1.1887263667358082e-05,0.0015203758434065278,0.0015203758434065278,0.0,127.8995642690601,98,False,True,True
strided_gemm_intel_20260719_175326_session1.csv,1,452,2,256,2,0.00011584405797101449,0.008562485101449274,0.008562485101449274,0.0,73.91389123809618,93,True,False,False
strided_gemm_intel_20260719_175326_session1.csv,1,453,3,256,2,0.0001164968115942029,0.008656298666666668,0.008656298666666668,0.0,74.3050264484442,93,True,True,True
strided_gemm_intel_20260719_175326_session1.csv,1,460,10,256,2,0.00011568788405797101,0.008615390956521739,0.008615389217391304,1.7391304347826088e-09,74.47098740439043,94,True,False,False
strided_gemm_intel_20260719_175326_session1.csv,1,41,1,256,4,6.313235386846587e-05,0.0062791848792483765,0.0062791848792483765,0.0,99.46064885099717,82,True,True,True
strided_gemm_intel_20260719_175326_session1.csv,1,42,2,256,4,6.362185509805159e-05,0.006313991676650483,0.006313991676650483,0.0,99.24249563172276,83,True,True,True
