problem_size,num_threads,runtime_per_op_s_median,runtime_1thread_s,speedup_vs_1thread,slowdown_vs_1thread,flag
64,1,2.5564774921052965e-06,2.5564774921052965e-06,1.0,1.0,ok
64,2,2.4814845346403077e-06,2.5564774921052965e-06,1.0302210053772747,0.9706655123322713,ok
64,4,2.685753448289805e-06,2.5564774921052965e-06,0.9518660373435145,1.0505680009246035,ok
64,8,2.718807614968793e-06,2.5564774921052965e-06,0.940293633882087,1.0634975756151936,ok
64,10,2.6152654884678078e-06,2.5564774921052965e-06,0.9775212128092765,1.0229957026979724,ok
64,16,2.476036837876259e-06,2.5564774921052965e-06,1.0324876645607715,0.968534573655568,ok
64,20,2.679698672313956e-06,2.5564774921052965e-06,0.9540167775273567,1.0481995951809397,ok
128,1,2.712906506821449e-05,2.712906506821449e-05,1.0,1.0,ok
128,2,1.9554605851043165e-05,2.712906506821449e-05,1.3873491122689776,0.7207991061201049,ok
128,4,1.238258696497825e-05,2.712906506821449e-05,2.1909044648702083,0.45643249901325167,ok
128,8,1.178946383237596e-05,2.712906506821449e-05,2.301127977823153,0.43456948489496505,ok
128,10,1.222836402266289e-05,2.712906506821449e-05,2.218535939716552,0.450747712533232,ok
128,16,1.2112697310115213e-05,2.712906506821449e-05,2.23972120937582,0.4464841408894308,ok
128,20,1.2068080490189065e-05,2.712906506821449e-05,2.2480016677274803,0.44483952763740897,ok
256,1,0.00020081211998378596,0.00020081211998378596,1.0,1.0,ok
256,2,0.00011224558856377039,0.00020081211998378596,1.7890424252147605,0.5589582370468145,ok
256,4,6.681527759461954e-05,0.00020081211998378596,3.0054820875271924,0.33272532355125956,ok
256,8,3.926455906821964e-05,0.00020081211998378596,5.114335287323304,0.1955288309858486,ok
256,10,6.35302962868769e-05,0.00020081211998378596,3.1608875091184894,0.31636684226035006,ok
256,16,5.0051720698254356e-05,0.00020081211998378596,4.012092235438164,0.24924651312030197,ok
256,20,5.7112432585864324e-05,0.00020081211998378596,3.5160841675213144,0.28440729867537734,ok
512,1,0.0015167776923076923,0.0015167776923076923,1.0,1.0,ok
512,2,0.0008031029647435898,0.0015167776923076923,1.8886466105774626,0.5294796784106929,ok
512,4,0.00044511004891062693,0.0015167776923076923,3.407646482077613,0.29345767093489944,ok
512,8,0.00025823720695739857,0.0015167776923076923,5.873583091215494,0.17025382708820377,ok
512,10,0.00030867599634925463,0.0015167776923076923,4.913818081894254,0.20350773743225442,ok
512,16,0.00025292321248741184,0.0015167776923076923,5.996988878129102,0.16675035093811497,ok
512,20,0.0003042477517985611,0.0015167776923076923,4.98533738816888,0.20058822946932006,ok
1024,1,0.011585372093023256,0.011585372093023256,1.0,1.0,ok
1024,2,0.005747265536723164,0.011585372093023256,2.0158059548486986,0.49607949495072184,ok
1024,4,0.0031495660377358486,0.011585372093023256,3.678402660625499,0.27185713263646716,ok
1024,8,0.001775143738977072,0.011585372093023256,6.526441683927711,0.15322285074003525,ok
1024,10,0.0019178826335877863,0.011585372093023256,6.040709629530604,0.1655434644816234,ok
1024,16,0.002252882550335571,0.011585372093023256,5.142466078090752,0.19445923119657615,ok
1024,20,0.0019798063583815026,0.011585372093023256,5.851770322878613,0.17088845679576814,ok
2048,1,0.08565450000000001,0.08565450000000001,1.0,1.0,ok
2048,2,0.04658620454545455,0.08565450000000001,1.8386237049302052,0.5438850795399488,ok
2048,4,0.02432686904761905,0.08565450000000001,3.520983314060438,0.28401157029250124,ok
2048,8,0.013799102739726028,0.08565450000000001,6.207251414500348,0.16110190053909632,ok
2048,10,0.014530364285714286,0.08565450000000001,5.894862531713147,0.16963924003659217,ok
2048,16,0.0155958828125,0.08565450000000001,5.492122570409959,0.1820789662247751,ok
2048,20,0.02706543243243243,0.08565450000000001,3.1647194336847346,0.31598377706287967,ok
4096,1,0.67789975,0.67789975,1.0,1.0,ok
4096,2,0.33901675,0.67789975,1.9996054767205458,0.5000986502797795,ok
4096,4,0.18750166666666668,0.67789975,3.6154331961493673,0.2765920280493785,ok
4096,8,0.1130478,0.67789975,5.99657622704732,0.16676182577143597,ok
4096,10,0.1056568,0.67789975,6.416054148904756,0.15585903372880724,ok
4096,16,0.1391449375,0.67789975,4.871896614995425,0.20525887124165484,ok
4096,20,0.17795716666666667,0.67789975,3.80934222935669,0.2625125126048013,ok
8192,1,5.433274,5.433274,1.0,1.0,ok
8192,2,2.9868135000000002,5.433274,1.8190871308168386,0.5497262792194909,ok
8192,4,1.6059685,5.433274,3.383175946477157,0.29558025234876795,ok
8192,8,0.936769,5.433274,5.800014731486631,0.17241335518878673,ok
8192,10,0.9287942499999999,5.433274,5.849814423377406,0.17094559376169874,ok
8192,16,1.0362355,5.433274,5.2432810881310274,0.19072027289623164,ok
8192,20,1.243604,5.433274,4.36897436804642,0.22888667127775997,ok
16384,1,41.824983,41.824983,1.0,1.0,ok
16384,2,22.3371685,41.824983,1.872438890363387,0.5340628231695874,ok
16384,4,12.8257665,41.824983,3.261012353530684,0.3066532388070546,ok
16384,8,7.7003385,41.824983,5.43157719624923,0.1841085864876502,ok
16384,10,7.504099,41.824983,5.573618231849021,0.17941666587168725,ok
16384,16,8.4276515,41.824983,4.962827781855954,0.20149802571348324,ok
16384,20,9.545566,41.824983,4.3816137251578375,0.22822641673279342,ok
