platform,platform_label,device_kind,energy_domain,session_number,problem_size,configuration,num_threads,runtime_per_op_s,kernel_runtime_per_op_s,primary_energy_per_op_j,total_energy_per_op_j,dram_energy_per_op_j,primary_power_w,total_power_w,edp_primary_j_s,edp_total_j_s,throughput_gflops_exact,primary_efficiency_gflop_per_j,logical_bandwidth_gb_s,logical_gb_per_j,temp_c,clock_before_mhz,clock_after_mhz,clock_change_pct,batches,working_set_bytes,operational_intensity_flop_per_byte
3090,RTX 3090,GPU,GPU board NVML,1,1000000,gpu_resident,-1,1.538917117033889e-05,1.5389024897223888e-05,0.005317381865213174,0.005317381865213174,,345.5401208811676,345.5401208811676,8.182711121678776e-08,8.182711121678776e-08,129.96151502138935,0.37612499249150916,779.7690901283361,2.256749954949055,64.0,1935.0,1935.0,0.0,64947.0,12000000.0,0.16666666666666666
3090,RTX 3090,GPU,GPU board NVML,2,1000000,gpu_resident,-1,1.539784871723798e-05,1.5397787120022175e-05,0.00534693861837445,0.00534693861837445,,347.25422541854607,347.25422541854607,8.233089909366124e-08,8.233089909366124e-08,129.8882744474236,0.37404581258199654,779.3296466845416,2.244274875491979,65.0,1920.0,1920.0,0.0,64938.0,12000000.0,0.16666666666666666
3090,RTX 3090,GPU,GPU board NVML,3,1000000,gpu_resident,-1,1.5354165067767732e-05,1.535421879077192e-05,0.0053339498687623756,0.0053339498687623756,,347.38484126085956,347.38484126085956,8.189548072091559e-08,8.189548072091559e-08,130.25781558502698,0.37495726285128406,781.5468935101619,2.2497435771077043,65.0,1935.0,1935.0,0.0,65149.0,12000000.0,0.16666666666666666
3090,RTX 3090,GPU,GPU board NVML,4,1000000,gpu_resident,-1,1.5482835740044266e-05,1.5482897649007133e-05,0.00538074786027147,0.00538074786027147,,347.52986818440445,347.52986818440445,8.330923522366329e-08,8.330923522366329e-08,129.17530312795154,0.37169620411039583,775.0518187677092,2.2301772246623752,65.0,1935.0,1935.0,0.0,64611.0,12000000.0,0.16666666666666666
3090,RTX 3090,GPU,GPU board NVML,5,1000000,gpu_resident,-1,1.5353986374516665e-05,1.535407076658688e-05,0.005350035291229363,0.005350035291229363,,348.424119322583,348.424119322583,8.214550691590151e-08,8.214550691590151e-08,130.2593314392508,0.37382968319896426,781.5559886355047,2.2429780991937855,65.0,1935.0,1935.0,0.0,65172.0,12000000.0,0.16666666666666666
3090,RTX 3090,GPU,GPU board NVML,1,2000000,gpu_resident,-1,3.152441523233088e-05,3.152389508858206e-05,0.010956891116575248,0.010956891116575248,,347.556771342065,347.556771342065,3.454211595337213e-07,3.454211595337213e-07,126.88577949889049,0.3650672548350906,761.3146769933429,2.1904035290105432,59.0,1950.0,1950.0,0.0,31722.0,24000000.0,0.16666666666666666
3090,RTX 3090,GPU,GPU board NVML,2,2000000,gpu_resident,-1,3.1579489122541125e-05,3.1579489122541125e-05,0.01102698051845537,0.01102698051845537,,349.2259217965061,349.2259217965061,3.4818234891915265e-07,3.4818234891915265e-07,126.66449367823179,0.36274668020709244,759.9869620693908,2.1764800812425547,65.0,1935.0,1935.0,0.0,31671.0,24000000.0,0.16666666666666666
3090,RTX 3090,GPU,GPU board NVML,3,2000000,gpu_resident,-1,3.1424124391393124e-05,3.1424202921313016e-05,0.010948170252866343,0.010948170252866343,,348.4040266727402,348.4040266727402,3.4403285505360075e-07,3.4403285505360075e-07,127.29073854029839,0.36535987736914943,763.7444312417904,2.1921592642148964,65.0,1912.5,1912.5,0.0,31835.0,24000000.0,0.16666666666666666
3090,RTX 3090,GPU,GPU board NVML,4,2000000,gpu_resident,-1,3.165143508116832e-05,3.165148254802063e-05,0.011062434733078066,0.011062434733078066,,349.51967729346256,349.51967729346256,3.5013039412450026e-07,3.5013039412450026e-07,126.37657628307292,0.361584392208243,758.2594576984375,2.1695063532494583,65.0,1920.0,1920.0,0.0,31601.0,24000000.0,0.16666666666666666
3090,RTX 3090,GPU,GPU board NVML,5,2000000,gpu_resident,-1,3.127744598355273e-05,3.127758669209843e-05,0.010934977017604201,0.010934977017604201,,349.61116113266183,349.61116113266183,3.420191796352662e-07,3.420191796352662e-07,127.88767994504997,0.3657986674163198,767.3260796702998,2.1947920044979186,64.0,1905.0,1905.0,0.0,31981.0,24000000.0,0.16666666666666666
