problem_size,num_threads,sessions,runs,runtime_per_op_s_median,runtime_per_op_s_ci95_low,runtime_per_op_s_ci95_high,runtime_per_op_s_between_session_robust_cv,runtime_per_op_s_run_robust_cv,time_per_op_ms_e2e_median,time_per_op_ms_e2e_ci95_low,time_per_op_ms_e2e_ci95_high,time_per_op_ms_e2e_between_session_robust_cv,time_per_op_ms_e2e_run_robust_cv,package_energy_per_op_j_median,package_energy_per_op_j_ci95_low,package_energy_per_op_j_ci95_high,package_energy_per_op_j_between_session_robust_cv,package_energy_per_op_j_run_robust_cv,package_avg_power_w_median,package_avg_power_w_ci95_low,package_avg_power_w_ci95_high,package_avg_power_w_between_session_robust_cv,package_avg_power_w_run_robust_cv,gflops_per_s_median,gflops_per_s_ci95_low,gflops_per_s_ci95_high,gflops_per_s_between_session_robust_cv,gflops_per_s_run_robust_cv,edp_package_j_s_median,edp_package_j_s_ci95_low,edp_package_j_s_ci95_high,edp_package_j_s_between_session_robust_cv,edp_package_j_s_run_robust_cv,temp_c_median,temp_c_ci95_low,temp_c_ci95_high,temp_c_between_session_robust_cv,temp_c_run_robust_cv,runtime_1thread_s,energy_1thread_j,speedup_vs_1thread,scaling_efficiency,energy_change_vs_1thread_pct,stable_runtime,stable_energy,pareto_optimal_strict,pareto_optimal_practical_2pct
64,1,5,50,2.27955353191567e-06,2.2153501900987077e-06,2.2967681789931632e-06,0.011196243211556949,0.024543295252596818,0.0022795000000000003,0.002215,0.002297,0.011382101338012538,0.024551777434312205,0.00013024769831239993,0.00011105745828825877,0.00013803545967442087,0.08795432421291693,0.08880966109366238,57.410331911368516,49.96518341379625,60.24669483449807,0.06859871015291796,0.06622900343358087,230.01999999999998,228.275,236.66,0.011247443700547624,0.024238255874222417,2.955619710912405e-10,2.4818506690621315e-10,3.1626309937798345e-10,0.10384114263621075,0.1109063952773596,98.0,85.0,98.5,0.0075642857142857135,0.030569072164948453,2.27955353191567e-06,0.00013024769831239993,1.0,1.0,0.0,True,False,False,False
64,2,5,50,2.3341587456962664e-06,2.2132106011218072e-06,2.4906083001705513e-06,0.07682327497078767,0.0664408288673617,0.002334,0.002213,0.0024904999999999997,0.07686143958868893,0.06637568427753017,0.00014220628726773163,0.00011003242345303161,0.00016729455786228367,0.23305726410125013,0.10864611134266369,61.11752635352188,49.509593470456196,68.12770648865398,0.12621351623971264,0.0942972007619437,224.615,210.51,236.89,0.07844846069941913,0.0637308451115655,3.315061385578318e-10,2.4634228030416085e-10,4.108144275577595e-10,0.3400553717651885,0.1607651618969698,97.5,85.0,98.0,0.0076030769230769225,0.015128571428571427,2.27955353191567e-06,0.00013024769831239993,0.976606041092416,0.488303020546208,9.181420562725751,False,False,False,False
64,4,5,50,2.495490320994838e-06,2.229277824035526e-06,2.5797295202666045e-06,0.05004749398929004,0.05344545012716406,0.0024955000000000003,0.0022294999999999997,0.00258,0.050202244039270386,0.05324747191011219,0.00015334664267627657,0.00011400917901748543,0.00015681937921413627,0.03357542820092866,0.04245920026795233,60.86617984688321,51.077097880830664,62.40684130810476,0.03752797839708731,0.041956378283492884,210.095,203.23,235.18,0.04844498441181376,0.05161005108708577,3.8794209340223957e-10,2.5404000381606684e-10,4.043452096903917e-10,0.06268786146802274,0.07558338226469515,99.0,85.0,99.0,0.0,0.014975757575757575,2.27955353191567e-06,0.00013024769831239993,0.9134691939045133,0.22836729847612833,17.734627684915914,False,True,False,False
64,8,5,50,2.3804675770358193e-06,2.2413765182186234e-06,2.524669525731584e-06,0.06785649125417073,0.061885417746190316,0.0023805,0.0022415,0.0025250000000000003,0.06788632640201621,0.062009885931559004,0.00015119395510116538,0.00011704861738117687,0.0001555235666461168,0.04245594390496563,0.08093582461509256,60.75489305707059,52.48169272264326,64.86477030723665,0.0712924328214202,0.08369767036582172,220.245,207.67000000000002,233.915,0.07138855819655376,0.061675999367988454,3.5991294544620287e-10,2.613704804940644e-10,3.8624813064774573e-10,0.10848330429293639,0.13877893533970673,99.0,92.5,99.0,0.0,0.014975757575757575,2.27955353191567e-06,0.00013024769831239993,0.9576074691822485,0.11970093364778106,16.081863295983712,False,False,False,False
64,10,5,50,2.2824659460891084e-06,2.2202337226464306e-06,2.5116715423431825e-06,0.04042360177780805,0.04589785763274056,0.0022825,0.0022199999999999998,0.0025115,0.04059693318729467,0.04579334063526823,0.00013009044093136246,0.0001125906344073784,0.00015479818785295982,0.19943981253893842,0.19943981253893842,57.03151408365595,50.325553256153654,62.08799289155611,0.08433750252081398,0.08633941120432537,229.70499999999998,208.74,236.14499999999998,0.0415661130580527,0.047342770074661034,2.9674011408592975e-10,2.5143405610923917e-10,3.87920155261943e-10,0.2263622556160041,0.2263622556160041,97.0,86.5,99.0,0.015284536082474227,0.030569072164948453,2.27955353191567e-06,0.00013024769831239993,0.9987240054212293,0.09987240054212293,-0.12073716700949921,True,False,False,False
64,16,5,50,2.2546644398164424e-06,2.2332269437247935e-06,2.5382000522972326e-06,0.014096657198383931,0.022713987907495833,0.0022545,0.0022335000000000002,0.0025380000000000003,0.013809980039919997,0.02294539022772502,0.00012269881525360976,0.00010213377892876783,0.00015408991268272713,0.2484923981718205,0.24849239817182042,54.970368281956084,45.225854076273066,61.25947297969424,0.1419928578593634,0.14673689578981763,232.53500000000003,206.56,234.765,0.01421806609757646,0.023053216588669177,2.7486604971657544e-10,2.3028878866323503e-10,3.9060571182828875e-10,0.24044529073645357,0.24044529073645357,96.5,69.5,99.0,0.038409326424870466,0.04633125,2.27955353191567e-06,0.00013024769831239993,1.0110389340691663,0.0631899333793229,-5.7957899883068436,True,False,True,True
64,20,5,50,2.305018734654989e-06,2.247698617279887e-06,2.4818747692945597e-06,0.036868596659387416,0.04038761156181893,0.0023049999999999998,0.0022475000000000004,0.002482,0.036984598698481176,0.04052225596529292,0.00012476721847630914,0.0001184978682045545,0.00016295358459368035,0.07449824422164508,0.08171827318970103,55.193678515235504,52.9640061863159,65.77859233126911,0.05989294940622063,0.059892949406220725,227.45499999999998,211.245,233.255,0.037805631883229725,0.040445507902662055,2.8648912996634436e-10,2.663462525163272e-10,4.0271808219282485e-10,0.10424070927543985,0.11223747057718184,98.0,87.5,99.0,0.015128571428571427,0.030569072164948453,2.27955353191567e-06,0.00013024769831239993,0.9889522794949732,0.04944761397474866,-4.20773641845541,True,False,False,False
128,1,5,50,2.717564386971107e-05,2.4357874379682788e-05,2.764251824311201e-05,0.024262820156613768,0.022657614867063795,0.0271755,0.024358,0.0276425,0.024250361538886156,0.022638036402530166,0.0016505662807055513,0.001229917315364406,0.001837682415334087,0.03210341640813965,0.0581876621209628,60.8473368895535,50.463636904864785,68.70685563948813,0.021768470347314228,0.06803605565664021,154.34,151.735,172.195,0.024687585849423283,0.02233076699311533,4.506482591140831e-08,2.9907463348203336e-08,4.902782674502327e-08,0.05604487917184617,0.058708741901662594,98.0,85.0,99.0,0.0075642857142857135,0.015128571428571427,2.717564386971107e-05,0.0016505662807055513,1.0,1.0,0.0,True,True,False,False
128,2,5,50,2.1257476139978793e-05,2.0457658043340878e-05,2.176815019036366e-05,0.020995525525521603,0.015557530732861138,0.0212575,0.020458,0.021768000000000003,0.020993183582265266,0.015562704302085393,0.0014973233556518314,0.0014686984791959716,0.0016842536575468275,0.028343404698300875,0.06534167671761841,71.70039034289941,68.17186073158211,79.46591611444231,0.07296191801356204,0.07699337914840645,197.31,192.68,205.025,0.020701246769043603,0.015391222904716093,3.274268078996925e-08,3.00461372749595e-08,3.582333606670802e-08,0.12063747841242323,0.0931364896661855,93.5,89.0,99.0,0.07135508021390374,0.07135508021390374,2.717564386971107e-05,0.0016505662807055513,1.2784040631522582,0.6392020315761291,-9.284263640004486,True,True,False,False
128,4,5,50,1.3199319247906133e-05,1.2690799774133109e-05,1.3287112132022687e-05,0.009861245685973588,0.024559458872345116,0.0131995,0.0126905,0.013287,0.009828213189893643,0.024567825086306106,0.0012227639253655285,0.0011787437755706289,0.0012883577477145291,0.05337438628344254,0.048671035244634966,92.53256844533075,88.88274610369977,101.30157457578535,0.0584791570645648,0.05733519808212057,317.765,315.67499999999995,330.5,0.009751338253111724,0.02492732697268247,1.60855323067685e-08,1.561593951728948e-08,1.6493722459325036e-08,0.021255278604999206,0.036065358259412206,92.0,87.0,99.0,0.08057608695652173,0.08057608695652173,2.717564386971107e-05,0.0016505662807055513,2.058867079377754,0.5147167698444385,-25.918520227927733,True,True,True,True
