source_file,session_number,sequence_index,repetition,problem_size,num_threads,runtime_per_op_s,package_energy_per_op_j,package_avg_power_w,temp_c,runtime_outlier,energy_outlier
gemm_intel_20260719_085511_session4.csv,4,280,10,64,16,2.536397848635401e-06,0.00015103877173283292,59.54853329263498,97,True,False
gemm_intel_20260719_085511_session2.csv,2,512,2,64,20,2.4636863316191602e-06,0.00016264009698477473,66.01493660026354,98,False,True
gemm_intel_20260719_085511_session2.csv,2,514,4,64,20,2.462932904537249e-06,0.0001650058782482062,66.99568548709958,99,False,True
gemm_intel_20260719_085511_session2.csv,2,515,5,64,20,2.486170314972973e-06,0.00016333543433301475,65.69760460469112,99,False,True
gemm_intel_20260719_085511_session2.csv,2,516,6,64,20,2.479017814252413e-06,0.00016326707220258593,65.8595800578471,99,False,True
gemm_intel_20260719_085511_session2.csv,2,517,7,64,20,2.4756501468929985e-06,0.00016610443561232384,67.09527831337113,99,False,True
gemm_intel_20260719_085511_session2.csv,2,518,8,64,20,2.4762847448713865e-06,0.00016373587829877177,66.12158744582337,99,False,True
gemm_intel_20260719_085511_session5.csv,5,421,1,128,1,2.434946968959813e-05,0.0012291912766371508,50.48123397784922,88,True,True
gemm_intel_20260719_085511_session5.csv,5,422,2,128,1,2.456930524472122e-05,0.0012394241510168338,50.446039831880356,89,True,True
gemm_intel_20260719_085511_session5.csv,5,423,3,128,1,2.4351050890337647e-05,0.0012235789384061496,50.247479828135816,89,True,True
gemm_intel_20260719_085511_session5.csv,5,424,4,128,1,2.422365476306315e-05,0.0012292862946385132,50.747350334308784,88,True,True
gemm_intel_20260719_085511_session5.csv,5,425,5,128,1,2.4378052933735526e-05,0.0012523815315753624,51.37332070693212,85,True,True
gemm_intel_20260719_085511_session5.csv,5,426,6,128,1,2.4576043592488082e-05,0.001238304660893257,50.38665626682715,85,True,True
gemm_intel_20260719_085511_session5.csv,5,427,7,128,1,2.436469786902793e-05,0.0011986336966040673,49.19550831482931,85,True,True
gemm_intel_20260719_085511_session5.csv,5,428,8,128,1,2.4228884888586165e-05,0.0012117454753332684,50.01243271844104,81,True,True
gemm_intel_20260719_085511_session5.csv,5,429,9,128,1,2.4285735136713048e-05,0.0012305483360902987,50.669593865003634,84,True,True
gemm_intel_20260719_085511_session5.csv,5,430,10,128,1,2.4765009243942787e-05,0.001268390094385521,51.21702487132136,85,True,True
gemm_intel_20260719_085511_session2.csv,2,342,2,128,2,2.2696104213809556e-05,0.001582479155199478,69.72470430571124,92,True,False
gemm_intel_20260719_085511_session2.csv,2,347,7,128,2,2.3421972152569672e-05,0.0016137388742788411,68.89850537636279,94,True,False
gemm_intel_20260719_085511_session2.csv,2,350,10,128,2,2.0103724542841418e-05,0.0014593191853709254,72.5894936662651,94,True,False
gemm_intel_20260719_085511_session5.csv,5,531,1,128,2,2.0019911601242835e-05,0.001378035206336703,68.83323132411607,87,True,False
gemm_intel_20260719_085511_session5.csv,5,532,2,128,2,2.006260119907225e-05,0.0013790848978162882,68.73908742601438,88,True,False
gemm_intel_20260719_085511_session5.csv,5,533,3,128,2,2.0042164456697737e-05,0.001373230077458317,68.51705465371569,88,True,False
gemm_intel_20260719_085511_session5.csv,5,535,5,128,2,2.3243009058684522e-05,0.0015209376613714938,65.43634937849023,85,True,False
gemm_intel_20260719_085511_session4.csv,4,346,6,128,10,1.3667306376068605e-05,0.0016388478654731388,119.91008472179672,94,True,False
gemm_intel_20260719_085511_session4.csv,4,347,7,128,10,1.3629930347724557e-05,0.0016373873820675587,120.13174978116537,94,True,False
gemm_intel_20260719_085511_session3.csv,3,170,10,256,1,0.00017655589836660618,0.01111109509981851,62.93244917112362,99,True,False
gemm_intel_20260719_085511_session5.csv,5,186,6,256,1,0.00018929684846197398,0.012883775618041141,68.06122617846562,99,False,True
gemm_intel_20260719_085511_session5.csv,5,189,9,256,1,0.00018538856387997736,0.01289818475183997,69.57378859782527,97,False,True
gemm_intel_20260719_085511_session1.csv,1,514,4,256,4,6.505062799430273e-05,0.006473776123268159,99.51904113570043,98,False,True
gemm_intel_20260719_085511_session1.csv,1,515,5,256,4,6.499313738184644e-05,0.006451477728861841,99.26398368735829,98,False,True
gemm_intel_20260719_085511_session3.csv,3,152,2,256,4,6.479478337199824e-05,0.006313806508245031,97.44313013589932,99,False,True
gemm_intel_20260719_085511_session3.csv,3,153,3,256,4,6.575835475578406e-05,0.00625462750015675,95.1153282861992,93,False,True
gemm_intel_20260719_085511_session5.csv,5,153,3,256,4,6.537719120135364e-05,0.006518575160744501,99.70717678384344,99,False,True
gemm_intel_20260719_085511_session5.csv,5,154,4,256,4,6.5474179357022e-05,0.006672676615905245,101.91310042268765,97,False,True
gemm_intel_20260719_085511_session4.csv,4,311,1,256,10,6.865906210392902e-05,0.00928293449402975,135.2033396549781,96,True,False
gemm_intel_20260719_085511_session4.csv,4,31,1,256,16,5.511054610943376e-05,0.008206257428889243,148.90539122210774,97,True,False
gemm_intel_20260719_085511_session4.csv,4,36,6,256,16,5.531045076540071e-05,0.008243103448275862,149.03338038662872,97,True,False
gemm_intel_20260719_085511_session3.csv,3,427,7,256,20,6.637260783490312e-05,0.0098320101985722,148.1335526702309,98,True,False
gemm_intel_20260719_085511_session2.csv,2,21,1,512,2,0.0008269034653465347,0.06780041749174917,81.99314712429667,98,True,False
gemm_intel_20260719_085511_session4.csv,4,431,1,512,10,0.0003196337803320562,0.045625650383141765,142.74351833446045,99,True,False
gemm_intel_20260719_085511_session4.csv,4,432,2,512,10,0.0003210063856960409,0.04588943358876118,142.95489321578052,99,True,False
gemm_intel_20260719_085511_session4.csv,4,433,3,512,10,0.0003216427203065134,0.04584983492975735,142.5489589382411,99,True,False
gemm_intel_20260719_085511_session4.csv,4,434,4,512,10,0.00032181609195402295,0.045848373243933586,142.46762169520045,99,True,False
gemm_intel_20260719_085511_session4.csv,4,435,5,512,10,0.000321565772669221,0.04595191091954023,142.90050380084674,99,True,False
gemm_intel_20260719_085511_session4.csv,4,436,6,512,10,0.0003213627075351213,0.04576428480204343,142.40695553338873,99,True,False
gemm_intel_20260719_085511_session4.csv,4,437,7,512,10,0.00032328352490421455,0.04595126756066411,142.13921842840267,99,True,False
gemm_intel_20260719_085511_session4.csv,4,438,8,512,10,0.0003224734993614304,0.04589531896551724,142.32276158009955,99,True,False
gemm_intel_20260719_085511_session4.csv,4,439,9,512,10,0.0003215236270753512,0.04566616475095786,142.0305100634352,100,True,False
gemm_intel_20260719_085511_session4.csv,4,440,10,512,10,0.0003227295657726692,0.04584215708812261,142.0451112942464,100,True,False
gemm_intel_20260719_085511_session5.csv,5,431,1,512,10,0.0002921916618413434,0.04142094151708165,141.75949188985663,80,False,True
gemm_intel_20260719_085511_session5.csv,5,432,2,512,10,0.00030226085697741747,0.04229760828025477,139.9374325317119,80,False,True
gemm_intel_20260719_085511_session5.csv,5,433,3,512,10,0.00029701505500868557,0.04194602982049797,141.2252648919475,81,False,True
gemm_intel_20260719_085511_session5.csv,5,434,4,512,10,0.00029648176027793866,0.041946895773016794,141.48221372435665,81,False,True
gemm_intel_20260719_085511_session5.csv,5,435,5,512,10,0.0002947611464968153,0.04180429241459177,141.82429710098663,81,False,True
gemm_intel_20260719_085511_session5.csv,5,436,6,512,10,0.00029628894035900406,0.041969691082802546,141.6512240785943,81,False,True
gemm_intel_20260719_085511_session5.csv,5,437,7,512,10,0.0002964302258251303,0.04201770266357846,141.74567572055045,81,False,True
gemm_intel_20260719_085511_session5.csv,5,438,8,512,10,0.0003000579038795599,0.042373539953676896,141.21787630258586,81,False,True
gemm_intel_20260719_085511_session5.csv,5,439,9,512,10,0.00029805935147654897,0.04221211696583672,141.62319268535992,81,False,True
gemm_intel_20260719_085511_session5.csv,5,440,10,512,10,0.00029865634047481176,0.042302414881297046,141.6424470146642,81,False,True
gemm_intel_20260719_085511_session2.csv,2,1,1,512,16,0.00029560096838507545,0.04238565252064939,143.3880705878952,100,True,False
gemm_intel_20260719_085511_session2.csv,2,2,2,512,16,0.00029842324124181144,0.04215682768442039,141.26522957459886,100,True,False
gemm_intel_20260719_085511_session2.csv,2,3,3,512,16,0.0002970640843064654,0.04246191569353461,142.9385709573995,100,True,False
gemm_intel_20260719_085511_session2.csv,2,4,4,512,16,0.00029909769296496727,0.04226173967530618,141.29744451173755,100,True,False
gemm_intel_20260719_085511_session2.csv,2,5,5,512,16,0.0002970991170606665,0.04242897322700085,142.81083581388435,99,True,False
gemm_intel_20260719_085511_session2.csv,2,6,6,512,16,0.000299635146681857,0.0422499706636286,141.00472234817053,99,True,False
gemm_intel_20260719_085511_session2.csv,2,7,7,512,16,0.0002979154087154657,0.04240053289661065,142.32406802800432,100,True,False
gemm_intel_20260719_085511_session2.csv,2,8,8,512,16,0.0002962996297351182,0.042407208487610364,143.12271846414714,100,True,False
gemm_intel_20260719_085511_session2.csv,2,9,9,512,16,0.00029870492737111936,0.04238615636570777,141.89975618663306,99,True,False
gemm_intel_20260719_085511_session2.csv,2,10,10,512,16,0.0002968322415266306,0.042564567929364854,143.39603983196727,100,True,False
gemm_intel_20260719_085511_session1.csv,1,41,1,1024,2,0.005316831578947368,0.3869917736842105,72.78616370256128,80,False,True
gemm_intel_20260719_085511_session1.csv,1,42,2,1024,2,0.005289357894736842,0.38732618421052634,73.22744876007236,80,False,True
gemm_intel_20260719_085511_session1.csv,1,43,3,1024,2,0.005326957894736842,0.3874408631578948,72.73210541812153,80,False,True
gemm_intel_20260719_085511_session1.csv,1,44,4,1024,2,0.005290936842105263,0.38724747894736844,73.19072037784574,80,False,True
gemm_intel_20260719_085511_session1.csv,1,45,5,1024,2,0.005472815789473684,0.37341213157894737,68.23034904576207,80,False,True
gemm_intel_20260719_085511_session1.csv,1,46,6,1024,2,0.005453973684210526,0.3755085210526316,68.85044607746164,76,False,True
gemm_intel_20260719_085511_session1.csv,1,47,7,1024,2,0.0054625,0.37748123684210527,69.10411658436709,76,False,True
gemm_intel_20260719_085511_session1.csv,1,48,8,1024,2,0.0054781421052631585,0.3756238473684211,68.5677443466715,75,False,True
gemm_intel_20260719_085511_session1.csv,1,49,9,1024,2,0.005491205263157895,0.3739893894736842,68.10697680214008,75,False,True
gemm_intel_20260719_085511_session1.csv,1,50,10,1024,2,0.005493489473684211,0.3732984105263158,67.95287627555298,75,False,True
gemm_intel_20260719_085511_session2.csv,2,441,1,1024,10,0.0019564889705882354,0.3057823216911765,156.2913598226114,99,True,False
gemm_intel_20260719_085511_session2.csv,2,442,2,1024,10,0.001974825367647059,0.3070104246323529,155.46206244967675,99,True,False
gemm_intel_20260719_085511_session2.csv,2,443,3,1024,10,0.0019712757352941175,0.3067118694852941,155.5905467681984,99,True,False
gemm_intel_20260719_085511_session2.csv,2,444,4,1024,10,0.0019801874999999997,0.30708234375,155.07740744247707,99,True,False
gemm_intel_20260719_085511_session2.csv,2,445,5,1024,10,0.0019750441176470588,0.30666486029411766,155.26987855818558,99,True,False
gemm_intel_20260719_085511_session2.csv,2,446,6,1024,10,0.001980610294117647,0.30745326654411764,155.23158061797648,99,True,False
gemm_intel_20260719_085511_session2.csv,2,447,7,1024,10,0.0019719908088235293,0.3073337775735294,155.84949797858428,99,True,False
gemm_intel_20260719_085511_session2.csv,2,448,8,1024,10,0.0019820680147058824,0.3075302316176471,155.15624556571098,99,True,False
gemm_intel_20260719_085511_session2.csv,2,449,9,1024,10,0.0019772371323529413,0.3060639356617647,154.793742568219,99,True,False
gemm_intel_20260719_085511_session2.csv,2,450,10,1024,10,0.0019831158088235296,0.30651698345588235,154.56333013538,99,True,False
gemm_intel_20260719_085511_session1.csv,1,171,1,1024,16,0.0020604209445585215,0.32346958316221763,156.9919894361811,88,False,True
gemm_intel_20260719_085511_session1.csv,1,172,2,1024,16,0.0020635852156057496,0.3244887556468173,157.2451446118575,88,False,True
gemm_intel_20260719_085511_session5.csv,5,591,1,2048,2,0.04405926086956522,3.770124,85.56938826461987,99,False,True
gemm_intel_20260719_085511_session5.csv,5,592,2,2048,2,0.04438617391304348,3.537018043478261,79.6873830667991,98,False,True
gemm_intel_20260719_085511_session5.csv,5,593,3,2048,2,0.04424113043478261,3.5637089130434783,80.55194064936622,96,False,True
gemm_intel_20260719_085511_session5.csv,5,594,4,2048,2,0.04467791304347826,3.590378565217391,80.36137591573308,96,False,True
gemm_intel_20260719_085511_session5.csv,5,595,5,2048,2,0.04355986956521739,3.4854833043478264,80.01592610669773,95,False,True
gemm_intel_20260719_085511_session5.csv,5,596,6,2048,2,0.04356152173913043,3.4885085217391305,80.08233832211317,95,False,True
gemm_intel_20260719_085511_session5.csv,5,597,7,2048,2,0.04358169565217391,3.499659347826087,80.30112861502487,97,False,True
gemm_intel_20260719_085511_session5.csv,5,598,8,2048,2,0.04369239130434783,3.4737831304347826,79.50544767022414,97,False,True
gemm_intel_20260719_085511_session5.csv,5,599,9,2048,2,0.043557,3.5027880434782612,80.418487119826,96,False,True
gemm_intel_20260719_085511_session5.csv,5,600,10,2048,2,0.04365708695652174,3.481311652173913,79.74218837919636,96,False,True
gemm_intel_20260719_085511_session2.csv,2,591,1,2048,4,0.025310658536585363,2.7554429512195124,108.86492531344649,99,True,False
gemm_intel_20260719_085511_session2.csv,2,592,2,2048,4,0.02586826829268293,2.759990804878049,106.69406910623147,99,True,False
gemm_intel_20260719_085511_session2.csv,2,593,3,2048,4,0.025252804878048783,2.751088609756098,108.94190261405397,99,True,False
gemm_intel_20260719_085511_session2.csv,2,595,5,2048,4,0.025260731707317075,2.7469590731707316,108.74424007183616,99,True,False
gemm_intel_20260719_085511_session2.csv,2,596,6,2048,4,0.025184463414634144,2.7672628780487805,109.87976326868193,99,True,False
gemm_intel_20260719_085511_session2.csv,2,597,7,2048,4,0.025262560975609756,2.7719134634146343,109.72416716147002,99,True,False
gemm_intel_20260719_085511_session2.csv,2,598,8,2048,4,0.02516946341463415,2.7637243414634147,109.80465876187559,99,True,False
gemm_intel_20260719_085511_session2.csv,2,599,9,2048,4,0.025239975609756098,2.7565430731707314,109.21338101868986,99,True,False
gemm_intel_20260719_085511_session2.csv,2,600,10,2048,4,0.025186951219512192,2.7739216585365853,110.13328426934196,100,True,False
gemm_intel_20260719_085511_session3.csv,3,299,9,2048,4,0.025162499999999997,2.635904825,104.75528365623448,97,True,False
gemm_intel_20260719_085511_session4.csv,4,422,2,2048,10,0.015737910447761193,2.344289671641791,148.95812753689162,100,True,False
gemm_intel_20260719_085511_session2.csv,2,461,1,2048,20,0.027947,4.458076083333333,159.51894955928483,100,True,False
gemm_intel_20260719_085511_session2.csv,2,462,2,2048,20,0.027952805555555554,4.455765222222222,159.40314875966536,100,True,False
gemm_intel_20260719_085511_session2.csv,2,463,3,2048,20,0.02799297222222222,4.461424555555556,159.3765935299237,100,True,False
gemm_intel_20260719_085511_session2.csv,2,464,4,2048,20,0.027975805555555552,4.449741416666666,159.05677524924812,100,True,False
gemm_intel_20260719_085511_session2.csv,2,465,5,2048,20,0.02795477777777778,4.4482816666666665,159.1242005938162,100,True,False
gemm_intel_20260719_085511_session2.csv,2,466,6,2048,20,0.027989472222222225,4.453437416666667,159.11116084321384,100,True,False
gemm_intel_20260719_085511_session2.csv,2,467,7,2048,20,0.027957694444444445,4.445655444444444,159.01366449506546,100,True,False
gemm_intel_20260719_085511_session2.csv,2,468,8,2048,20,0.027980416666666667,4.447296638888889,158.9431884403278,100,True,False
gemm_intel_20260719_085511_session2.csv,2,469,9,2048,20,0.027989055555555555,4.446701527777778,158.87286796624872,100,True,False
gemm_intel_20260719_085511_session2.csv,2,470,10,2048,20,0.028021833333333333,4.447318666666667,158.7090542493651,100,True,False
gemm_intel_20260719_085511_session1.csv,1,161,1,4096,2,0.32583275,27.193366,83.4580501806525,94,False,True
gemm_intel_20260719_085511_session1.csv,1,162,2,4096,2,0.3274055,27.24904525,83.22720678180421,95,False,True
gemm_intel_20260719_085511_session1.csv,1,163,3,4096,2,0.3302515,27.08562425,82.01514376164832,95,False,True
gemm_intel_20260719_085511_session1.csv,1,164,4,4096,2,0.337229,26.46381475,78.47431493139676,89,False,True
gemm_intel_20260719_085511_session1.csv,1,165,5,4096,2,0.33598875,26.511956,78.9072729369659,91,False,True
gemm_intel_20260719_085511_session1.csv,1,166,6,4096,2,0.33257075,27.135444,81.59299637746253,91,False,True
gemm_intel_20260719_085511_session1.csv,1,167,7,4096,2,0.33770925,27.205344,80.5584804088132,90,False,True
gemm_intel_20260719_085511_session1.csv,1,168,8,4096,2,0.34547675,26.86762225,77.76969723722364,90,False,True
gemm_intel_20260719_085511_session1.csv,1,169,9,4096,2,0.34356875,26.55667925,77.29655054483273,87,False,True
gemm_intel_20260719_085511_session1.csv,1,170,10,4096,2,0.34528325,26.829689,77.70341885973328,87,False,True
gemm_intel_20260719_085511_session2.csv,2,572,2,4096,10,0.1089596,17.152031299999997,157.416430493504,100,True,False
gemm_intel_20260719_085511_session2.csv,2,576,6,4096,10,0.109259,17.015727899999998,155.73754015687496,99,True,False
gemm_intel_20260719_085511_session2.csv,2,578,8,4096,10,0.1078856,16.8016537,155.73583221486462,100,True,False
gemm_intel_20260719_085511_session2.csv,2,579,9,4096,10,0.10705,16.6945984,155.95140962167213,100,True,False
gemm_intel_20260719_085511_session2.csv,2,580,10,4096,10,0.1067333,16.700805600000002,156.4723062062168,100,True,False
gemm_intel_20260719_085511_session1.csv,1,61,1,4096,20,0.17101983333333334,26.243188500000002,153.45114065717524,88,False,True
gemm_intel_20260719_085511_session1.csv,1,62,2,4096,20,0.17081749999999998,26.183018,153.28065332884512,89,False,True
gemm_intel_20260719_085511_session1.csv,1,63,3,4096,20,0.17115566666666668,26.340162833333334,153.89594365363305,89,False,True
gemm_intel_20260719_085511_session1.csv,1,64,4,4096,20,0.1711885,26.343448499999997,153.8856202373407,90,False,True
gemm_intel_20260719_085511_session1.csv,1,65,5,4096,20,0.1700151666666667,26.221694,154.231498954505,90,False,True
gemm_intel_20260719_085511_session1.csv,1,66,6,4096,20,0.17077799999999999,26.27359416666667,153.84648003060505,89,False,True
gemm_intel_20260719_085511_session1.csv,1,67,7,4096,20,0.17122083333333335,26.349470666666665,153.89173241184628,89,False,True
gemm_intel_20260719_085511_session1.csv,1,68,8,4096,20,0.16981933333333332,26.143762499999998,153.9504483195867,89,False,True
gemm_intel_20260719_085511_session1.csv,1,69,9,4096,20,0.17008299999999998,26.153385666666665,153.76836995270938,87,False,True
gemm_intel_20260719_085511_session1.csv,1,70,10,4096,20,0.16975150000000003,26.090834833333332,153.70017250706667,88,False,True
gemm_intel_20260719_085511_session4.csv,4,364,4,8192,4,1.570913,167.008484,106.31300651277316,99,True,False
gemm_intel_20260719_085511_session3.csv,3,401,1,8192,8,0.793103,133.7465445,168.63704272963284,98,False,True
gemm_intel_20260719_085511_session3.csv,3,403,3,8192,8,0.8012025,134.2617105,167.57525157497633,99,False,True
gemm_intel_20260719_085511_session3.csv,3,404,4,8192,8,0.808078,133.6932615,165.44598603105146,99,False,True
gemm_intel_20260719_085511_session3.csv,3,405,5,8192,8,0.811468,134.542563,165.80144010607935,100,False,True
gemm_intel_20260719_085511_session3.csv,3,406,6,8192,8,0.8116115,134.0948105,165.22044167683674,100,False,True
gemm_intel_20260719_085511_session3.csv,3,407,7,8192,8,0.8152815,134.642386,165.14833956124355,100,False,True
gemm_intel_20260719_085511_session3.csv,3,408,8,8192,8,0.814733,134.1177295,164.615560557876,100,False,True
gemm_intel_20260719_085511_session3.csv,3,409,9,8192,8,0.8192925,134.8468225,164.58935300884605,99,False,True
gemm_intel_20260719_085511_session5.csv,5,411,1,8192,8,0.8229875,121.6295405,147.7902647367062,83,False,True
gemm_intel_20260719_085511_session5.csv,5,413,3,8192,8,0.8251545,121.895531,147.72449401899888,85,False,True
gemm_intel_20260719_085511_session2.csv,2,371,1,8192,20,1.1702,192.157772,164.20934199282175,100,True,False
gemm_intel_20260719_085511_session2.csv,2,372,2,8192,20,1.17582,192.937555,164.08766222721164,100,True,False
gemm_intel_20260719_085511_session2.csv,2,373,3,8192,20,1.172427,192.873713,164.50807854135053,100,True,False
gemm_intel_20260719_085511_session2.csv,2,374,4,8192,20,1.169306,192.649103,164.75507950870005,100,True,False
gemm_intel_20260719_085511_session2.csv,2,375,5,8192,20,1.176228,193.740349,164.7132605243201,100,True,False
gemm_intel_20260719_085511_session2.csv,2,376,6,8192,20,1.174953,193.661613,164.82498704203488,100,True,False
gemm_intel_20260719_085511_session2.csv,2,377,7,8192,20,1.171521,193.579826,165.23803329176343,100,True,False
gemm_intel_20260719_085511_session2.csv,2,378,8,8192,20,1.176469,194.109366,164.9931838407982,100,True,False
gemm_intel_20260719_085511_session2.csv,2,379,9,8192,20,1.175418,194.24578,165.25676823053584,100,True,False
gemm_intel_20260719_085511_session2.csv,2,380,10,8192,20,1.17723,194.557058,165.2668195679689,100,True,False
gemm_intel_20260719_085511_session2.csv,2,621,1,16384,1,41.343878,2748.737348,66.48474891494214,98,False,True
gemm_intel_20260719_085511_session4.csv,4,451,1,16384,1,44.151394,3002.590886,68.00670633411937,98,True,True
gemm_intel_20260719_085511_session4.csv,4,452,2,16384,1,41.559597,2701.122968,64.9939644024941,99,False,True
gemm_intel_20260719_085511_session1.csv,1,601,1,16384,10,6.937103,1051.022883,151.50746399469637,100,True,False
gemm_intel_20260719_085511_session1.csv,1,602,2,16384,10,6.961724,1050.312314,150.86957110049178,100,True,False
gemm_intel_20260719_085511_session1.csv,1,603,3,16384,10,6.953332,1044.439282,150.20702046155716,100,True,False
gemm_intel_20260719_085511_session1.csv,1,604,4,16384,10,6.969482,1039.705712,149.17976859686271,100,True,False
gemm_intel_20260719_085511_session1.csv,1,605,5,16384,10,6.978241,1035.845309,148.4393142913809,99,True,False
gemm_intel_20260719_085511_session1.csv,1,606,6,16384,10,6.992518,1032.694072,147.68557935782218,99,True,False
gemm_intel_20260719_085511_session1.csv,1,607,7,16384,10,6.987532,1028.083672,147.131157610441,99,True,False
gemm_intel_20260719_085511_session1.csv,1,608,8,16384,10,6.996625,1025.54724,146.5774198274168,99,True,False
gemm_intel_20260719_085511_session1.csv,1,609,9,16384,10,7.006341,1024.296145,146.19558839628274,99,True,False
gemm_intel_20260719_085511_session1.csv,1,610,10,16384,10,7.012473,1021.280101,145.63765179559337,100,True,False
gemm_intel_20260719_085511_session2.csv,2,132,2,16384,10,6.807528,1107.906405,162.7472417300377,99,True,False
gemm_intel_20260719_085511_session2.csv,2,133,3,16384,10,6.812328,1103.955487,162.0526033097643,100,True,False
gemm_intel_20260719_085511_session2.csv,2,134,4,16384,10,6.825102,1096.060549,160.5925521699163,100,True,False
gemm_intel_20260719_085511_session2.csv,2,135,5,16384,10,6.858028,1090.944472,159.07553483304528,99,True,False
gemm_intel_20260719_085511_session2.csv,2,136,6,16384,10,6.857318,1085.226409,158.2581424691111,99,True,False
gemm_intel_20260719_085511_session2.csv,2,137,7,16384,10,6.855273,1080.292767,157.5856668290234,99,True,False
gemm_intel_20260719_085511_session2.csv,2,138,8,16384,10,6.895134,1078.0786,156.35353859692938,99,True,False
gemm_intel_20260719_085511_session2.csv,2,139,9,16384,10,6.904588,1074.10925,155.56456808139745,99,True,False
gemm_intel_20260719_085511_session2.csv,2,140,10,16384,10,6.929008,1070.641303,154.5158127974452,100,True,False
