problem_size,metric,num_threads,value,ci95_low,ci95_high,relative_to_min_pct,within_practical_tolerance,ci_overlaps_exact_min,in_leader_set,exact_minimum,selection_status
64,package_energy_per_op_j_median,16,0.00012269881525360976,0.00010213377892876783,0.00015408991268272713,0.0,True,True,True,True,tie_or_uncertain
64,package_energy_per_op_j_median,20,0.00012476721847630914,0.0001184978682045545,0.00016295358459368035,1.6857564748478993,True,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,10,0.00013009044093136246,0.0001125906344073784,0.00015479818785295982,6.024202974148318,False,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,1,0.00013024769831239993,0.00011105745828825877,0.00013803545967442087,6.152368336391167,False,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,2,0.00014220628726773163,0.00011003242345303161,0.00016729455786228367,15.898663710648965,False,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,8,0.00015119395510116538,0.00011704861738117687,0.0001555235666461168,23.223647097698684,False,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,4,0.00015334664267627657,0.00011400917901748543,0.00015681937921413627,24.978095639570697,False,True,True,False,tie_or_uncertain
128,package_energy_per_op_j_median,4,0.0012227639253655285,0.0011787437755706289,0.0012883577477145291,0.0,True,True,True,True,tie_or_uncertain
128,package_energy_per_op_j_median,10,0.0014470509976176296,0.0013394949379776971,0.0016218298551930535,18.34263078909966,False,False,False,False,tie_or_uncertain
128,package_energy_per_op_j_median,8,0.0014828760522532043,0.0013812434921429912,0.0015698033870120776,21.272473082645014,False,False,False,False,tie_or_uncertain
128,package_energy_per_op_j_median,16,0.0014895722949091585,0.00130559554500771,0.0015720072414870353,21.820104765020055,False,False,False,False,tie_or_uncertain
128,package_energy_per_op_j_median,2,0.0014973233556518314,0.0014686984791959716,0.0016842536575468275,22.454001511716747,False,False,False,False,tie_or_uncertain
128,package_energy_per_op_j_median,20,0.0015768671286087894,0.0014218155982085733,0.0016078915686626952,28.959245190146298,False,False,False,False,tie_or_uncertain
128,package_energy_per_op_j_median,1,0.0016505662807055513,0.001229917315364406,0.001837682415334087,34.9865044646404,False,True,True,False,tie_or_uncertain
256,package_energy_per_op_j_median,8,0.005511326412024483,0.005066889162850769,0.005670509445147012,0.0,True,True,True,True,clear_leader
256,package_energy_per_op_j_median,4,0.0070102348500306055,0.006945543451776649,0.007060006085717985,27.19687287502768,False,False,False,False,clear_leader
256,package_energy_per_op_j_median,16,0.00779322100920662,0.007385513537207983,0.008155013454102442,41.40372800644785,False,False,False,False,clear_leader
256,package_energy_per_op_j_median,10,0.008703016926331988,0.00845255572597137,0.009210132241732888,57.9114767607295,False,False,False,False,clear_leader
256,package_energy_per_op_j_median,2,0.009022479818872987,0.007647612617135207,0.00954741335407305,63.70795602285418,False,False,False,False,clear_leader
256,package_energy_per_op_j_median,20,0.009210473233091505,0.008715539484139112,0.009480528915951768,67.11899358739323,False,False,False,False,clear_leader
