platform,platform_label,device_kind,energy_domain,problem_size,num_threads,configuration,session_count,runtime_per_op_s_median,runtime_per_op_s_min,runtime_per_op_s_max,runtime_per_op_s_robust_cv_pct,total_energy_per_op_j_median,total_energy_per_op_j_min,total_energy_per_op_j_max,total_energy_per_op_j_robust_cv_pct,edp_total_j_s_median,edp_total_j_s_min,edp_total_j_s_max,edp_total_j_s_robust_cv_pct,throughput_gflops_median,throughput_gflops_min,throughput_gflops_max,throughput_gflops_robust_cv_pct,energy_efficiency_gflop_per_j_median,energy_efficiency_gflop_per_j_min,energy_efficiency_gflop_per_j_max,energy_efficiency_gflop_per_j_robust_cv_pct,avg_power_w_median,avg_power_w_min,avg_power_w_max,avg_power_w_robust_cv_pct,temp_c_median,temp_c_min,temp_c_max,temp_c_robust_cv_pct,sm_clock_mhz_median,sm_clock_mhz_min,sm_clock_mhz_max,sm_clock_mhz_robust_cv_pct
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL plus DRAM RAPL when available,1,1,1T,5,0.03656839023214286,0.0353779411724138,0.03692026764814815,0.5893582845234604,2.1790300555555557,2.1751846607142857,2.337195655172414,0.25697756642026887,0.07991339545589415,0.07912606109363246,0.08266688325843424,0.9326024436864377,202.3266425827645,200.39819903980222,209.1347381029026,0.5915649640712141,3.395433866327462,3.1656538128855534,3.4014367072580436,0.2565286385963179,59.62243591625499,59.07696736821437,66.07226038390087,0.43158595757010176,98.0,98.0,99.0,0.0,-1.0,-1.0,-1.0,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL plus DRAM RAPL when available,1,2,2T,5,0.018930207962962964,0.017414970122807016,0.019208919432692307,1.357525605383527,1.4905944615384619,1.383153359649123,1.5281867685185182,1.3789414084046046,0.028376220719850253,0.024059604644798352,0.02871352181199051,1.0353842212811457,390.84378719512347,385.17275641634416,424.85012810284604,1.3452457974192735,4.963625905949671,4.8415254444655655,5.349198050045757,1.3942178964323848,78.83650380282948,77.24987232280529,81.39745913855796,2.1317798290877685,98.0,98.0,99.0,0.0,-1.0,-1.0,-1.0,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL plus DRAM RAPL when available,1,4,4T,5,0.009863948762135921,0.009014517376146789,0.01008848058,2.3013236624733664,1.03561042,0.980074756880734,1.0582391634615385,2.272828917489201,0.010355170688908073,0.008831529541783572,0.01045082661884963,1.0105379277549795,750.080162371451,733.3862427306608,821.0745977107977,2.2661470149831624,7.144342704303554,6.991569287150185,7.5520384195117,2.2385766916408514,106.54885545996137,102.6344982266746,108.89490366050899,3.2644659082602154,99.0,91.0,99.0,0.0,-1.0,-1.0,-1.0,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL plus DRAM RAPL when available,1,8,8T,5,0.00549680709090909,0.00519821587371134,0.005632185368983958,2.2832268526006563,0.8130311546391753,0.7924334819587628,0.8189757540106952,0.7853808571164745,0.004481388901957142,0.004125533709574863,0.004608298726681392,3.2898395139360743,1346.009955004176,1313.6557155495082,1423.3269038478684,2.3188726311783237,9.100213948200986,9.034153102629286,9.336748857498462,0.7894657670022305,148.51810877382383,145.12361659450232,151.78078965749,1.5507257148818319,99.0,99.0,99.5,0.0,-1.0,-1.0,-1.0,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL plus DRAM RAPL when available,1,10,10T,5,0.004556165535714285,0.004120256137295082,0.0047616160235849055,6.685465901739438,0.7349544012605043,0.6879678811475409,0.7489631808035715,1.0859097050646702,0.0034123337262602646,0.0028306642351160214,0.0034731371907421064,2.6418053939752,1623.8995739465126,1553.832713673091,1795.7020169956627,6.397016706452852,10.066954460804176,9.878660192622355,10.754502749227466,1.093917332815185,163.95389988189004,152.90555676375905,169.11334219979,4.665573180039624,99.0,87.0,100.0,0.7487878787878788,-1.0,-1.0,-1.0,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL plus DRAM RAPL when available,1,16,16T,5,0.005101939504830917,0.00475619713507109,0.005254257007614213,4.4262761134796795,0.7997979468599035,0.7691401095238095,0.8042928300970873,0.8332246805099726,0.004084388697757229,0.003675572874940021,0.004209199398847175,4.530527310918358,1450.184969754659,1408.144476568032,1555.6025325021576,4.298019666349059,9.250777639942608,9.199077767716194,9.619512349155784,0.8285814830520359,156.38492820045775,152.10569395974366,166.8046131692944,3.9372113437874328,99.0,89.0,100.0,1.4975757575757576,-1.0,-1.0,-1.0,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL plus DRAM RAPL when available,1,20,20T,5,0.0045348652400881055,0.0038411512413793103,0.004558767844594595,0.7814565497569773,0.7182687139639639,0.6923664042145594,0.7262936517857143,1.655884468556129,0.003255098465439951,0.0026596606443858566,0.0033041478516557263,2.2340528489567433,1631.5264917334175,1622.971999370065,1926.1809266327273,0.7773634349284375,10.30081491639567,10.186999354980824,10.686180929114304,1.6376069198061443,159.03307540352688,157.03532625176774,179.5792208700297,1.8624194274572972,99.0,92.0,100.0,0.0,-1.0,-1.0,-1.0,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL plus DRAM RAPL when available,2,1,1T,5,0.01953946704901961,0.01766937813157895,0.01997528515,3.3068656114955237,1.1776363,0.9355596140350877,1.2416076698113208,1.7771411685874068,0.023501927978503628,0.016526097649512895,0.023694081578497086,1.2121853475633018,189.32840950491448,185.19766620192564,209.36651545582,3.234717936429014,3.141374264003007,2.979505665363055,3.9541858970078083,1.7983632838060808,59.4310169075106,52.96297029657226,65.63692480233854,1.339212121804346,98.5,92.5,99.0,0.7525888324873096,-1.0,-1.0,-1.0,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL plus DRAM RAPL when available,2,2,2T,5,0.010191722193877551,0.009622020834951457,0.010434385410526315,2.736832749701904,0.8140106789473682,0.7758084805825243,0.8209341534653465,1.2610084346348303,0.008232634701654671,0.00746488938720537,0.008514973844458328,4.917584158287148,362.9785165285471,354.5371849330271,384.4711309065117,2.788320229523233,4.5446533932875175,4.5063053805746796,4.768460958190664,1.2510252978154148,79.39014080846854,77.81482716552446,82.13301498485201,2.295810528128514,99.0,99.0,99.0,0.0,-1.0,-1.0,-1.0,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL plus DRAM RAPL when available,2,4,4T,5,0.005318696132978723,0.004954258930693069,0.005349106646276596,0.7440204083394278,0.562641539893617,0.5546177446808511,0.5687087079207921,1.506642241032836,0.002975447885662187,0.002818494582122497,0.0029935133866173707,0.7678429986348481,695.5419702118236,691.5877429795855,746.7062726815541,0.7403042895973918,6.575014365686547,6.504871705057729,6.6701416009690515,1.5221206639280707,105.80243898781201,103.74833526797141,114.68445003593592,2.228719164660819,99.0,99.0,100.0,0.0,-1.0,-1.0,-1.0,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL plus DRAM RAPL when available,2,8,8T,5,0.0028661016988636365,0.0026972845791666668,0.0030283273222891562,3.3596209535151,0.42589774857954543,0.4088007583333333,0.43965285174418606,3.8566878320937508,0.001221633006049798,0.0011026404516700453,0.0013239215478125935,8.31133056259249,1290.73442990502,1221.590622139253,1371.6360434229791,3.285170057632657,8.686072021112041,8.414311697523036,9.049343386185651,3.758989822042009,149.31179292281487,143.8958825919339,151.85892704972443,1.1020509252860522,99.0,92.5,100.0,1.4975757575757576,-1.0,-1.0,-1.0,0.0
