schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,device_energy_j,total_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-29T00:37:41,"conv2d_amd_20260729_003736_quickcheck",1,1,1,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx2;scratchpad=user;execute_api=c",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",1,5,"N=32;C=3;H=224;W=224;K=64;R=7;S=7;stride=2;pad=3;Hout=112;Wout=112;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",10,1.0038245020000001,1.0038245020000001,1.0038245020000001,96.344200000000001,96.344200000000001,-1,9.6344200000000004,95.977135254265789,1.2755933510302241e-09,100.38245020000001,100.38245020000001,75528929280,75.241169277615413,122065664,95.977135254265789,in_range,-1,-1,-1,2257,2177,-1,65,65,64,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:37:42,"conv2d_amd_20260729_003736_quickcheck",2,2,2,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx2;scratchpad=user;execute_api=c",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",1,5,"N=32;C=3;H=224;W=224;K=64;R=7;S=7;stride=2;pad=3;Hout=112;Wout=112;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",10,1.007543082,1.007543082,1.007543082,96.223005000000001,96.223005000000001,-1,9.6223004999999997,95.502620899341352,1.2739887340820515e-09,100.7543082,100.7543082,75528929280,74.963473651243831,122065664,95.502620899341352,in_range,-1,-1,-1,2244,2308,-1,64,64,64,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:37:44,"conv2d_amd_20260729_003736_quickcheck",3,3,1,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx2;scratchpad=user;execute_api=c",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",64,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",93,1.014417846,1.014417846,1.014417846,230.65959599999999,230.65959599999999,-1,2.4802107096774191,227.38124818044653,1.8856132438576794e-10,10.907718774193548,10.907718774193548,1223260372992,1205.8742635645629,205783040,227.38124818044653,in_range,-1,-1,-1,4051,3999,-1,62,62,62,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:37:45,"conv2d_amd_20260729_003736_quickcheck",4,4,2,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx2;scratchpad=user;execute_api=c",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",64,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",93,1.015898025,1.015898025,1.015898025,225.55346,225.55346,-1,2.4253060215053766,222.02372132773857,1.8438712230031103e-10,10.923634677419356,10.923634677419356,1223260372992,1204.1172862719168,205783040,222.02372132773857,in_range,-1,-1,-1,4072,3992,-1,62,62,62,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:37:48,"conv2d_amd_20260729_003736_quickcheck",5,5,1,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx2;scratchpad=user;execute_api=c",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",1,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1;Hout=7;Wout=7;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",31,1.0048028760000001,1.0048028760000001,1.0048028760000001,102.63106000000001,102.63106000000001,-1,3.3106793548387099,102.14049188290738,8.9492910163437959e-10,32.412996,32.412996,114680659968,114.13249574337404,14352384,102.14049188290738,in_range,-1,-1,-1,2331,2239,-1,71,71,71,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:37:49,"conv2d_amd_20260729_003736_quickcheck",6,6,2,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx2;scratchpad=user;execute_api=c",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",1,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1;Hout=7;Wout=7;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",31,1.0386605019999999,1.0386605019999999,1.0386605019999999,105.075087,105.075087,-1,3.3895189354838711,101.16403463660352,9.1624068983662718e-10,33.505177483870966,33.505177483870966,114680659968,110.4120737692209,14352384,101.16403463660352,in_range,-1,-1,-1,2308,2282,-1,71,71,71,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:37:52,"conv2d_amd_20260729_003736_quickcheck",7,7,1,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx2;scratchpad=user;execute_api=c",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",64,3,"N=32;C=128;H=28;W=28;K=256;R=3;S=3;stride=2;pad=1;Hout=14;Wout=14;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",545,0.93400646700000001,0.93400646700000001,0.93400646700000001,195.83115100000001,195.83115100000001,-1,0.35932321284403673,209.66787481568906,9.7130759460865692e-11,1.7137733339449541,1.7137733339449541,2016159989760,2158.6145931471374,20447232,209.66787481568906,in_range,-1,-1,-1,3590,3590,-1,67,67,66,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:37:53,"conv2d_amd_20260729_003736_quickcheck",8,8,2,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx2;scratchpad=user;execute_api=c",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",64,3,"N=32;C=128;H=28;W=28;K=256;R=3;S=3;stride=2;pad=1;Hout=14;Wout=14;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",545,0.92102299899999995,0.92102299899999995,0.92102299899999995,194.702684,194.702684,-1,0.35725263119266054,211.39828670011315,9.6571048423184444e-11,1.6899504568807338,1.6899504568807338,2016159989760,2189.0441302215518,20447232,211.39828670011315,in_range,-1,-1,-1,3648,3586,-1,66,66,65,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:37:55,"conv2d_amd_20260729_003736_quickcheck",9,9,1,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx2;scratchpad=user;execute_api=c",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1;Hout=28;Wout=28;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",29,1.0090042260000001,1.0090042260000001,1.0090042260000001,101.34127100000001,101.34127100000001,-1,3.4945265862068968,100.43691432467796,9.4462592212707726e-10,34.793249172413795,34.793249172413795,107281907712,106.32453754658505,38830080,100.43691432467796,in_range,-1,-1,-1,2132,2194,-1,70,70,70,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:37:56,"conv2d_amd_20260729_003736_quickcheck",10,10,2,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx2;scratchpad=user;execute_api=c",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1;Hout=28;Wout=28;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",29,1.005681853,1.005681853,1.005681853,100.785757,100.785757,-1,3.4753709310344827,100.21634247386584,9.3944784492983638e-10,34.678684586206899,34.678684586206899,107281907712,106.67579154577824,38830080,100.21634247386584,in_range,-1,-1,-1,2199,2277,-1,69,68,69,,-1,-1,-1.000000,-1,t
