timestamp,run_id_global,run_id_per_size,device_name,num_threads,problem_size,batches,gpu_e2e_time_s,gpu_kernel_time_s,wall_time_s,total_energy_j,energy_per_batch_j,energy_per_second_j,energy_per_flop_j,time_per_gemm_ms_kernel,time_per_gemm_ms_e2e,flops_total,gflops_per_s,avg_power_w,below_target,pcie_gen,pcie_width,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons
2026-02-20T08:38:45,1,1,RTX 5050,,1,1024,1.069484,1.054415,1.072424,139.818000,1.365410e-01,130.375709,1.845460e-11,1.029702,1.044417,7.576322e+12,7185.33,130.38,f,4,8,2887,9801,63,0x0
2026-02-20T08:38:46,2,2,RTX 5050,,1,1024,1.059379,1.054915,1.060744,126.626000,1.236582e-01,119.374698,1.671339e-11,1.030190,1.034550,7.576322e+12,7181.93,119.37,f,4,8,2872,9801,63,0x0
2026-02-20T08:38:47,3,3,RTX 5050,,1,1024,1.059364,1.055018,1.061515,139.159000,1.358975e-01,131.094698,1.836762e-11,1.030291,1.034535,7.576322e+12,7181.23,131.09,f,4,8,2872,9801,64,0x0
2026-02-20T08:38:49,4,4,RTX 5050,,1,1024,1.059743,1.055386,1.061257,127.806000,1.248105e-01,120.428874,1.686913e-11,1.030651,1.034905,7.576322e+12,7178.72,120.43,f,4,8,2872,9801,65,0x0
2026-02-20T08:38:50,5,5,RTX 5050,,1,1024,1.059800,1.055460,1.061234,140.749000,1.374502e-01,132.627647,1.857748e-11,1.030723,1.034961,7.576322e+12,7178.22,132.63,f,4,8,2872,9801,65,0x0
2026-02-20T08:38:51,6,6,RTX 5050,,1,1024,1.059528,1.055170,1.060894,140.760000,1.374609e-01,132.680519,1.857894e-11,1.030440,1.034695,7.576322e+12,7180.19,132.68,f,4,8,2872,9801,65,0x0
2026-02-20T08:38:52,7,7,RTX 5050,,1,1024,1.059509,1.055155,1.060847,127.903000,1.249053e-01,120.566849,1.688194e-11,1.030425,1.034677,7.576322e+12,7180.29,120.57,f,4,8,2872,9801,66,0x0
2026-02-20T08:38:53,8,8,RTX 5050,,1,1024,1.059773,1.055411,1.061120,140.844000,1.375430e-01,132.731434,1.859002e-11,1.030675,1.034935,7.576322e+12,7178.55,132.73,f,4,8,2872,9801,66,0x0
2026-02-20T08:38:54,9,9,RTX 5050,,1,1024,1.060031,1.055695,1.061387,140.960000,1.376563e-01,132.807362,1.860533e-11,1.030952,1.035186,7.576322e+12,7176.62,132.81,f,4,8,2872,9801,66,0x0
2026-02-20T08:38:55,10,10,RTX 5050,,1,1024,1.059860,1.055484,1.061237,128.454000,1.254434e-01,121.041782,1.695466e-11,1.030746,1.035020,7.576322e+12,7178.05,121.04,f,4,8,2872,9801,67,0x0
2026-02-20T08:38:56,11,11,RTX 5050,,1,1024,1.059799,1.055442,1.061167,140.981000,1.376768e-01,132.854663,1.860810e-11,1.030705,1.034960,7.576322e+12,7178.34,132.85,f,4,8,2872,9801,67,0x0
2026-02-20T08:38:57,12,12,RTX 5050,,1,1024,1.060002,1.055639,1.061394,128.129000,1.251260e-01,120.717703,1.691177e-11,1.030897,1.035159,7.576322e+12,7177.00,120.72,f,4,8,2872,9801,67,0x0
2026-02-20T08:38:58,13,13,RTX 5050,,1,1024,1.060061,1.055739,1.061428,140.974000,1.376699e-01,132.815361,1.860718e-11,1.030995,1.035215,7.576322e+12,7176.32,132.82,f,4,8,2865,9801,68,0x0
2026-02-20T08:38:59,14,14,RTX 5050,,1,1024,1.059914,1.055580,1.061282,141.017000,1.377119e-01,132.874228,1.861286e-11,1.030840,1.035072,7.576322e+12,7177.40,132.87,f,4,8,2865,9801,68,0x4
2026-02-20T08:39:00,15,15,RTX 5050,,1,1024,1.059983,1.055641,1.061334,128.480000,1.254687e-01,121.055240,1.695810e-11,1.030899,1.035140,7.576322e+12,7176.99,121.06,f,4,8,2865,9801,68,0x4
2026-02-20T08:39:01,16,16,RTX 5050,,1,1024,1.060141,1.055777,1.061529,140.981000,1.376768e-01,132.809397,1.860810e-11,1.031032,1.035294,7.576322e+12,7176.06,132.81,f,4,8,2865,9801,68,0x0
2026-02-20T08:39:02,17,17,RTX 5050,,1,1024,1.060215,1.055882,1.062444,127.712000,1.247188e-01,120.205909,1.685673e-11,1.031134,1.035366,7.576322e+12,7175.35,120.21,f,4,8,2865,9801,68,0x0
2026-02-20T08:39:03,18,18,RTX 5050,,1,1024,1.060190,1.055821,1.061527,142.035000,1.387061e-01,133.802530,1.874722e-11,1.031075,1.035341,7.576322e+12,7175.76,133.80,f,4,8,2865,9801,69,0x4
2026-02-20T08:39:04,19,19,RTX 5050,,1,1024,1.060128,1.055769,1.061462,142.038000,1.387090e-01,133.813561,1.874762e-11,1.031025,1.035282,7.576322e+12,7176.11,133.81,f,4,8,2865,9801,69,0x4
2026-02-20T08:39:06,20,20,RTX 5050,,1,1024,1.060394,1.056052,1.061782,129.003000,1.259795e-01,121.496732,1.702713e-11,1.031301,1.035541,7.576322e+12,7174.19,121.50,f,4,8,2865,9801,69,0x4
2026-02-20T08:39:07,21,21,RTX 5050,,1,1024,1.060480,1.056091,1.061868,141.964000,1.386367e-01,133.692751,1.873785e-11,1.031339,1.035625,7.576322e+12,7173.93,133.69,f,4,8,2865,9801,69,0x4
2026-02-20T08:39:08,22,22,RTX 5050,,1,1024,1.060296,1.055913,1.061684,141.875000,1.385498e-01,133.632055,1.872610e-11,1.031165,1.035446,7.576322e+12,7175.14,133.63,f,4,8,2865,9801,69,0x4
2026-02-20T08:39:09,23,23,RTX 5050,,1,1024,1.060300,1.055957,1.061687,129.223000,1.261943e-01,121.714768,1.705616e-11,1.031208,1.035450,7.576322e+12,7174.84,121.71,f,4,8,2865,9801,69,0x4
2026-02-20T08:39:10,24,24,RTX 5050,,1,1024,1.060490,1.056107,1.061862,141.866000,1.385410e-01,133.601121,1.872492e-11,1.031354,1.035634,7.576322e+12,7173.82,133.60,f,4,8,2865,9801,69,0x4
2026-02-20T08:39:11,25,25,RTX 5050,,1,1024,1.060395,1.056076,1.061769,128.856000,1.258359e-01,121.359703,1.700772e-11,1.031325,1.035542,7.576322e+12,7174.03,121.36,f,4,8,2865,9801,70,0x4
2026-02-20T08:39:12,26,26,RTX 5050,,1,1024,1.060385,1.056034,1.061718,141.654000,1.383340e-01,133.419565,1.869693e-11,1.031283,1.035533,7.576322e+12,7174.32,133.42,f,4,8,2865,9801,70,0x4
2026-02-20T08:39:13,27,27,RTX 5050,,1,1024,1.060370,1.055980,1.062956,141.382000,1.380684e-01,133.008346,1.866103e-11,1.031230,1.035518,7.576322e+12,7174.68,133.01,f,4,8,2865,9801,70,0x4
2026-02-20T08:39:14,28,28,RTX 5050,,1,1024,1.060538,1.056185,1.061909,129.573000,1.265361e-01,122.018894,1.710236e-11,1.031430,1.035682,7.576322e+12,7173.29,122.02,f,4,8,2865,9801,70,0x4
2026-02-20T08:39:15,29,29,RTX 5050,,1,1024,1.060620,1.056218,1.062012,142.295000,1.389600e-01,133.986190,1.878154e-11,1.031463,1.035761,7.576322e+12,7173.07,133.99,f,4,8,2865,9801,70,0x4
2026-02-20T08:39:16,30,30,RTX 5050,,1,1024,1.060510,1.056170,1.061882,142.181000,1.388486e-01,133.895319,1.876649e-11,1.031416,1.035654,7.576322e+12,7173.40,133.90,f,4,8,2865,9801,70,0x4
2026-02-20T08:39:17,31,31,RTX 5050,,1,1024,1.060522,1.056112,1.061862,129.279000,1.262490e-01,121.747432,1.706356e-11,1.031359,1.035666,7.576322e+12,7173.79,121.75,f,4,8,2865,9801,70,0x4
2026-02-20T08:39:18,32,32,RTX 5050,,1,1024,1.060667,1.056272,1.062177,141.589000,1.382705e-01,133.300766,1.868835e-11,1.031515,1.035807,7.576322e+12,7172.70,133.30,f,4,8,2865,9801,70,0x4
2026-02-20T08:39:19,33,33,RTX 5050,,1,1024,1.062137,1.056412,1.063465,142.540000,1.391992e-01,134.033515,1.881388e-11,1.031652,1.037243,7.576322e+12,7171.75,134.03,f,4,8,2865,9801,70,0x4
2026-02-20T08:39:20,34,34,RTX 5050,,1,1024,1.060525,1.056138,1.061939,129.631000,1.265928e-01,122.070114,1.711002e-11,1.031384,1.035669,7.576322e+12,7173.61,122.07,f,4,8,2865,9801,70,0x4
2026-02-20T08:39:21,35,35,RTX 5050,,1,1024,1.060448,1.056067,1.061830,142.168000,1.388359e-01,133.889585,1.876478e-11,1.031315,1.035594,7.576322e+12,7174.09,133.89,f,4,8,2865,9801,71,0x4
2026-02-20T08:39:23,36,36,RTX 5050,,1,1024,1.060745,1.056354,1.063050,128.783000,1.257646e-01,121.144788,1.699809e-11,1.031596,1.035884,7.576322e+12,7172.14,121.14,f,4,8,2865,9801,71,0x4
2026-02-20T08:39:24,37,37,RTX 5050,,1,1024,1.060869,1.056504,1.062234,129.836000,1.267930e-01,122.229142,1.713707e-11,1.031743,1.036004,7.576322e+12,7171.12,122.23,f,4,8,2865,9801,71,0x4
2026-02-20T08:39:25,38,38,RTX 5050,,1,1024,1.060710,1.056332,1.062085,142.444000,1.391055e-01,134.117292,1.880121e-11,1.031574,1.035850,7.576322e+12,7172.29,134.12,f,4,8,2865,9801,71,0x4
