timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes
2025-10-12T16:51:22,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,2818,1.00,0.8720,0.8720,30.012,34.4,1,reduction,openblas,fp32,1000000,2818,148,0.8720,30.012,34.4,34.6,22544000000,25.85,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:51:22,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,148,1.00,0.8720,0.0926,3.206,34.6,1,reduction,openblas,fp32,1000000,2818,148,0.8720,30.012,34.4,34.6,592000000,6.39,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:51:25,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,638,1.00,0.2939,0.2939,10.240,34.8,1,reduction,openblas,fp32,1500000,638,183,0.2939,10.240,34.8,34.8,7656000000,26.05,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:51:25,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,183,1.00,0.2939,0.1818,6.326,34.8,1,reduction,openblas,fp32,1500000,638,183,0.2939,10.240,34.8,34.8,1098000000,6.04,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:51:30,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,1050,1.00,0.6661,0.6661,23.139,34.7,1,reduction,openblas,fp32,2000000,1050,247,0.6661,23.139,34.7,34.0,16800000000,25.22,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:51:30,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,247,1.00,0.6661,0.3797,12.910,34.0,1,reduction,openblas,fp32,2000000,1050,247,0.6661,23.139,34.7,34.0,1976000000,5.20,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:51:37,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,869,1.00,0.9590,0.9590,31.982,33.3,1,reduction,openblas,fp32,3000000,869,224,0.9590,31.982,33.3,33.2,20856000000,21.75,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:51:37,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,224,1.00,0.9590,0.5470,18.149,33.2,1,reduction,openblas,fp32,3000000,869,224,0.9590,31.982,33.3,33.2,2688000000,4.91,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:51:44,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,507,1.00,0.8116,0.8116,27.131,33.4,1,reduction,openblas,fp32,4000000,507,174,0.8116,27.131,33.4,33.4,16224000000,19.99,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:51:44,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,174,1.00,0.8116,0.5809,19.387,33.4,1,reduction,openblas,fp32,4000000,507,174,0.8116,27.131,33.4,33.4,2784000000,4.79,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
2025-10-12T16:51:52,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,400,1.00,1.0171,1.0171,34.150,33.6,0,reduction,openblas,fp32,6000000,400,112,1.0171,34.150,33.6,33.6,19200000000,18.88,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NA,NA,NA,0,0,NA,NA,47.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed
