timestamp,price_eur_kwh,ci_g_per_kwh,cheapest_flag,greenest_flag,overlap_flag,hour
2024-09-03 17:00:00,0.10075,48.17,False,False,False,17
2024-09-03 18:00:00,0.10903,49.82,False,False,False,18
2024-09-03 19:00:00,0.13505,49.64,False,False,False,19
2024-09-03 20:00:00,0.131,51.03,False,False,False,20
2024-09-03 21:00:00,0.13001,53.2,False,False,False,21
2024-09-03 22:00:00,0.12657,54.7,False,False,False,22
2024-09-03 23:00:00,0.11519,48.65,False,False,False,23
2024-09-04 00:00:00,0.1083799999999999,44.8,False,False,False,0
2024-09-04 01:00:00,0.0957099999999999,43.48,False,False,False,1
2024-09-04 02:00:00,0.09115,42.72,False,False,False,2
2024-09-04 03:00:00,0.08439,43.71,False,False,False,3
2024-09-04 04:00:00,0.0782699999999999,50.31,False,False,False,4
2024-09-04 05:00:00,0.08651,52.53,False,False,False,5
2024-09-04 06:00:00,0.10473,54.96,False,False,False,6
2024-09-04 07:00:00,0.1222999999999999,56.11,False,False,False,7
2024-09-04 08:00:00,0.12742,54.83,False,False,False,8
2024-09-04 09:00:00,0.12142,49.35,False,False,False,9
2024-09-04 10:00:00,0.10721,48.05,False,False,False,10
2024-09-04 11:00:00,0.0963,49.45,False,False,False,11
2024-09-04 12:00:00,0.0924099999999999,51.84,False,False,False,12
2024-09-04 13:00:00,0.09081,52.37,False,False,False,13
2024-09-04 14:00:00,0.08982,50.49,False,False,False,14
2024-09-04 15:00:00,0.09272,51.32,False,False,False,15
2024-09-04 16:00:00,0.09501,52.08,False,False,False,16
2024-09-04 17:00:00,0.10304,53.98,False,False,False,17
2024-09-04 18:00:00,0.13375,54.1,False,False,False,18
2024-09-04 19:00:00,0.13135,50.85,False,False,False,19
2024-09-04 20:00:00,0.12281,46.08,False,False,False,20
2024-09-04 21:00:00,0.12444,45.99,False,False,False,21
2024-09-04 22:00:00,0.11097,42.01,False,False,False,22
2024-09-04 23:00:00,0.10173,34.22,False,False,False,23
2024-09-05 00:00:00,0.10127,26.5,False,False,False,0
2024-09-05 01:00:00,0.0945999999999999,25.07,False,False,False,1
2024-09-05 02:00:00,0.09,26.49,False,False,False,2
2024-09-05 03:00:00,0.0871099999999999,26.13,False,False,False,3
2024-09-05 04:00:00,0.0784,27.39,False,False,False,4
2024-09-05 05:00:00,0.0809599999999999,35.03,False,False,False,5
2024-09-05 06:00:00,0.0871,35.57,False,False,False,6
2024-09-05 07:00:00,0.11259,35.06,False,False,False,7
2024-09-05 08:00:00,0.11904,32.46,False,False,False,8
2024-09-05 09:00:00,0.09768,30.53,False,False,False,9
2024-09-05 10:00:00,0.0842,28.95,False,False,False,10
2024-09-05 11:00:00,0.08062,25.84,False,False,False,11
2024-09-05 12:00:00,0.08481,25.77,False,False,False,12
2024-09-05 13:00:00,0.06069,30.51,False,False,False,13
2024-09-05 14:00:00,0.06611,33.15,False,False,False,14
2024-09-05 15:00:00,0.05996,35.25,False,False,False,15
2024-09-05 16:00:00,0.04604,37.19,False,False,False,16
2024-09-05 17:00:00,0.0711099999999999,41.68,False,False,False,17
2024-09-05 18:00:00,0.09309,42.5,False,False,False,18
2024-09-05 19:00:00,0.11079,43.53,False,False,False,19
2024-09-05 20:00:00,0.10465,37.89,False,False,False,20
2024-09-05 21:00:00,0.09369,32.85,False,False,False,21
2024-09-05 22:00:00,0.0858,23.99,False,False,False,22
2024-09-05 23:00:00,0.07678,17.31,False,True,False,23
2024-09-06 00:00:00,0.06948,17.25,False,True,False,0
2024-09-06 01:00:00,0.06251,17.19,False,True,False,1
2024-09-06 02:00:00,0.053,17.28,False,True,False,2
2024-09-06 03:00:00,0.05012,17.88,False,True,False,3
2024-09-06 04:00:00,0.0591799999999999,25.87,False,False,False,4
2024-09-06 05:00:00,0.07051,37.86,False,False,False,5
2024-09-06 06:00:00,0.0878299999999999,38.74,False,False,False,6
2024-09-06 07:00:00,0.10506,38.82,False,False,False,7
2024-09-06 08:00:00,0.1128499999999999,34.09,False,False,False,8
2024-09-06 09:00:00,0.1005,31.1,False,False,False,9
2024-09-06 10:00:00,0.08523,25.75,False,False,False,10
2024-09-06 11:00:00,0.0786299999999999,23.62,False,False,False,11
2024-09-06 12:00:00,0.06337,25.01,False,False,False,12
2024-09-06 13:00:00,0.04622,26.81,False,False,False,13
2024-09-06 14:00:00,0.0312,26.57,False,False,False,14
2024-09-06 15:00:00,0.04614,28.78,False,False,False,15
2024-09-06 16:00:00,0.07629,39.82,False,False,False,16
2024-09-06 17:00:00,0.08892,43.87,False,False,False,17
2024-09-06 18:00:00,0.0949899999999999,43.66,False,False,False,18
2024-09-06 19:00:00,0.10441,43.82,False,False,False,19
2024-09-06 20:00:00,0.11383,38.71,False,False,False,20
2024-09-06 21:00:00,0.10141,37.33,False,False,False,21
2024-09-06 22:00:00,0.09634,38.95,False,False,False,22
2024-09-06 23:00:00,0.09309,37.41,False,False,False,23
2024-09-07 00:00:00,0.09759,23.26,False,False,False,0
2024-09-07 01:00:00,0.092,22.31,False,False,False,1
2024-09-07 02:00:00,0.07337,23.06,False,False,False,2
2024-09-07 03:00:00,0.05672,24.84,False,False,False,3
2024-09-07 04:00:00,0.0499,25.66,False,False,False,4
2024-09-07 05:00:00,0.05312,25.84,False,False,False,5
2024-09-07 06:00:00,0.06206,25.58,False,False,False,6
2024-09-07 07:00:00,0.07011,25.89,False,False,False,7
2024-09-07 08:00:00,0.0910199999999999,25.57,False,False,False,8
2024-09-07 09:00:00,0.07795,26.26,False,False,False,9
2024-09-07 10:00:00,0.05152,31.8,False,False,False,10
2024-09-07 11:00:00,0.0145399999999999,31.53,False,False,False,11
2024-09-07 12:00:00,0.00548,28.19,True,False,False,12
2024-09-07 13:00:00,0.00102,22.47,True,False,False,13
2024-09-07 14:00:00,0.00044,20.73,True,False,False,14
2024-09-07 15:00:00,0.00907,20.72,True,False,False,15
2024-09-07 16:00:00,0.0368,22.07,False,False,False,16
2024-09-07 17:00:00,0.05024,22.55,False,False,False,17
2024-09-07 18:00:00,0.0833199999999999,22.21,False,False,False,18
2024-09-07 19:00:00,0.1155699999999999,22.17,False,False,False,19
2024-09-07 20:00:00,0.10395,21.5,False,False,False,20
2024-09-07 21:00:00,0.08823,21.5,False,False,False,21
2024-09-07 22:00:00,0.08319,20.55,False,False,False,22
2024-09-07 23:00:00,0.0894399999999999,19.89,False,False,False,23
2024-09-08 00:00:00,0.09101,20.57,False,False,False,0
2024-09-08 01:00:00,0.0756,18.4,False,False,False,1
2024-09-08 02:00:00,0.06279,18.12,False,True,False,2
2024-09-08 03:00:00,0.04143,18.33,False,False,False,3
2024-09-08 04:00:00,0.0228799999999999,18.2,False,True,False,4
2024-09-08 05:00:00,0.01426,18.36,False,False,False,5
2024-09-08 06:00:00,0.0226099999999999,18.51,False,False,False,6
2024-09-08 07:00:00,0.01613,19.05,False,False,False,7
2024-09-08 08:00:00,0.02499,21.13,False,False,False,8
2024-09-08 09:00:00,0.01741,25.17,False,False,False,9
2024-09-08 10:00:00,0.0082899999999999,27.25,True,False,False,10
2024-09-08 11:00:00,0.00044,27.35,True,False,False,11
2024-09-08 12:00:00,4e-05,25.81,True,False,False,12
2024-09-08 13:00:00,0.0,23.83,True,False,False,13
2024-09-08 14:00:00,0.0,22.41,True,False,False,14
2024-09-08 15:00:00,0.00209,21.13,True,False,False,15
2024-09-08 16:00:00,0.01486,19.42,False,False,False,16
2024-09-08 17:00:00,0.01347,17.76,False,True,False,17
2024-09-08 18:00:00,0.03622,17.22,False,True,False,18
2024-09-08 19:00:00,0.0761599999999999,17.24,False,True,False,19
2024-09-08 20:00:00,0.10113,17.24,False,True,False,20
2024-09-08 21:00:00,0.08089,17.24,False,True,False,21
2024-09-08 22:00:00,0.08066,17.49,False,True,False,22
2024-09-08 23:00:00,0.08187,17.87,False,True,False,23
2024-09-09 00:00:00,0.05224,17.96,False,True,False,0
2024-09-09 01:00:00,0.0484799999999999,18.23,False,False,False,1
2024-09-09 02:00:00,0.04416,18.32,False,False,False,2
2024-09-09 03:00:00,0.0141199999999999,17.89,False,True,False,3
2024-09-09 04:00:00,0.02064,17.57,False,True,False,4
2024-09-09 05:00:00,0.05778,17.68,False,True,False,5
2024-09-09 06:00:00,0.07554,17.85,False,True,False,6
2024-09-09 07:00:00,0.09386,18.8,False,False,False,7
2024-09-09 08:00:00,0.10635,18.91,False,False,False,8
2024-09-09 09:00:00,0.0908799999999999,18.77,False,False,False,9
2024-09-09 10:00:00,0.0701,19.43,False,False,False,10
2024-09-09 11:00:00,0.04178,19.39,False,False,False,11
2024-09-09 12:00:00,0.03153,19.65,False,False,False,12
2024-09-09 13:00:00,0.02355,20.29,False,False,False,13
2024-09-09 14:00:00,0.0077199999999999,20.36,True,False,False,14
2024-09-09 15:00:00,0.00612,20.1,True,False,False,15
2024-09-09 16:00:00,0.00954,21.49,True,False,False,16
2024-09-09 17:00:00,0.00745,23.6,True,False,False,17
2024-09-09 18:00:00,0.07194,24.89,False,False,False,18
2024-09-09 19:00:00,0.1165,25.18,False,False,False,19
2024-09-09 20:00:00,0.1133,25.55,False,False,False,20
2024-09-09 21:00:00,0.09631,25.13,False,False,False,21
2024-09-09 22:00:00,0.08818,18.98,False,False,False,22
2024-09-09 23:00:00,0.08,18.07,False,True,False,23
2024-09-10 00:00:00,0.06765,18.64,False,False,False,0
2024-09-10 01:00:00,0.06031,19.34,False,False,False,1
2024-09-10 02:00:00,0.0599699999999999,18.69,False,False,False,2
2024-09-10 03:00:00,0.02482,18.75,False,False,False,3
2024-09-10 04:00:00,0.01626,19.13,False,False,False,4
2024-09-10 05:00:00,0.01671,19.5,False,False,False,5
2024-09-10 06:00:00,0.03957,19.4,False,False,False,6
2024-09-10 07:00:00,0.06929,19.84,False,False,False,7
2024-09-10 08:00:00,0.08583,19.29,False,False,False,8
2024-09-10 09:00:00,0.06822,20.55,False,False,False,9
2024-09-10 10:00:00,0.05517,20.87,False,False,False,10
2024-09-10 11:00:00,0.01529,20.72,False,False,False,11
2024-09-10 12:00:00,0.00641,20.98,True,False,False,12
2024-09-10 13:00:00,0.00375,21.0,True,False,False,13
2024-09-10 14:00:00,0.00631,21.23,True,False,False,14
2024-09-10 15:00:00,0.00304,22.4,True,False,False,15
2024-09-10 16:00:00,0.0045899999999999,21.78,True,False,False,16
2024-09-10 17:00:00,0.02841,24.37,False,False,False,17
2024-09-10 18:00:00,0.0531,28.16,False,False,False,18
2024-09-10 19:00:00,0.08645,30.15,False,False,False,19
2024-09-10 20:00:00,0.08523,30.35,False,False,False,20
2024-09-10 21:00:00,0.05835,29.44,False,False,False,21
2024-09-10 22:00:00,0.0778,28.51,False,False,False,22
2024-09-10 23:00:00,0.0643499999999999,28.01,False,False,False,23
2024-09-11 00:00:00,0.01524,27.41,False,False,False,0
2024-09-11 01:00:00,0.0,28.0,True,False,False,1
2024-09-11 02:00:00,0.0,28.67,True,False,False,2
2024-09-11 03:00:00,6e-05,26.45,True,False,False,3
2024-09-11 04:00:00,0.0,23.57,True,False,False,4
2024-09-11 05:00:00,0.0,22.7,True,False,False,5
2024-09-11 06:00:00,0.02068,24.16,False,False,False,6
2024-09-11 07:00:00,0.07465,23.2,False,False,False,7
2024-09-11 08:00:00,0.09992,23.72,False,False,False,8
2024-09-11 09:00:00,0.09444,23.92,False,False,False,9
2024-09-11 10:00:00,0.07038,26.29,False,False,False,10
2024-09-11 11:00:00,0.05901,25.82,False,False,False,11
2024-09-11 12:00:00,0.0516099999999999,23.07,False,False,False,12
2024-09-11 13:00:00,0.0477,22.77,False,False,False,13
2024-09-11 14:00:00,0.045,19.87,False,False,False,14
2024-09-11 15:00:00,0.0393699999999999,19.99,False,False,False,15
2024-09-11 16:00:00,0.04813,20.84,False,False,False,16
2024-09-11 17:00:00,0.05452,22.08,False,False,False,17
2024-09-11 18:00:00,0.08322,21.18,False,False,False,18
2024-09-11 19:00:00,0.10241,20.39,False,False,False,19
2024-09-11 20:00:00,0.113,20.5,False,False,False,20
2024-09-11 21:00:00,0.10008,20.49,False,False,False,21
2024-09-11 22:00:00,0.09805,17.19,False,True,False,22
2024-09-11 23:00:00,0.09284,17.27,False,True,False,23
2024-09-12 00:00:00,0.0615,17.19,False,True,False,0
2024-09-12 01:00:00,0.05888,17.23,False,True,False,1
2024-09-12 02:00:00,0.07142,17.23,False,True,False,2
2024-09-12 03:00:00,0.05119,17.18,False,True,False,3
2024-09-12 04:00:00,0.03261,20.58,False,False,False,4
2024-09-12 05:00:00,0.06112,22.25,False,False,False,5
2024-09-12 06:00:00,0.08503,23.79,False,False,False,6
2024-09-12 07:00:00,0.11355,24.29,False,False,False,7
2024-09-12 08:00:00,0.12075,22.94,False,False,False,8
2024-09-12 09:00:00,0.1035,22.22,False,False,False,9
2024-09-12 10:00:00,0.08451,22.04,False,False,False,10
2024-09-12 11:00:00,0.0538999999999999,22.23,False,False,False,11
2024-09-12 12:00:00,0.059,22.49,False,False,False,12
2024-09-12 13:00:00,0.04808,22.49,False,False,False,13
2024-09-12 14:00:00,0.034,21.95,False,False,False,14
2024-09-12 15:00:00,0.01283,21.84,False,False,False,15
2024-09-12 16:00:00,0.00933,22.12,True,False,False,16
2024-09-12 17:00:00,0.02332,22.82,False,False,False,17
2024-09-12 18:00:00,0.06291,21.95,False,False,False,18
2024-09-12 19:00:00,0.1006,21.25,False,False,False,19
2024-09-12 20:00:00,0.10146,22.25,False,False,False,20
2024-09-12 21:00:00,0.09889,22.98,False,False,False,21
2024-09-12 22:00:00,0.09353,20.37,False,False,False,22
2024-09-12 23:00:00,0.08735,19.89,False,False,False,23
2024-09-13 00:00:00,0.0760499999999999,19.96,False,False,False,0
2024-09-13 01:00:00,0.06222,18.98,False,False,False,1
2024-09-13 02:00:00,0.04348,19.09,False,False,False,2
2024-09-13 03:00:00,0.00717,19.42,True,False,False,3
2024-09-13 04:00:00,0.0014199999999999,20.49,True,False,False,4
2024-09-13 05:00:00,0.041,22.51,False,False,False,5
2024-09-13 06:00:00,0.0765,24.01,False,False,False,6
2024-09-13 07:00:00,0.10686,23.23,False,False,False,7
2024-09-13 08:00:00,0.11858,22.35,False,False,False,8
2024-09-13 09:00:00,0.09236,22.62,False,False,False,9
2024-09-13 10:00:00,0.0547999999999999,23.42,False,False,False,10
2024-09-13 11:00:00,0.05615,23.09,False,False,False,11
2024-09-13 12:00:00,0.03503,23.97,False,False,False,12
2024-09-13 13:00:00,0.00741,23.61,True,False,False,13
2024-09-13 14:00:00,0.03243,23.86,False,False,False,14
2024-09-13 15:00:00,0.00445,23.33,True,False,False,15
2024-09-13 16:00:00,0.02995,21.31,False,False,False,16
2024-09-13 17:00:00,0.04069,21.51,False,False,False,17
2024-09-13 18:00:00,0.0837,22.06,False,False,False,18
2024-09-13 19:00:00,0.10002,20.57,False,False,False,19
2024-09-13 20:00:00,0.09425,21.13,False,False,False,20
2024-09-13 21:00:00,0.08529,20.86,False,False,False,21
2024-09-13 22:00:00,0.08197,18.64,False,False,False,22
2024-09-13 23:00:00,0.07156,17.51,False,True,False,23
2024-09-14 00:00:00,0.0567,17.36,False,True,False,0
2024-09-14 01:00:00,0.054,17.37,False,True,False,1
2024-09-14 02:00:00,0.04986,17.36,False,True,False,2
2024-09-14 03:00:00,0.04598,17.21,False,True,False,3
2024-09-14 04:00:00,0.04908,17.1,False,True,False,4
2024-09-14 05:00:00,0.04485,17.18,False,True,False,5
2024-09-14 06:00:00,0.05507,17.76,False,True,False,6
2024-09-14 07:00:00,0.065,19.15,False,False,False,7
2024-09-14 08:00:00,0.06886,20.09,False,False,False,8
2024-09-14 09:00:00,0.0621899999999999,21.91,False,False,False,9
2024-09-14 10:00:00,0.03978,23.11,False,False,False,10
2024-09-14 11:00:00,0.00823,23.42,True,False,False,11
2024-09-14 12:00:00,0.0018,23.54,True,False,False,12
2024-09-14 13:00:00,0.00079,23.71,True,False,False,13
2024-09-14 14:00:00,0.00044,23.07,True,False,False,14
2024-09-14 15:00:00,0.00179,20.5,True,False,False,15
2024-09-14 16:00:00,0.01188,18.86,False,False,False,16
2024-09-14 17:00:00,0.0262699999999999,18.34,False,False,False,17
2024-09-14 18:00:00,0.06637,17.31,False,True,False,18
2024-09-14 19:00:00,0.0895499999999999,16.85,False,True,False,19
2024-09-14 20:00:00,0.10172,16.82,False,True,False,20
2024-09-14 21:00:00,0.07445,16.76,False,True,False,21
2024-09-14 22:00:00,0.08799,16.92,False,True,False,22
2024-09-14 23:00:00,0.08098,17.19,False,True,False,23
2024-09-15 00:00:00,0.0617,17.28,False,True,False,0
2024-09-15 01:00:00,0.05107,17.47,False,True,False,1
2024-09-15 02:00:00,0.03717,17.43,False,True,False,2
2024-09-15 03:00:00,0.02922,17.49,False,True,False,3
2024-09-15 04:00:00,0.0287,17.44,False,True,False,4
2024-09-15 05:00:00,0.03363,17.46,False,True,False,5
2024-09-15 06:00:00,0.03777,17.82,False,True,False,6
2024-09-15 07:00:00,0.04365,19.86,False,False,False,7
2024-09-15 08:00:00,0.0324799999999999,22.35,False,False,False,8
2024-09-15 09:00:00,0.01323,23.84,False,False,False,9
2024-09-15 10:00:00,0.01092,24.06,False,False,False,10
2024-09-15 11:00:00,7.000000000000001e-05,24.17,True,False,False,11
2024-09-15 12:00:00,0.0,23.8,True,False,False,12
2024-09-15 13:00:00,-1e-05,24.09,True,False,False,13
2024-09-15 14:00:00,-0.0003599999999999,23.92,True,False,False,14
2024-09-15 15:00:00,0.0,22.54,True,False,False,15
2024-09-15 16:00:00,0.00016,20.35,True,False,False,16
2024-09-15 17:00:00,0.0070199999999999,19.17,True,False,False,17
2024-09-15 18:00:00,0.03761,19.08,False,False,False,18
2024-09-15 19:00:00,0.04985,17.61,False,True,False,19
2024-09-15 20:00:00,0.06508,17.88,False,True,False,20
2024-09-15 21:00:00,0.06439,18.7,False,False,False,21
2024-09-15 22:00:00,0.06074,17.68,False,True,False,22
2024-09-15 23:00:00,0.0549099999999999,17.33,False,True,False,23
2024-09-16 00:00:00,0.03,18.42,False,False,False,0
2024-09-16 01:00:00,0.01303,18.7,False,False,False,1
2024-09-16 02:00:00,0.015,18.59,False,False,False,2
2024-09-16 03:00:00,0.01185,18.85,False,False,False,3
2024-09-16 04:00:00,0.00889,18.92,True,False,False,4
2024-09-16 05:00:00,0.01015,19.48,False,False,False,5
2024-09-16 06:00:00,0.0411,19.8,False,False,False,6
2024-09-16 07:00:00,0.10887,19.85,False,False,False,7
2024-09-16 08:00:00,0.11915,20.22,False,False,False,8
2024-09-16 09:00:00,0.08805,20.64,False,False,False,9
2024-09-16 10:00:00,0.06834,20.81,False,False,False,10
2024-09-16 11:00:00,0.04271,21.19,False,False,False,11
2024-09-16 12:00:00,0.02662,21.68,False,False,False,12
2024-09-16 13:00:00,0.02594,21.52,False,False,False,13
2024-09-16 14:00:00,8.999999999999999e-05,21.01,True,False,False,14
2024-09-16 15:00:00,0.0,20.31,True,False,False,15
2024-09-16 16:00:00,0.0,22.44,True,False,False,16
2024-09-16 17:00:00,6e-05,33.58,True,False,False,17
2024-09-16 18:00:00,0.03286,34.57,False,False,False,18
2024-09-16 19:00:00,0.06375,28.17,False,False,False,19
2024-09-16 20:00:00,0.0884,18.63,False,False,False,20
2024-09-16 21:00:00,0.05843,17.73,False,True,False,21
2024-09-16 22:00:00,0.04589,18.57,False,False,False,22
2024-09-16 23:00:00,0.04006,20.67,False,False,False,23
2024-09-17 00:00:00,0.0263,23.17,False,False,False,0
2024-09-17 01:00:00,0.01218,26.12,False,False,False,1
2024-09-17 02:00:00,0.00699,26.57,True,False,False,2
2024-09-17 03:00:00,0.00924,26.67,True,False,False,3
2024-09-17 04:00:00,0.00515,26.08,True,False,False,4
2024-09-17 05:00:00,0.00411,26.08,True,False,False,5
2024-09-17 06:00:00,0.02167,26.52,False,False,False,6
2024-09-17 07:00:00,0.04971,26.83,False,False,False,7
2024-09-17 08:00:00,0.05334,26.88,False,False,False,8
2024-09-17 09:00:00,0.045,27.09,False,False,False,9
2024-09-17 10:00:00,0.00044,28.29,True,False,False,10
2024-09-17 11:00:00,0.0,29.22,True,False,False,11
2024-09-17 12:00:00,0.0,29.37,True,False,False,12
2024-09-17 13:00:00,0.0,22.32,True,False,False,13
2024-09-17 14:00:00,0.0,20.12,True,False,False,14
2024-09-17 15:00:00,0.0,19.46,True,False,False,15
2024-09-17 16:00:00,0.0,18.41,True,False,False,16
2024-09-17 17:00:00,0.003,18.09,True,True,True,17
2024-09-17 18:00:00,0.03226,17.65,False,True,False,18
2024-09-17 19:00:00,0.05076,17.49,False,True,False,19
2024-09-17 20:00:00,0.04808,17.48,False,True,False,20
2024-09-17 21:00:00,0.0458999999999999,17.31,False,True,False,21
2024-09-17 22:00:00,0.0573,17.26,False,True,False,22
2024-09-17 23:00:00,0.0542999999999999,17.26,False,True,False,23
2024-09-18 00:00:00,0.04367,17.36,False,True,False,0
2024-09-18 01:00:00,0.05953,17.6,False,True,False,1
2024-09-18 02:00:00,0.04939,17.83,False,True,False,2
2024-09-18 03:00:00,0.01284,18.39,False,False,False,3
2024-09-18 04:00:00,0.01364,18.32,False,False,False,4
2024-09-18 05:00:00,0.0455799999999999,18.65,False,False,False,5
2024-09-18 06:00:00,0.07094,19.46,False,False,False,6
2024-09-18 07:00:00,0.08478,20.84,False,False,False,7
2024-09-18 08:00:00,0.09845,21.87,False,False,False,8
2024-09-18 09:00:00,0.07864,21.74,False,False,False,9
2024-09-18 10:00:00,0.07163,22.94,False,False,False,10
2024-09-18 11:00:00,0.01291,23.88,False,False,False,11
2024-09-18 12:00:00,0.00549,23.98,True,False,False,12
2024-09-18 13:00:00,0.0,23.55,True,False,False,13
2024-09-18 14:00:00,1e-05,21.71,True,False,False,14
2024-09-18 15:00:00,8.999999999999999e-05,20.17,True,False,False,15
2024-09-18 16:00:00,0.01447,20.93,False,False,False,16
2024-09-18 17:00:00,0.03681,28.81,False,False,False,17
2024-09-18 18:00:00,0.08575,29.14,False,False,False,18
2024-09-18 19:00:00,0.12001,29.8,False,False,False,19
2024-09-18 20:00:00,0.1082,29.32,False,False,False,20
2024-09-18 21:00:00,0.06442,26.86,False,False,False,21
2024-09-18 22:00:00,0.04401,24.67,False,False,False,22
2024-09-18 23:00:00,0.04433,24.18,False,False,False,23
2024-09-19 00:00:00,0.06008,24.11,False,False,False,0
2024-09-19 01:00:00,0.04236,22.56,False,False,False,1
2024-09-19 02:00:00,0.03676,22.7,False,False,False,2
2024-09-19 03:00:00,0.01894,23.98,False,False,False,3
2024-09-19 04:00:00,0.0156099999999999,24.82,False,False,False,4
2024-09-19 05:00:00,0.0484799999999999,26.42,False,False,False,5
2024-09-19 06:00:00,0.06426,26.01,False,False,False,6
2024-09-19 07:00:00,0.08662,26.29,False,False,False,7
2024-09-19 08:00:00,0.0955699999999999,27.14,False,False,False,8
2024-09-19 09:00:00,0.0867,29.12,False,False,False,9
2024-09-19 10:00:00,0.07481,30.52,False,False,False,10
2024-09-19 11:00:00,0.02525,31.01,False,False,False,11
2024-09-19 12:00:00,0.00497,29.79,True,False,False,12
2024-09-19 13:00:00,2e-05,28.06,True,False,False,13
2024-09-19 14:00:00,0.0,26.5,True,False,False,14
2024-09-19 15:00:00,2e-05,25.31,True,False,False,15
2024-09-19 16:00:00,0.0203999999999999,24.27,False,False,False,16
2024-09-19 17:00:00,0.06543,24.43,False,False,False,17
2024-09-19 18:00:00,0.08236,24.24,False,False,False,18
2024-09-19 19:00:00,0.11234,24.38,False,False,False,19
2024-09-19 20:00:00,0.11265,24.82,False,False,False,20
2024-09-19 21:00:00,0.08899,24.66,False,False,False,21
2024-09-19 22:00:00,0.08897,23.42,False,False,False,22
