schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,device_energy_j,total_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-29T00:44:00,"conv2d_intel_20260729_004307_session1",1,1,1,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",102,1.0035896790000001,1.0035896790000001,1.0035896790000001,142.796021,144.45741799999999,1.661397,1.3999609901960783,142.28526258090383,1.0643389989801196e-10,9.8391145000000009,9.8391145000000009,1341640409088,1336.8415769528854,205783040,142.28526258090383,in_range,-1,-1,-1,2355,2354,-1,74,74,74,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:44:01,"conv2d_intel_20260729_004307_session1",2,2,2,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",102,1.0024365669999999,1.0024365669999999,1.0024365669999999,142.84753499999999,144.483059,1.635524,1.4004660294117646,142.50032341447894,1.064722961774107e-10,9.8278094803921565,9.8278094803921565,1341640409088,1338.3793581105467,205783040,142.50032341447894,in_range,-1,-1,-1,2739,2355,-1,75,74,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:44:02,"conv2d_intel_20260729_004307_session1",3,3,3,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",102,1.0028758529999999,1.0028758529999999,1.0028758529999999,142.74731499999999,144.39605799999998,1.6487430000000001,1.3994834803921568,142.33797191645016,1.063975965788289e-10,9.8321162058823521,9.8321162058823521,1341640409088,1337.793112751315,205783040,142.33797191645016,in_range,-1,-1,-1,2740,2355,-1,75,75,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:44:03,"conv2d_intel_20260729_004307_session1",4,4,4,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",102,1.0040402660000001,1.0040402660000001,1.0040402660000001,142.92565999999999,144.56737999999999,1.6417200000000001,1.4012319607843136,142.35052600968095,1.0653052713070549e-10,9.843532019607844,9.843532019607844,1341640409088,1336.2416374324971,205783040,142.35052600968095,in_range,-1,-1,-1,2740,2354,-1,75,75,74,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:44:04,"conv2d_intel_20260729_004307_session1",5,5,5,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",102,1.0039402449999999,1.0039402449999999,1.0039402449999999,142.95263700000001,144.60575600000001,1.653119,1.4014964411764708,142.39157929165398,1.0655063460497153e-10,9.8425514215686256,9.8425514215686256,1341640409088,1336.3747651016822,205783040,142.39157929165398,in_range,-1,-1,-1,2739,2355,-1,75,74,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:44:05,"conv2d_intel_20260729_004307_session1",6,6,6,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",102,1.0046398780000001,1.0046398780000001,1.0046398780000001,143.07983400000001,144.74202600000001,1.6621919999999999,1.4027434705882353,142.41902708942635,1.0664544167781935e-10,9.8494105686274516,9.8494105686274516,1341640409088,1335.4441113355842,205783040,142.41902708942635,in_range,-1,-1,-1,2845,2354,-1,75,75,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:44:06,"conv2d_intel_20260729_004307_session1",7,7,7,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",102,1.004265355,1.004265355,1.004265355,143.30377100000001,144.978846,1.6750750000000001,1.4049389313725491,142.69512563240818,1.0681235450966543e-10,9.8457387745098046,9.8457387745098046,1341640409088,1335.9421415946388,205783040,142.69512563240818,in_range,-1,-1,-1,2740,2355,-1,75,75,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:44:07,"conv2d_intel_20260729_004307_session1",8,8,8,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",102,1.0040819759999999,1.0040819759999999,1.0040819759999999,143.40618799999999,145.05670599999999,1.6505179999999999,1.4059430196078431,142.82318717769712,1.0688869165582339e-10,9.84394094117647,9.84394094117647,1341640409088,1336.1861293763529,205783040,142.82318717769712,in_range,-1,-1,-1,2740,2355,-1,75,75,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:44:08,"conv2d_intel_20260729_004307_session1",9,9,9,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",102,1.0053613290000001,1.0053613290000001,1.0053613290000001,143.48412999999999,145.119608,1.635478,1.4067071568627449,142.71896666516798,1.0694678620893318e-10,9.8564836176470596,9.8564836176470596,1341640409088,1334.485791712802,205783040,142.71896666516798,in_range,-1,-1,-1,2856,2354,-1,75,75,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:44:09,"conv2d_intel_20260729_004307_session1",10,10,10,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",102,1.0065800739999999,1.0065800739999999,1.0065800739999999,143.419127,145.050229,1.6311020000000001,1.4060698725490197,142.48158760988946,1.0689833581972332e-10,9.8684320980392162,9.8684320980392162,1341640409088,1332.8700256866002,205783040,142.48158760988946,in_range,-1,-1,-1,2740,2355,-1,76,75,76,,-1,-1,-1.000000,-1,t
