schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,device_energy_j,total_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-29T00:43:12,"conv2d_intel_20260729_004307_quickcheck",1,1,1,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1;Hout=7;Wout=7;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",47,1.005942857,1.005942857,1.005942857,45.550787,45.550787,0,0.9691656808510638,45.281684424744618,2.6198084415250455e-10,21.403039510638298,21.403039510638298,173870678016,172.84349384867693,14352384,45.281684424744618,in_range,-1,-1,-1,1340,1340,-1,73,72,73,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:43:13,"conv2d_intel_20260729_004307_quickcheck",2,2,2,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,4,"N=32;C=256;H=14;W=14;K=512;R=3;S=3;stride=2;pad=1;Hout=7;Wout=7;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",47,1.0056219989999999,1.0056219989999999,1.0056219989999999,45.125922000000003,45.125922000000003,0,0.96012600000000003,44.873642427148219,2.5953727514565397e-10,21.396212744680849,21.396212744680849,173870678016,172.89864202344287,14352384,44.873642427148219,in_range,-1,-1,-1,1338,1340,-1,73,73,72,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:43:16,"conv2d_intel_20260729_004307_quickcheck",3,3,1,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1;Hout=28;Wout=28;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",57,1.0073774769999999,1.0073774769999999,1.0073774769999999,47.495911,47.495911,0,0.83326159649122811,47.148077145266576,2.2524381616251488e-10,17.673289070175436,17.673289070175436,210864439296,209.32018444958743,38830080,47.148077145266576,in_range,-1,-1,-1,1339,1340,-1,75,75,74,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:43:17,"conv2d_intel_20260729_004307_quickcheck",4,4,2,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,2,"N=32;C=64;H=56;W=56;K=128;R=3;S=3;stride=2;pad=1;Hout=28;Wout=28;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",57,1.007284863,1.007284863,1.007284863,48.243651,48.243651,0,0.84637984210526318,47.894744348997527,2.287898858672808e-10,17.671664263157894,17.671664263157894,210864439296,209.33943022630331,38830080,47.894744348997527,in_range,-1,-1,-1,1364,1340,-1,74,74,74,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:43:19,"conv2d_intel_20260729_004307_quickcheck",5,5,1,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,5,"N=32;C=3;H=224;W=224;K=64;R=7;S=7;stride=2;pad=3;Hout=112;Wout=112;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",24,1.005449654,1.005449654,1.005449654,48.228270000000002,48.238720000000001,0.010449999999999999,2.0095112500000001,47.96686717045705,2.6605848502768556e-10,41.893735583333331,41.893735583333331,181269430272,180.28692888883324,122065664,47.96686717045705,in_range,-1,-1,-1,1484,1339,-1,74,74,74,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:43:20,"conv2d_intel_20260729_004307_quickcheck",6,6,2,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,5,"N=32;C=3;H=224;W=224;K=64;R=7;S=7;stride=2;pad=3;Hout=112;Wout=112;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",24,1.0089255130000001,1.0089255130000001,1.0089255130000001,48.420957000000001,48.431713000000002,0.010756,2.0175398750000002,47.992598438731321,2.6712147176356741e-10,42.03856304166667,42.03856304166667,181269430272,179.66582065409619,122065664,47.992598438731321,in_range,-1,-1,-1,1364,1339,-1,74,74,74,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:43:23,"conv2d_intel_20260729_004307_quickcheck",7,7,1,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,1,"N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",32,1.0282387909999999,1.0282387909999999,1.0282387909999999,50.817802,50.817802,0,1.5880563125,49.422179405017218,2.14638395441903e-10,32.13246221875,32.13246221875,236760072192,230.25786837096678,51527680,49.422179405017218,in_range,-1,-1,-1,1339,1339,-1,78,78,77,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:43:24,"conv2d_intel_20260729_004307_quickcheck",8,8,2,"CONV2D","onednn_convolution_auto:brg_conv_fwd:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,1,"N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",32,1.029103028,1.029103028,1.029103028,51.083060000000003,51.083122000000003,6.2000000000000003e-05,1.5963456250000001,49.638431342755709,2.1575876171626744e-10,32.159469625,32.159469625,236760072192,230.06449864609667,51527680,49.638431342755709,in_range,-1,-1,-1,1365,1340,-1,78,77,78,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:43:27,"conv2d_intel_20260729_004307_quickcheck",9,9,1,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",16,1.036108402,1.036108402,1.036108402,51.483998999999997,51.489598999999998,0.0055999999999999999,3.2177499374999998,49.689780432839299,2.4463372704173834e-10,64.756775125000004,64.756775125000004,210453397504,203.11909168747385,205783040,49.689780432839299,in_range,-1,-1,-1,1339,1340,-1,75,75,74,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-29T00:43:28,"conv2d_intel_20260729_004307_quickcheck",10,10,2,"CONV2D","onednn_convolution_auto:brgconv_1x1:avx512_core;scratchpad=user;execute_api=c",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,6,"N=32;C=256;H=56;W=56;K=256;R=1;S=1;stride=1;pad=0;Hout=56;Wout=56;dtype=f32;input_layout=NCHW;weight_layout=OIHW;output_layout=NCHW;bias=none;activation=none;groups=1;dilation=1;algorithm_policy=convolution_auto;output=overwrite;reuse_regime=warm_resident;scratchpad=user;onednn_cpu_runtime=OpenMP",16,1.0361176219999999,1.0361176219999999,1.0361176219999999,50.318413,50.323692000000001,0.0052789999999999998,3.1449008125,48.564382973113844,2.3909527523329065e-10,64.757351374999999,64.757351374999999,210453397504,203.11728421119358,205783040,48.564382973113844,in_range,-1,-1,-1,1364,1340,-1,74,74,74,,-1,-1,-1.000000,-1,t
