timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes
2025-10-12T11:45:29,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,20927,1.00,0.2345,0.2345,16.225,69.2,1,reduction,cublas,fp32,1000000,20927,1089,0.2345,16.225,69.2,58.1,167416000000,714.02,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,332,1253,2925,9801,46,0,
2025-10-12T11:45:29,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,1089,1.00,0.2345,0.6566,38.153,58.1,1,reduction,cublas,fp32,1000000,20927,1089,0.2345,16.225,69.2,58.1,4356000000,6.63,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,332,1253,2925,9801,46,0,
2025-10-12T11:45:39,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,58386,1.00,0.8399,0.8399,87.021,103.6,1,reduction,cublas,fp32,1500000,58386,1161,0.8399,87.021,103.6,48.6,700632000000,834.21,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,330,397,2925,9801,49,0,
2025-10-12T11:45:39,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,1161,1.00,0.8399,1.0427,50.636,48.6,1,reduction,cublas,fp32,1500000,58386,1161,0.8399,87.021,103.6,48.6,6966000000,6.68,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,330,397,2925,9801,49,0,
2025-10-12T11:45:46,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,40711,1.00,0.6728,0.6728,72.104,107.2,1,reduction,cublas,fp32,2000000,40711,602,0.6728,72.104,107.2,51.0,651376000000,968.18,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,375,1252,2910,9801,52,0,
2025-10-12T11:45:46,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,602,1.00,0.6728,0.7152,36.448,51.0,1,reduction,cublas,fp32,2000000,40711,602,0.6728,72.104,107.2,51.0,4816000000,6.73,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,375,1252,2910,9801,52,0,
2025-10-12T11:45:53,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,29722,1.00,0.7062,0.7062,80.983,114.7,1,reduction,cublas,fp32,3000000,29722,424,0.7062,80.983,114.7,58.5,713328000000,1010.03,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,372,434,2917,9801,53,0,
2025-10-12T11:45:53,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,424,1.00,0.7062,0.7544,44.108,58.5,1,reduction,cublas,fp32,3000000,29722,424,0.7062,80.983,114.7,58.5,5088000000,6.74,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,372,434,2917,9801,53,0,
2025-10-12T11:46:03,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,8371,1.00,0.9323,0.9323,76.208,81.7,1,reduction,cublas,fp32,4000000,8371,420,0.9323,76.208,81.7,51.6,267872000000,287.32,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,363,1269,2925,9801,51,0,
2025-10-12T11:46:03,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,420,1.00,0.9323,1.0198,52.621,51.6,1,reduction,cublas,fp32,4000000,8371,420,0.9323,76.208,81.7,51.6,6720000000,6.59,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,363,1269,2925,9801,51,0,
2025-10-12T11:46:13,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,6268,1.00,1.0274,1.0274,85.100,82.8,0,reduction,cublas,fp32,6000000,6268,288,1.0274,85.100,82.8,55.1,300864000000,292.85,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,377,423,2925,9801,52,0,
2025-10-12T11:46:13,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,288,1.00,1.0274,1.0522,58.020,55.1,0,reduction,cublas,fp32,6000000,6268,288,1.0274,85.100,82.8,55.1,6912000000,6.57,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,377,423,2925,9801,52,0,
2025-10-12T11:46:24,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,4800,1.00,1.0413,1.0413,92.292,88.6,0,reduction,cublas,fp32,8000000,4800,216,1.0413,92.292,88.6,49.0,307200000000,295.02,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,363,420,2925,9801,52,0,
2025-10-12T11:46:24,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,216,1.00,1.0413,1.0503,51.508,49.0,0,reduction,cublas,fp32,8000000,4800,216,1.0413,92.292,88.6,49.0,6912000000,6.58,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,363,420,2925,9801,52,0,
2025-10-12T11:46:34,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,3234,1.00,1.0448,1.0448,85.936,82.3,0,reduction,cublas,fp32,12000000,3234,144,1.0448,85.936,82.3,55.9,310464000000,297.16,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,363,427,2925,9801,52,0,
2025-10-12T11:46:34,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,144,1.00,1.0448,1.0498,58.672,55.9,0,reduction,cublas,fp32,12000000,3234,144,1.0448,85.936,82.3,55.9,6912000000,6.58,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,363,427,2925,9801,52,0,
2025-10-12T11:46:45,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,2441,1.00,1.0475,1.0475,91.992,87.8,0,reduction,cublas,fp32,16000000,2441,109,1.0475,91.992,87.8,54.8,312448000000,298.28,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,362,422,2925,9801,53,0,
2025-10-12T11:46:45,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,109,1.00,1.0475,1.0583,57.997,54.8,0,reduction,cublas,fp32,16000000,2441,109,1.0475,91.992,87.8,54.8,6976000000,6.59,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,362,422,2925,9801,53,0,
2025-10-12T11:46:56,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,1639,1.00,1.0526,1.0526,86.712,82.4,0,reduction,cublas,fp32,24000000,1639,73,1.0526,86.712,82.4,55.4,314688000000,298.96,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,357,1276,2925,9801,53,0,
2025-10-12T11:46:56,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,73,1.00,1.0526,1.0626,58.821,55.4,0,reduction,cublas,fp32,24000000,1639,73,1.0526,86.712,82.4,55.4,7008000000,6.60,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,357,1276,2925,9801,53,0,
2025-10-12T11:47:06,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,1233,1.00,1.0531,1.0531,92.486,87.8,0,reduction,cublas,fp32,32000000,1233,55,1.0531,92.486,87.8,54.6,315648000000,299.73,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,366,1276,2917,9801,53,0,
2025-10-12T11:47:06,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,55,1.00,1.0531,1.0670,58.294,54.6,0,reduction,cublas,fp32,32000000,1233,55,1.0531,92.486,87.8,54.6,7040000000,6.60,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,366,1276,2917,9801,53,0,
2025-10-12T11:47:17,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,826,1.00,1.0563,1.0563,92.772,87.8,0,reduction,cublas,fp32,48000000,826,37,1.0563,92.772,87.8,54.1,317184000000,300.29,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,367,1271,2917,9801,54,0,
2025-10-12T11:47:17,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,37,1.00,1.0563,1.0764,58.205,54.1,0,reduction,cublas,fp32,48000000,826,37,1.0563,92.772,87.8,54.1,7104000000,6.60,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,367,1271,2917,9801,54,0,
2025-10-12T11:47:28,rock-ms7a95,NVIDIA GeForce RTX 5050,0,kernel,620,1.00,1.0561,1.0561,87.175,82.5,0,reduction,cublas,fp32,64000000,620,28,1.0561,87.175,82.5,54.6,317440000000,300.58,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,393,429,2917,9801,54,0,
2025-10-12T11:47:28,rock-ms7a95,NVIDIA GeForce RTX 5050,0,e2e,28,1.00,1.0561,1.0861,59.324,54.6,0,reduction,cublas,fp32,64000000,620,28,1.0561,87.175,82.5,54.6,7168000000,6.60,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,393,429,2917,9801,54,0,
